cryptic	ctrl
TRAPPC12_acceptor_1	TRAPPC12_4_242
TRAPPC12_acceptor_1	TRAPPC12_3_111
TRAPPC12_acceptor_1	TRAPPC12_6_9
TRAPPC12_acceptor_1	TRAPPC12_1_20
TRAPPC12_acceptor_1	TRAPPC12_4_186
TRAPPC12_acceptor_1	TRAPPC12_4_215
TRAPPC12_acceptor_2	TRAPPC12_6_69
TRAPPC12_acceptor_2	TRAPPC12_3_44
TRAPPC12_acceptor_2	TRAPPC12_6_56
TRAPPC12_acceptor_2	TRAPPC12_4_270
TRAPPC12_acceptor_2	TRAPPC12_3_95
TRAPPC12_acceptor_2	TRAPPC12_6_82
TRAPPC12_acceptor_2	TRAPPC12_1_7
TRAPPC12_acceptor_2	TRAPPC12_8_35
TRAPPC12_acceptor_2	TRAPPC12_6_177
TRAPPC12_acceptor_2	TRAPPC12_4_228
TRAPPC12_donor_1	TRAPPC12_8_34
TRAPPC12_donor_1	TRAPPC12_4_360
TRAPPC12_donor_1	TRAPPC12_4_237
TRAPPC12_donor_1	TRAPPC12_1_36
TRAPPC12_donor_1	TRAPPC12_6_185
TRAPPC12_donor_1	TRAPPC12_8_21
TRAPPC12_donor_1	TRAPPC12_3_110
TRAPPC12_donor_1	TRAPPC12_4_271
TRAPPC12_donor_1	TRAPPC12_4_56
TRAPPC12_donor_1	TRAPPC12_3_11
TRIO_donor_1	TRIO_1_63
TRIO_donor_1	TRIO_40_34
TRIO_donor_1	TRIO_40_317
TRIO_donor_1	TRIO_1_39
TRIO_donor_1	TRIO_4_25
TRIO_donor_1	TRIO_40_49
TRIO_donor_1	TRIO_6_4
TRIO_donor_1	TRIO_40_165
TRIO_donor_1	TRIO_23_5
TRIO_donor_1	TRIO_3_12
TRRAP_acceptor_1	TRRAP_56_26
TRRAP_acceptor_1	TRRAP_26_27
TRRAP_acceptor_1	TRRAP_8_19
TRRAP_acceptor_1	TRRAP_63_15
TRRAP_acceptor_1	TRRAP_37_2
TRRAP_acceptor_1	TRRAP_21_7
TRRAP_acceptor_1	TRRAP_19_21
TRRAP_acceptor_1	TRRAP_2_23
TRRAP_acceptor_1	TRRAP_2_1
TRRAP_acceptor_1	TRRAP_56_65
TRRAP_donor_1	TRRAP_7_3
TRRAP_donor_1	TRRAP_2_138
TRRAP_donor_1	TRRAP_20_38
TRRAP_donor_1	TRRAP_2_8
TRRAP_donor_1	TRRAP_58_10
TRRAP_donor_1	TRRAP_58_46
TRRAP_donor_1	TRRAP_53_23
TRRAP_donor_1	TRRAP_17_22
TRRAP_donor_1	TRRAP_6_4
TRRAP_donor_1	TRRAP_41_2
TSPAN12_donor_1	TSPAN12_3_50
TSPAN12_donor_1	TSPAN12_5_166
TSPAN12_donor_1	TSPAN12_1_196
TSPAN12_donor_1	TSPAN12_1_221
TSPAN12_donor_1	TSPAN12_3_355
TSPAN12_donor_1	TSPAN12_1_169
TSPAN12_donor_1	TSPAN12_5_202
TSPAN12_donor_1	TSPAN12_1_317
TSPAN12_donor_1	TSPAN12_3_386
TSPAN12_donor_1	TSPAN12_5_177
TSPEAR-AS1_donor_1	TSPEAR-AS1_1_1
TTC8_donor_1	TTC8_12_57
TTC8_donor_1	TTC8_6_53
TTC8_donor_1	TTC8_6_80
TTC8_donor_1	TTC8_12_22
TTC8_donor_1	TTC8_4_39
TTC8_donor_1	TTC8_6_90
TTC8_donor_1	TTC8_6_140
TTC8_donor_1	TTC8_9_18
TTC8_donor_1	TTC8_4_12
TTC8_donor_1	TTC8_4_72
UBR5-DT_donor_1	UBR5-DT_1_71
UBR5-DT_donor_1	UBR5-DT_1_49
UBR5-DT_donor_1	UBR5-DT_2_14
UBR5-DT_donor_1	UBR5-DT_2_4
UBR5-DT_donor_1	UBR5-DT_1_105
UBR5-DT_donor_1	UBR5-DT_1_12
UBR5-DT_donor_1	UBR5-DT_1_38
UBR5-DT_donor_1	UBR5-DT_1_88
UBR5-DT_donor_1	UBR5-DT_1_23
UBR5-DT_donor_1	UBR5-DT_1_61
UGGT2_acceptor_1	UGGT2_23_48
UGGT2_acceptor_1	UGGT2_33_71
UGGT2_acceptor_1	UGGT2_9_38
UGGT2_acceptor_1	UGGT2_20_8
UGGT2_acceptor_1	UGGT2_27_33
UGGT2_acceptor_1	UGGT2_21_35
UGGT2_acceptor_1	UGGT2_28_169
UGGT2_acceptor_1	UGGT2_13_157
UGGT2_acceptor_1	UGGT2_13_354
UGGT2_acceptor_1	UGGT2_16_7
UNC13A_acceptor_1	UNC13A_35_58
UNC13A_acceptor_1	UNC13A_6_12
UNC13A_acceptor_1	UNC13A_18_7
UNC13A_acceptor_1	UNC13A_31_17
UNC13A_acceptor_1	UNC13A_27_9
UNC13A_acceptor_1	UNC13A_25_2
UNC13A_acceptor_1	UNC13A_12_19
UNC13A_acceptor_1	UNC13A_1_40
UNC13A_acceptor_1	UNC13A_35_167
UNC13A_acceptor_1	UNC13A_33_10
UNC13A_acceptor_2	UNC13A_35_187
UNC13A_acceptor_2	UNC13A_28_52
UNC13A_acceptor_2	UNC13A_12_32
UNC13A_acceptor_2	UNC13A_1_54
UNC13A_acceptor_2	UNC13A_35_143
UNC13A_acceptor_2	UNC13A_31_13
UNC13A_acceptor_2	UNC13A_35_79
UNC13A_acceptor_2	UNC13A_2_9
UNC13A_acceptor_2	UNC13A_35_209
UNC13A_acceptor_2	UNC13A_33_32
UNC13A_acceptor_3	UNC13A_28_82
UNC13A_acceptor_3	UNC13A_13_27
UNC13A_acceptor_3	UNC13A_36_4
UNC13A_acceptor_3	UNC13A_12_24
UNC13A_acceptor_3	UNC13A_35_161
UNC13A_acceptor_3	UNC13A_28_49
UNC13A_acceptor_3	UNC13A_13_15
UNC13A_acceptor_3	UNC13A_29_2
UNC13A_acceptor_3	UNC13A_29_25
UNC13A_acceptor_3	UNC13A_27_24
UNC13A_donor_1	UNC13A_35_131
UNC13A_donor_1	UNC13A_32_16
UNC13A_donor_1	UNC13A_12_20
UNC13A_donor_1	UNC13A_27_20
UNC13A_donor_1	UNC13A_35_22
UNC13A_donor_1	UNC13A_33_21
UNC13A_donor_1	UNC13A_29_26
UNC13A_donor_1	UNC13A_35_150
UNC13A_donor_1	UNC13A_1_33
UNC13A_donor_1	UNC13A_5_11
UNC13A_donor_2	UNC13A_35_66
UNC13A_donor_2	UNC13A_13_41
UNC13A_donor_2	UNC13A_6_11
UNC13A_donor_2	UNC13A_35_148
UNC13A_donor_2	UNC13A_32_6
UNC13A_donor_2	UNC13A_13_17
UNC13A_donor_2	UNC13A_17_1
UNC13A_donor_2	UNC13A_35_166
UNC13A_donor_2	UNC13A_7_5
UNC13A_donor_2	UNC13A_28_41
UNC13A_donor_3	UNC13A_34_4
UNC13A_donor_3	UNC13A_13_48
UNC13A_donor_3	UNC13A_35_127
UNC13A_donor_3	UNC13A_32_12
UNC13A_donor_3	UNC13A_28_21
UNC13A_donor_3	UNC13A_35_139
UNC13A_donor_3	UNC13A_28_31
UNC13A_donor_3	UNC13A_33_23
UNC13A_donor_3	UNC13A_35_232
UNC13A_donor_3	UNC13A_13_8
UNC13A_donor_4	UNC13A_16_3
UNC13A_donor_4	UNC13A_12_38
UNC13A_donor_4	UNC13A_35_14
UNC13A_donor_4	UNC13A_12_14
UNC13A_donor_4	UNC13A_35_216
UNC13A_donor_4	UNC13A_35_153
UNC13A_donor_4	UNC13A_33_1
UNC13A_donor_4	UNC13A_5_4
UNC13A_donor_4	UNC13A_12_26
UNC13A_donor_4	UNC13A_35_116
UPF2_donor_1	UPF2_13_17
UPF2_donor_1	UPF2_11_13
UPF2_donor_1	UPF2_17_39
UPF2_donor_1	UPF2_13_282
UPF2_donor_1	UPF2_10_10
UPF2_donor_1	UPF2_13_132
UPF2_donor_1	UPF2_18_131
UPF2_donor_1	UPF2_5_69
UPF2_donor_1	UPF2_18_168
UPF2_donor_1	UPF2_12_217
USP13_donor_1	USP13_2_102
USP13_donor_1	USP13_7_25
USP13_donor_1	USP13_19_35
USP13_donor_1	USP13_8_18
USP13_donor_1	USP13_2_87
USP13_donor_1	USP13_22_8
USP13_donor_1	USP13_1_138
USP13_donor_1	USP13_1_18
USP13_donor_1	USP13_5_12
USP13_donor_1	USP13_17_1
USP6NL_acceptor_1	USP6NL_8_116
USP6NL_acceptor_1	USP6NL_8_144
USP6NL_acceptor_1	USP6NL_5_9
USP6NL_acceptor_1	USP6NL_7_4
USP6NL_acceptor_1	USP6NL_9_35
USP6NL_acceptor_1	USP6NL_6_15
USP6NL_acceptor_1	USP6NL_6_66
USP6NL_acceptor_1	USP6NL_12_40
USP6NL_acceptor_1	USP6NL_6_28
USP6NL_acceptor_1	USP6NL_6_120
USP6NL_donor_1	USP6NL_8_152
USP6NL_donor_1	USP6NL_10_15
USP6NL_donor_1	USP6NL_11_16
USP6NL_donor_1	USP6NL_11_1
USP6NL_donor_1	USP6NL_11_66
USP6NL_donor_1	USP6NL_4_19
USP6NL_donor_1	USP6NL_6_44
USP6NL_donor_1	USP6NL_12_35
USP6NL_donor_1	USP6NL_6_75
USP6NL_donor_1	USP6NL_7_35
WDR35_acceptor_1	WDR35_2_221
WDR35_acceptor_1	WDR35_5_3
WDR35_acceptor_1	WDR35_10_57
WDR35_acceptor_1	WDR35_21_34
WDR35_acceptor_1	WDR35_21_107
WDR35_acceptor_1	WDR35_2_144
WDR35_acceptor_1	WDR35_2_2
WDR35_acceptor_1	WDR35_23_12
WDR35_acceptor_1	WDR35_9_42
WDR35_acceptor_1	WDR35_15_4
WDR35_donor_1	WDR35_2_307
WDR35_donor_1	WDR35_2_115
WDR35_donor_1	WDR35_21_7
WDR35_donor_1	WDR35_2_76
WDR35_donor_1	WDR35_16_17
WDR35_donor_1	WDR35_2_230
WDR35_donor_1	WDR35_21_66
WDR35_donor_1	WDR35_15_7
WDR35_donor_1	WDR35_14_10
WDR35_donor_1	WDR35_21_50
WWOX_donor_1	WWOX_13_184
WWOX_donor_1	WWOX_2_51
WWOX_donor_1	WWOX_12_4
WWOX_donor_1	WWOX_8_8
WWOX_donor_1	WWOX_4_130
WWOX_donor_1	WWOX_4_21
WWOX_donor_1	WWOX_4_318
WWOX_donor_1	WWOX_13_148
WWOX_donor_1	WWOX_12_82
WWOX_donor_1	WWOX_4_279
ZFP91_acceptor_1	ZFP91_1_26
ZFP91_acceptor_1	ZFP91_2_419
ZFP91_acceptor_1	ZFP91_2_209
ZFP91_acceptor_1	ZFP91_2_272
ZFP91_acceptor_1	ZFP91_2_10
ZFP91_acceptor_1	ZFP91_1_44
ZFP91_acceptor_1	ZFP91_2_343
ZFP91_acceptor_1	ZFP91_6_22
ZFP91_acceptor_1	ZFP91_2_120
ZFP91_acceptor_1	ZFP91_2_360
ZFP91_donor_1	ZFP91_2_395
ZFP91_donor_1	ZFP91_2_111
ZFP91_donor_1	ZFP91_2_254
ZFP91_donor_1	ZFP91_2_489
ZFP91_donor_1	ZFP91_2_457
ZFP91_donor_1	ZFP91_1_93
ZFP91_donor_1	ZFP91_2_61
ZFP91_donor_1	ZFP91_2_43
ZFP91_donor_1	ZFP91_2_9
ZFP91_donor_1	ZFP91_2_73
ZNF185_acceptor_1	ZNF185_19_15
ZNF185_acceptor_1	ZNF185_12_214
ZNF185_acceptor_1	ZNF185_12_54
ZNF185_acceptor_1	ZNF185_3_19
ZNF185_acceptor_1	ZNF185_14_18
ZNF185_acceptor_1	ZNF185_10_46
ZNF185_acceptor_1	ZNF185_12_95
ZNF185_acceptor_1	ZNF185_12_192
ZNF185_acceptor_1	ZNF185_19_43
ZNF185_acceptor_1	ZNF185_15_32
ZNF382_acceptor_1	ZNF382_1_74
ZNF382_acceptor_1	ZNF382_1_192
ZNF382_acceptor_1	ZNF382_1_120
ZNF382_acceptor_1	ZNF382_1_262
ZNF382_acceptor_1	ZNF382_1_60
ZNF382_acceptor_1	ZNF382_1_295
ZNF382_acceptor_1	ZNF382_1_35
ZNF382_acceptor_1	ZNF382_1_149
ZNF382_acceptor_1	ZNF382_1_277
ZNF382_acceptor_1	ZNF382_1_228
ZNF529_donor_1	ZNF529_4_2
ZNF529_donor_1	ZNF529_2_224
ZNF529_donor_1	ZNF529_2_57
ZNF529_donor_1	ZNF529_2_185
ZNF529_donor_1	ZNF529_2_9
ZNF529_donor_1	ZNF529_1_6
ZNF529_donor_1	ZNF529_2_137
ZNF529_donor_1	ZNF529_2_291
ZNF529_donor_1	ZNF529_1_17
ZNF529_donor_1	ZNF529_4_17
ZNF570_donor_1	ZNF570_3_80
ZNF570_donor_1	ZNF570_3_124
ZNF570_donor_1	ZNF570_1_43
ZNF570_donor_1	ZNF570_1_77
ZNF570_donor_1	ZNF570_1_95
ZNF570_donor_1	ZNF570_1_20
ZNF570_donor_1	ZNF570_3_37
ZNF570_donor_1	ZNF570_3_55
ZNF570_donor_1	ZNF570_3_136
ZNF570_donor_1	ZNF570_3_16
ZNF608_acceptor_1	ZNF608_8_127
ZNF608_acceptor_1	ZNF608_8_200
ZNF608_acceptor_1	ZNF608_3_1
ZNF608_acceptor_1	ZNF608_3_29
ZNF608_acceptor_1	ZNF608_8_599
ZNF608_acceptor_1	ZNF608_8_526
ZNF608_acceptor_1	ZNF608_8_656
ZNF608_acceptor_1	ZNF608_8_325
ZNF608_acceptor_1	ZNF608_8_487
ZNF608_acceptor_1	ZNF608_8_309
ZNF700_acceptor_1	ZNF700_2_4
