"","gene_name.x","gene_id.x","lsv_id.x","num_junctions.x","num_exons.x","de_novo_junctions.x","seqid.x","strand.x","lsv_junc.x","junc_start.x","junc_end.x","ir_start.x","ir_end.x","paste_into_igv_junction","exon_type.x","color_gene_name.x","Control_Control","Cycloheximide_Control","Control_TDP43KD","Cycloheximide_TDP43KD","gene_name.y","gene_id.y","lsv_id.y","num_junctions.y","num_exons.y","de_novo_junctions.y","seqid.y","strand.y","lsv_junc.y","junc_start.y","junc_end.y","ir_start.y","ir_end.y","exon_type.y","color_gene_name.y","ctrl_ctrl","ctrl_UPF1","TDP43_ctrl","TDP43_UPF1"
"1091","RP1-138B7.8","ENSG00000288000.1","ENSG00000288000.1:t:43528657-43528745",3,"4",1,"chr20","+","ENSG00000288000.1:t:43528657-43528745_43515415-43528657",43515415,43528657,NA,NA,"chr20:43515415-43528657","target","Delta PSI > 0.05",0.0417,0.0044,0.2896,0.5035,"L3MBTL1","ENSG00000185513.17","ENSG00000185513.17:t:43528657-43528745",5,"5",1,"chr20","+","ENSG00000185513.17:t:43528657-43528745_43515415-43528657",43515415,43528657,43518831,43528656,"target","Delta PSI < 0.05",0.0047,8e-04,0.1158,0.1428
"1092","RP1-138B7.8","ENSG00000288000.1","ENSG00000288000.1:t:43528657-43528745",3,"4",1,"chr20","+","ENSG00000288000.1:t:43528657-43528745_43515415-43528657",43515415,43528657,NA,NA,"chr20:43515415-43528657","target","Delta PSI > 0.05",0.0417,0.0044,0.2896,0.5035,"RP1-138B7.8","ENSG00000288000.1","ENSG00000288000.1:s:43515292-43515415",2,"3",1,"chr20","+","ENSG00000288000.1:s:43515292-43515415_43515415-43528657",43515415,43528657,NA,NA,"source","Delta PSI < 0.05",0.0069,0.0023,0.1766,0.221
"1093","RP1-138B7.8","ENSG00000288000.1","ENSG00000288000.1:t:43528657-43528745",3,"4",1,"chr20","+","ENSG00000288000.1:t:43528657-43528745_43515415-43528657",43515415,43528657,NA,NA,"chr20:43515415-43528657","target","Delta PSI > 0.05",0.0417,0.0044,0.2896,0.5035,"RP1-138B7.8","ENSG00000288000.1","ENSG00000288000.1:t:43528657-43528745",3,"3",1,"chr20","+","ENSG00000288000.1:t:43528657-43528745_43515415-43528657",43515415,43528657,43516178,43528656,"target","Delta PSI < 0.05",0.0053,0.0013,0.1185,0.1447
"1094","RP11-1020A11.3","ENSG00000288550.2","ENSG00000288550.2:s:9932608-9932703",3,"3",0,"chr3","+","ENSG00000288550.2:s:9932608-9932703_9932703-9934835",9932703,9934835,9932704,9934419,"chr3:9932703-9934835","source","Delta PSI > 0.05",0.0111,0.0219,0.0033,0.1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","DUS4L-BCAP29","ENSG00000288558.2","ENSG00000288558.2:t:107567050-107567186",4,"3",0,"chr7","+","ENSG00000288558.2:t:107567050-107567186_107564209-107567050",107564209,107567050,NA,NA,"chr7:107564209-107567050","target","Delta PSI > 0.05",0.0049,0.0467,0.0659,0.1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:43445571-43450827",NA,NA,NA,NA,NA,NA,"HECW1","ENSG00000002746.15","ENSG00000002746.15:s:43444215-43445570",3,"3",1,"chr7","+","ENSG00000002746.15:s:43444215-43445570_43445571-43450827",43445571,43450827,43445571,43450827,"source","Delta PSI < 0.05",0.0245,0.0307,0.1521,0.1442
"1097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:8142055-8143875",NA,NA,NA,NA,NA,NA,"ICA1","ENSG00000003147.19","ENSG00000003147.19:s:8143875-8143972",2,"3",0,"chr7","-","ENSG00000003147.19:s:8143875-8143972_8142055-8143875",8142055,8143875,NA,NA,"source","Delta PSI < 0.05",0.027,0.0224,0.2249,0.2236
"1098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:8141817-8141969",NA,NA,NA,NA,NA,NA,"ICA1","ENSG00000003147.19","ENSG00000003147.19:t:8141765-8141817",2,"3",0,"chr7","-","ENSG00000003147.19:t:8141765-8141817_8141817-8141969",8141817,8141969,NA,NA,"target","Delta PSI < 0.05",0.0095,0.0136,0.2062,0.2171
"1099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:2334721-2337115",NA,NA,NA,NA,NA,NA,"SPPL2B","ENSG00000005206.17","ENSG00000005206.17:s:2334602-2334721",3,"3",0,"chr19","+","ENSG00000005206.17:s:2334602-2334721_2334721-2337115",2334721,2337115,2334722,2337110,"source","Delta PSI < 0.05",0.0069,0.0436,0.107,0.0985
"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr17:58305865-58306182",NA,NA,NA,NA,NA,NA,"TSPOAP1","ENSG00000005379.17","ENSG00000005379.17:s:58306182-58306429",2,"2",1,"chr17","-","ENSG00000005379.17:s:58306182-58306429_58305865-58306182",58305865,58306182,NA,NA,"source","Delta PSI < 0.05",0.0216,0.0066,0.1612,0.1912
"1101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:61547620-61551384",NA,NA,NA,NA,NA,NA,"SYT7","ENSG00000011347.10","ENSG00000011347.10:s:61551384-61551463",4,"5",1,"chr11","-","ENSG00000011347.10:s:61551384-61551463_61547620-61551384",61547620,61551384,NA,NA,"source","Delta PSI < 0.05",2e-04,0.0011,0.5095,0.5341
"1102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:61547308-61547530",NA,NA,NA,NA,NA,NA,"SYT7","ENSG00000011347.10","ENSG00000011347.10:t:61547177-61547308",2,"3",1,"chr11","-","ENSG00000011347.10:t:61547177-61547308_61547308-61547530",61547308,61547530,NA,NA,"target","Delta PSI < 0.05",9e-04,0.0047,0.7137,0.7566
"1103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:170423327-170432279",NA,NA,NA,NA,NA,NA,"CLDN11","ENSG00000013297.12","ENSG00000013297.12:s:170423163-170423742",2,"2",1,"chr3","+","ENSG00000013297.12:s:170423163-170423742_170423327-170432279",170423327,170432279,NA,NA,"source","Delta PSI > 0.05",0.0081,0.0091,0.0236,0.2167
"1104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr14:60812127-60817918",NA,NA,NA,NA,NA,NA,"MNAT1","ENSG00000020426.11","ENSG00000020426.11:s:60811986-60812127",4,"4",1,"chr14","+","ENSG00000020426.11:s:60811986-60812127_60812127-60817918",60812127,60817918,NA,NA,"source","Delta PSI > 0.05",0.0065,0.0108,0.2725,0.438
"1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr14:60817949-60818722",NA,NA,NA,NA,NA,NA,"MNAT1","ENSG00000020426.11","ENSG00000020426.11:t:60818722-60818860",3,"3",1,"chr14","+","ENSG00000020426.11:t:60818722-60818860_60817949-60818722",60817949,60818722,NA,NA,"target","Delta PSI > 0.05",0.003,0.009,0.2259,0.415
"1106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr14:78297860-78298668",NA,NA,NA,NA,NA,NA,"NRXN3","ENSG00000021645.20","ENSG00000021645.20:s:78297831-78297860",3,"4",1,"chr14","+","ENSG00000021645.20:s:78297831-78297860_78297860-78298668",78297860,78298668,NA,NA,"source","Delta PSI < 0.05",0.0068,0.0191,0.3046,0.2937
"1107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr20:52052132-52088392",NA,NA,NA,NA,NA,NA,"ZFP64","ENSG00000020256.20","ENSG00000020256.20:s:52088265-52088643",3,"4",0,"chr20","-","ENSG00000020256.20:s:52088265-52088643_52052132-52088392",52052132,52088392,NA,NA,"source","Delta PSI > 0.05",0.0248,0.015,0.055,0.1468
"1108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr6:166952548-166955467",NA,NA,NA,NA,NA,NA,"RNASET2","ENSG00000026297.17","ENSG00000026297.17:t:166952488-166955182",4,"3",0,"chr6","-","ENSG00000026297.17:t:166952488-166955182_166952548-166955467",166952548,166955467,NA,NA,"target","Delta PSI > 0.05",0.0029,0.003,0.0553,0.1646
"1109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr6:161153499-161166248",NA,NA,NA,NA,NA,NA,"AGPAT4","ENSG00000026652.15","ENSG00000026652.15:s:161165838-161166417",4,"5",1,"chr6","-","ENSG00000026652.15:s:161165838-161166417_161153499-161166248",161153499,161166248,NA,NA,"source","Delta PSI < 0.05",0.0428,0.0352,0.75,0.726
"1110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr6:161153499-161166248",NA,NA,NA,NA,NA,NA,"AGPAT4","ENSG00000026652.15","ENSG00000026652.15:t:161153346-161153499",5,"5",1,"chr6","-","ENSG00000026652.15:t:161153346-161153499_161153499-161166248",161153499,161166248,NA,NA,"target","Delta PSI < 0.05",0.0285,0.0245,0.6765,0.6485
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:42122576-42130343",NA,NA,NA,NA,NA,NA,"POU2F2","ENSG00000028277.21","ENSG00000028277.21:t:42122511-42122576",4,"5",1,"chr19","-","ENSG00000028277.21:t:42122511-42122576_42122576-42130343",42122576,42130343,NA,NA,"target","Delta PSI > 0.05",0.0015,0.0013,0.2174,0.3428
"1112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:18543674-18585281",NA,NA,NA,NA,NA,NA,"HDAC9","ENSG00000048052.23","ENSG00000048052.23:s:18543169-18543998",3,"3",0,"chr7","+","ENSG00000048052.23:s:18543169-18543998_18543674-18585281",18543674,18585281,NA,NA,"source","Delta PSI > 0.05",0.0052,0.0421,0.078,0.1426
"1113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:127391615-127392158",NA,NA,NA,NA,NA,NA,"ZNF800","ENSG00000048405.10","ENSG00000048405.10:t:127391497-127391615",6,"5",0,"chr7","-","ENSG00000048405.10:t:127391497-127391615_127391615-127392158",127391615,127392158,NA,NA,"target","Delta PSI > 0.05",0.003,0.0028,0.0024,0.1257
"1114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:77813787-77820528",NA,NA,NA,NA,NA,NA,"RSF1","ENSG00000048649.14","ENSG00000048649.14:s:77820528-77820869",4,"3",1,"chr11","-","ENSG00000048649.14:s:77820528-77820869_77813787-77820528",77813787,77820528,NA,NA,"source","Delta PSI < 0.05",4e-04,5e-04,0.1328,0.16
"1115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:77764689-77813213",NA,NA,NA,NA,NA,NA,"RSF1","ENSG00000048649.14","ENSG00000048649.14:t:77762050-77764690",2,"3",1,"chr11","-","ENSG00000048649.14:t:77762050-77764690_77764689-77813213",77764689,77813213,NA,NA,"target","Delta PSI > 0.05",0.0077,0.0067,0.0361,0.1236
"1116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr12:123202319-123203114",NA,NA,NA,NA,NA,NA,"MPHOSPH9","ENSG00000051825.15","ENSG00000051825.15:s:123203114-123203375",2,"3",0,"chr12","-","ENSG00000051825.15:s:123203114-123203375_123202319-123203114",123202319,123203114,NA,NA,"source","Delta PSI > 0.05",0.0051,0.038,0.0152,0.1165
"1117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr14:89350808-89356668",NA,NA,NA,NA,NA,NA,"FOXN3","ENSG00000053254.16","ENSG00000053254.16:t:89350672-89350808",4,"5",1,"chr14","-","ENSG00000053254.16:t:89350672-89350808_89350808-89356668",89350808,89356668,NA,NA,"target","Delta PSI < 0.05",2e-04,2e-04,0.0785,0.1263
"1118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr17:78836976-78838587",NA,NA,NA,NA,NA,NA,"USP36","ENSG00000055483.19","ENSG00000055483.19:s:78838587-78838794",3,"3",1,"chr17","-","ENSG00000055483.19:s:78838587-78838794_78836976-78838587",78836976,78838587,NA,NA,"source","Delta PSI < 0.05",0.0078,0.0016,0.1473,0.177
"1119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr17:78836372-78836897",NA,NA,NA,NA,NA,NA,"USP36","ENSG00000055483.19","ENSG00000055483.19:t:78836025-78836372",2,"3",1,"chr17","-","ENSG00000055483.19:t:78836025-78836372_78836372-78836897",78836372,78836897,NA,NA,"target","Delta PSI > 0.05",0.0139,0.0024,0.2945,0.3925
"1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr5:154034967-154037368",NA,NA,NA,NA,NA,NA,"FAM114A2","ENSG00000055147.19","ENSG00000055147.19:t:154034744-154034967",13,"6",1,"chr5","-","ENSG00000055147.19:t:154034744-154034967_154034967-154037368",154034967,154037368,154034968,154036241,"target","Delta PSI < 0.05",2e-04,2e-04,0.1244,0.0885
"1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr5:154034968-154036241",NA,NA,NA,NA,NA,NA,"FAM114A2","ENSG00000055147.19","ENSG00000055147.19:t:154034744-154034967",13,"6",1,"chr5","-","ENSG00000055147.19:t:154034744-154034967_154034968-154036241",154034968,154036241,154034968,154036241,"target","Delta PSI < 0.05",0.0226,0.0175,0.1316,0.1312
"1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:44258610-44258872",NA,NA,NA,NA,NA,NA,"CAMK2B","ENSG00000058404.20","ENSG00000058404.20:s:44258872-44258926",3,"3",1,"chr7","-","ENSG00000058404.20:s:44258872-44258926_44258610-44258872",44258610,44258872,NA,NA,"source","Delta PSI > 0.05",6e-04,6e-04,0.0982,0.1678
"1123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:44258514-44258872",NA,NA,NA,NA,NA,NA,"CAMK2B","ENSG00000058404.20","ENSG00000058404.20:s:44258872-44258926",3,"3",1,"chr7","-","ENSG00000058404.20:s:44258872-44258926_44258514-44258872",44258514,44258872,NA,NA,"source","Delta PSI < 0.05",6e-04,6e-04,0.1874,0.1916
"1124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:44220901-44222117",NA,NA,NA,NA,NA,NA,"CAMK2B","ENSG00000058404.20","ENSG00000058404.20:t:44220826-44220953",6,"6",1,"chr7","-","ENSG00000058404.20:t:44220826-44220953_44220901-44222117",44220901,44222117,44220954,44225184,"target","Delta PSI < 0.05",1e-04,1e-04,0.2743,0.2691
"1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:44254607-44258490",NA,NA,NA,NA,NA,NA,"CAMK2B","ENSG00000058404.20","ENSG00000058404.20:t:44254542-44254607",2,"3",1,"chr7","-","ENSG00000058404.20:t:44254542-44254607_44254607-44258490",44254607,44258490,NA,NA,"target","Delta PSI > 0.05",9e-04,9e-04,0.2485,0.3109
"1126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr11:125981314-125983872",NA,NA,NA,NA,NA,NA,"CDON","ENSG00000064309.16","ENSG00000064309.16:s:125982027-125984093",2,"2",1,"chr11","-","ENSG00000064309.16:s:125982027-125984093_125981314-125983872",125981314,125983872,NA,NA,"source","Delta PSI < 0.05",0.0012,0.0013,0.172,0.2202
"1127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr8:134637712-134645005",NA,NA,NA,NA,NA,NA,"ZFAT","ENSG00000066827.16","ENSG00000066827.16:t:134637461-134637712",3,"4",1,"chr8","-","ENSG00000066827.16:t:134637461-134637712_134637712-134645005",134637712,134645005,NA,NA,"target","Delta PSI > 0.05",0.0019,0.0023,0.083,0.2366
"1128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:3099352-3099557",NA,NA,NA,NA,NA,NA,"PFKP","ENSG00000067057.18","ENSG00000067057.18:s:3099275-3099352",4,"4",1,"chr10","+","ENSG00000067057.18:s:3099275-3099352_3099352-3099557",3099352,3099557,NA,NA,"source","Delta PSI < 0.05",7e-04,0.0057,0.6341,0.6728
"1129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr5:132227258-132227790",NA,NA,NA,NA,NA,NA,"P4HA2","ENSG00000072682.20","ENSG00000072682.20:s:132227790-132227857",3,"3",0,"chr5","-","ENSG00000072682.20:s:132227790-132227857_132227258-132227790",132227258,132227790,NA,NA,"source","Delta PSI > 0.05",0.0245,0.0415,0.0315,0.1577
"1130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:14176669-14177531",NA,NA,NA,NA,NA,NA,"ADGRL1","ENSG00000072071.16","ENSG00000072071.16:s:14177531-14177744",3,"4",1,"chr19","-","ENSG00000072071.16:s:14177531-14177744_14176669-14177531",14176669,14177531,NA,NA,"source","Delta PSI < 0.05",3e-04,3e-04,0.209,0.2037
"1131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:14170791-14176479",NA,NA,NA,NA,NA,NA,"ADGRL1","ENSG00000072071.16","ENSG00000072071.16:t:14170488-14170791",3,"4",1,"chr19","-","ENSG00000072071.16:t:14170488-14170791_14170791-14176479",14170791,14176479,NA,NA,"target","Delta PSI < 0.05",3e-04,3e-04,0.1587,0.1509
"1132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr2:219464668-219465514",NA,NA,NA,NA,NA,NA,"SPEG","ENSG00000072195.15","ENSG00000072195.15:s:219464433-219464667",5,"4",0,"chr2","+","ENSG00000072195.15:s:219464433-219464667_219464668-219465514",219464668,219465514,219464668,219465514,"source","Delta PSI < 0.05",0.0354,0.0181,0.2969,0.3084
"1133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr2:219465787-219466056",NA,NA,NA,NA,NA,NA,"SPEG","ENSG00000072195.15","ENSG00000072195.15:t:219466057-219466862",3,"3",0,"chr2","+","ENSG00000072195.15:t:219466057-219466862_219465787-219466056",219465787,219466056,219465787,219466056,"target","Delta PSI < 0.05",0.0451,0.0214,0.3391,0.3392
"1134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr1:21598502-21598723",NA,NA,NA,NA,NA,NA,"RAP1GAP","ENSG00000076864.20","ENSG00000076864.20:t:21598400-21598502",3,"3",1,"chr1","-","ENSG00000076864.20:t:21598400-21598502_21598502-21598723",21598502,21598723,NA,NA,"target","Delta PSI < 0.05",5e-04,0.0053,0.2791,0.2812
"1135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:117863026-117873335",NA,NA,NA,NA,NA,NA,"CTTNBP2","ENSG00000077063.11","ENSG00000077063.11:s:117873335-117873441",2,"3",1,"chr7","-","ENSG00000077063.11:s:117873335-117873441_117863026-117873335",117863026,117873335,NA,NA,"source","Delta PSI > 0.05",0.0082,0.0125,0.0945,0.2806
"1136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr7:100650643-100655019",NA,NA,NA,NA,NA,NA,"ACTL6B","ENSG00000077080.10","ENSG00000077080.10:s:100655019-100655119",3,"3",1,"chr7","-","ENSG00000077080.10:s:100655019-100655119_100650643-100655019",100650643,100655019,NA,NA,"source","Delta PSI < 0.05",2e-04,2e-04,0.669,0.6503
"1137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:42271358-42271774",NA,NA,NA,NA,NA,NA,"CIC","ENSG00000079432.9","ENSG00000079432.9:t:42271774-42274577",3,"4",1,"chr19","+","ENSG00000079432.9:t:42271774-42274577_42271358-42271774",42271358,42271774,NA,NA,"target","Delta PSI < 0.05",9e-04,0.0102,0.0925,0.1015
"1138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:70161931-70166727",NA,NA,NA,NA,NA,NA,"SAR1A","ENSG00000079332.15","ENSG00000079332.15:s:70166727-70166822",2,"2",0,"chr10","-","ENSG00000079332.15:s:70166727-70166822_70161931-70166727",70161931,70166727,70163032,70166726,"source","Delta PSI < 0.05",0.0075,0.0245,0.0896,0.11
"1139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr5:141933401-141933951",NA,NA,NA,NA,NA,NA,"DELE1","ENSG00000081791.9","ENSG00000081791.9:s:141933259-141933882",3,"3",1,"chr5","+","ENSG00000081791.9:s:141933259-141933882_141933401-141933951",141933401,141933951,NA,NA,"source","Delta PSI > 0.05",7e-04,7e-04,0.0337,0.1876
"1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr5:141933961-141934240",NA,NA,NA,NA,NA,NA,"DELE1","ENSG00000081791.9","ENSG00000081791.9:t:141934240-141934398",3,"3",1,"chr5","+","ENSG00000081791.9:t:141934240-141934398_141933961-141934240",141933961,141934240,NA,NA,"target","Delta PSI > 0.05",7e-04,7e-04,0.0232,0.1129
"1141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr20:59737459-59743107",NA,NA,NA,NA,NA,NA,"PHACTR3","ENSG00000087495.17","ENSG00000087495.17:t:59743107-59743268",7,"8",1,"chr20","+","ENSG00000087495.17:t:59743107-59743268_59737459-59743107",59737459,59743107,NA,NA,"target","Delta PSI < 0.05",6e-04,8e-04,0.0775,0.1257
"1142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr20:6026238-6031285",NA,NA,NA,NA,NA,NA,"CRLS1","ENSG00000088766.12","ENSG00000088766.12:t:6031163-6031370",4,"5",1,"chr20","+","ENSG00000088766.12:t:6031163-6031370_6026238-6031285",6026238,6031285,NA,NA,"target","Delta PSI < 0.05",0.0099,0.0301,0.0809,0.1201
"1143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr12:111893585-111894654",NA,NA,NA,NA,NA,NA,"MAPKAPK5","ENSG00000089022.14","ENSG00000089022.14:s:111893472-111893585",5,"3",1,"chr12","+","ENSG00000089022.14:s:111893472-111893585_111893585-111894654",111893585,111894654,111893586,111894653,"source","Delta PSI < 0.05",0.005,0.0235,0.2805,0.3031
"1144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr12:111894726-111896203",NA,NA,NA,NA,NA,NA,"MAPKAPK5","ENSG00000089022.14","ENSG00000089022.14:t:111896203-111902222",5,"3",1,"chr12","+","ENSG00000089022.14:t:111896203-111902222_111894726-111896203",111894726,111896203,111894727,111896202,"target","Delta PSI > 0.05",0.0052,0.0201,0.261,0.3141
"1145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr12:121554230-121574547",NA,NA,NA,NA,NA,NA,"KDM2B","ENSG00000089094.19","ENSG00000089094.19:s:121574365-121574593",2,"3",1,"chr12","-","ENSG00000089094.19:s:121574365-121574593_121554230-121574547",121554230,121574547,NA,NA,"source","Delta PSI > 0.05",0.0018,0.0016,0.0381,0.1031
"1146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr19:35000486-35001098",NA,NA,NA,NA,NA,NA,"GRAMD1A","ENSG00000089351.15","ENSG00000089351.15:s:35000323-35000486",3,"4",1,"chr19","+","ENSG00000089351.15:s:35000323-35000486_35000486-35001098",35000486,35001098,NA,NA,"source","Delta PSI < 0.05",0.0025,0.0036,0.1977,0.2408
"1147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr20:5911683-5914617",NA,NA,NA,NA,NA,NA,"CHGB","ENSG00000089199.10","ENSG00000089199.10:s:5911510-5911682",3,"3",1,"chr20","+","ENSG00000089199.10:s:5911510-5911682_5911683-5914617",5911683,5914617,5911683,5914617,"source","Delta PSI < 0.05",0.0026,0.0035,0.1123,0.0913
"1148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr20:5914713-5916326",NA,NA,NA,NA,NA,NA,"CHGB","ENSG00000089199.10","ENSG00000089199.10:t:5915498-5916372",3,"4",0,"chr20","+","ENSG00000089199.10:t:5915498-5916372_5914713-5916326",5914713,5916326,NA,NA,"target","Delta PSI < 0.05",0.0139,0.0474,0.1955,0.1607
"1149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr14:30559272-30563746",NA,NA,NA,NA,NA,NA,"G2E3","ENSG00000092140.16","ENSG00000092140.16:s:30559158-30559272",4,"5",1,"chr14","+","ENSG00000092140.16:s:30559158-30559272_30559272-30563746",30559272,30563746,NA,NA,"source","Delta PSI < 0.05",4e-04,4e-04,0.2137,0.2234
"1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr3:38400985-38419842",NA,NA,NA,NA,NA,NA,"XYLB","ENSG00000093217.11","ENSG00000093217.11:t:38419842-38420651",2,"2",0,"chr3","+","ENSG00000093217.11:t:38419842-38420651_38400985-38419842",38400985,38419842,38414986,38419841,"target","Delta PSI < 0.05",0.0254,0.0259,0.1944,0.2443
"1151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chrX:48818109-48820106",NA,NA,NA,NA,NA,NA,"HDAC6","ENSG00000094631.21","ENSG00000094631.21:t:48819447-48820255",2,"3",0,"chrX","+","ENSG00000094631.21:t:48819447-48820255_48818109-48820106",48818109,48820106,NA,NA,"target","Delta PSI > 0.05",0.0028,0.0038,0.0587,0.1107
"1152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr10:97866951-97871066",NA,NA,NA,NA,NA,NA,"CRTAC1","ENSG00000095713.14","ENSG00000095713.14:t:97866866-97866951",3,"3",1,"chr10","-","ENSG00000095713.14:t:97866866-97866951_97866951-97871066",97866951,97871066,97866952,97878396,"target","Delta PSI < 0.05",0.0028,0.003,0.1828,0.1358
"1153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr22:26195698-26292406",NA,NA,NA,NA,NA,NA,"SEZ6L","ENSG00000100095.19","ENSG00000100095.19:t:26292251-26293146",2,"3",1,"chr22","+","ENSG00000100095.19:t:26292251-26293146_26195698-26292406",26195698,26292406,NA,NA,"target","Delta PSI > 0.05",0.0045,0.024,0.0551,0.2317
"1154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr20:34950154-34951724",NA,NA,NA,NA,NA,NA,"GSS","ENSG00000100983.12","ENSG00000100983.12:s:34951482-34951762",4,"4",0,"chr20","-","ENSG00000100983.12:s:34951482-34951762_34950154-34951724",34950154,34951724,NA,NA,"source","Delta PSI < 0.05",8e-04,0.0041,0.0797,0.1168
"1155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr20:34946098-34950051",NA,NA,NA,NA,NA,NA,"GSS","ENSG00000100983.12","ENSG00000100983.12:t:34945953-34946098",5,"5",1,"chr20","-","ENSG00000100983.12:t:34945953-34946098_34946098-34950051",34946098,34950051,NA,NA,"target","Delta PSI < 0.05",6e-04,6e-04,0.1128,0.1312
