gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,.id,color_gene_name
SIPA1L3,ENSG00000105738.11,ENSG00000105738.11:t:38029089-38029156,0.0191,0.0102,3,4,1,chr19,+,ENSG00000105738.11:t:38029089-38029156_38008195-38029089,38008195,38029089,,,chr19:38008195-38029089,target,nt_nmd,non-NMD rescued
PPP6R2,ENSG00000100239.16,ENSG00000100239.16:t:50419346-50419462,0.0419,0.0137,4,3,1,chr22,+,ENSG00000100239.16:t:50419346-50419462_50418989-50419349,50418989,50419349,,,chr22:50418989-50419349,target,nt_nmd,non-NMD rescued
NUP188,ENSG00000095319.14,ENSG00000095319.14:s:128952773-128952895,0.0012,2e-04,3,3,1,chr9,+,ENSG00000095319.14:s:128952773-128952895_128952846-128956141,128952846,128956141,128952896,128956140,chr9:128952846-128956141,source,nt_nmd,NMD rescued
NUP188,ENSG00000095319.14,ENSG00000095319.14:t:128956350-128956434,0.0012,2e-04,3,3,1,chr9,+,ENSG00000095319.14:t:128956350-128956434_128956174-128956350,128956174,128956350,128956175,128956349,chr9:128956174-128956350,target,nt_nmd,NMD rescued
XYLB,ENSG00000093217.11,ENSG00000093217.11:s:38379246-38379342,0.0313,0.0256,3,2,1,chr3,+,ENSG00000093217.11:s:38379246-38379342_38379338-38395505,38379338,38395505,38379343,38395504,chr3:38379338-38395505,source,nt_nmd,non-NMD rescued
PALM,ENSG00000099864.18,ENSG00000099864.18:s:734173-734194,0.0266,0.0123,2,3,1,chr19,+,ENSG00000099864.18:s:734173-734194_734194-746285,734194,746285,,,chr19:734194-746285,source,nt_nmd,non-NMD rescued
PALM,ENSG00000099864.18,ENSG00000099864.18:t:746285-748329,0.0271,0.0122,5,4,1,chr19,+,ENSG00000099864.18:t:746285-748329_734194-746285,734194,746285,740484,746284,chr19:734194-746285,target,nt_nmd,non-NMD rescued
RAI1,ENSG00000108557.20,ENSG00000108557.20:t:17792933-17795776,0.0106,0.0016,4,4,1,chr17,+,ENSG00000108557.20:t:17792933-17795776_17792300-17792933,17792300,17792933,17792301,17792932,chr17:17792300-17792933,target,nt_nmd,non-NMD rescued
NINL,ENSG00000101004.15,ENSG00000101004.15:t:25491351-25491525,0.0133,0.0064,3,3,1,chr20,-,ENSG00000101004.15:t:25491351-25491525_25491525-25492952,25491525,25492952,25491526,25496662,chr20:25491525-25492952,target,nt_nmd,non-NMD rescued
SMCHD1,ENSG00000101596.17,ENSG00000101596.17:t:2673281-2673363,0.0497,0.0214,3,3,1,chr18,+,ENSG00000101596.17:t:2673281-2673363_2673194-2673281,2673194,2673281,2673195,2673280,chr18:2673194-2673281,target,nt_nmd,non-NMD rescued
IFT52,ENSG00000101052.13,ENSG00000101052.13:s:43596435-43596522,0.0206,0.0137,4,4,1,chr20,+,ENSG00000101052.13:s:43596435-43596522_43596522-43604183,43596522,43604183,43596523,43603759,chr20:43596522-43604183,source,nt_nmd,non-NMD rescued
NUP93,ENSG00000102900.13,ENSG00000102900.13:t:56758538-56758655,0.0391,0.0133,4,3,1,chr16,+,ENSG00000102900.13:t:56758538-56758655_56748436-56758538,56748436,56758538,56748437,56758537,chr16:56748436-56758538,target,nt_nmd,NMD rescued
RAB5IF,ENSG00000101084.19,ENSG00000101084.19:s:36607715-36607818,0.0413,0.0093,4,4,1,chr20,+,ENSG00000101084.19:s:36607715-36607818_36607818-36607869,36607818,36607869,,,chr20:36607818-36607869,source,nt_nmd,non-NMD rescued
NCAPH,ENSG00000121152.10,ENSG00000121152.10:s:96359045-96359452,0.0498,0.0194,2,3,1,chr2,+,ENSG00000121152.10:s:96359045-96359452_96359193-96360588,96359193,96360588,,,chr2:96359193-96360588,source,nt_nmd,NMD rescued
ARHGEF7,ENSG00000102606.20,ENSG00000102606.20:t:111280538-111281109,0.0264,0.014,3,3,1,chr13,+,ENSG00000102606.20:t:111280538-111281109_111280440-111280538,111280440,111280538,,,chr13:111280440-111280538,target,nt_nmd,NMD rescued
EEF2K,ENSG00000103319.12,ENSG00000103319.12:s:22258494-22258827,0.0249,0.0155,4,2,1,chr16,+,ENSG00000103319.12:s:22258494-22258827_22258827-22260348,22258827,22260348,22258828,22260347,chr16:22258827-22260348,source,nt_nmd,NMD rescued
CORO7-PAM16,ENSG00000103426.12,ENSG00000103426.12:s:4387986-4388068,0.041,0.0155,2,3,1,chr16,-,ENSG00000103426.12:s:4387986-4388068_4367442-4387986,4367442,4387986,,,chr16:4367442-4387986,source,nt_nmd,NMD rescued
CORO7-PAM16,ENSG00000103426.12,ENSG00000103426.12:t:4365491-4365545,0.0062,0.0017,3,3,1,chr16,-,ENSG00000103426.12:t:4365491-4365545_4365545-4367298,4365545,4367298,,,chr16:4365545-4367298,target,nt_nmd,NMD rescued
CORO7-PAM16,ENSG00000103426.12,ENSG00000103426.12:t:4365491-4365545,0.0374,0.0134,3,3,1,chr16,-,ENSG00000103426.12:t:4365491-4365545_4365545-4367184,4365545,4367184,,,chr16:4365545-4367184,target,nt_nmd,NMD rescued
STMN2,ENSG00000104435.14,ENSG00000104435.14:s:79611117-79611214,0.038,0.0047,4,5,1,chr8,+,ENSG00000104435.14:s:79611117-79611214_79611214-79616822,79611214,79616822,,,chr8:79611214-79616822,source,nt_nmd,non-NMD rescued
PCSK1N,ENSG00000102109.9,ENSG00000102109.9:s:48835419-48835610,0.0349,0.0059,3,3,1,chrX,-,ENSG00000102109.9:s:48835419-48835610_48834590-48835419,48834590,48835419,,,chrX:48834590-48835419,source,nt_nmd,NMD rescued
PCSK1N,ENSG00000102109.9,ENSG00000102109.9:t:48831869-48832341,0.0364,0.0044,3,3,1,chrX,-,ENSG00000102109.9:t:48831869-48832341_48832341-48834422,48832341,48834422,,,chrX:48832341-48834422,target,nt_nmd,NMD rescued
NPRL3,ENSG00000103148.17,ENSG00000103148.17:s:124937-125073,6e-04,1e-04,6,5,1,chr16,-,ENSG00000103148.17:s:124937-125073_123851-124937,123851,124937,123922,124936,chr16:123851-124937,source,nt_nmd,NMD rescued
NPRL3,ENSG00000103148.17,ENSG00000103148.17:s:124937-125073,6e-04,1e-04,6,5,1,chr16,-,ENSG00000103148.17:s:124937-125073_123822-124937,123822,124937,123922,124936,chr16:123822-124937,source,nt_nmd,NMD rescued
NPRL3,ENSG00000103148.17,ENSG00000103148.17:t:119126-119255,3e-04,0,6,7,1,chr16,-,ENSG00000103148.17:t:119126-119255_119255-123704,119255,123704,,,chr16:119255-123704,target,nt_nmd,NMD rescued
PORCN,ENSG00000102312.24,ENSG00000102312.24:s:48511892-48511935,0.0381,0.0211,3,4,1,chrX,+,ENSG00000102312.24:s:48511892-48511935_48511935-48514127,48511935,48514127,,,chrX:48511935-48514127,source,nt_nmd,NMD rescued
PORCN,ENSG00000102312.24,ENSG00000102312.24:t:48514127-48514141,0.0464,0.0254,3,4,1,chrX,+,ENSG00000102312.24:t:48514127-48514141_48511935-48514127,48511935,48514127,,,chrX:48511935-48514127,target,nt_nmd,NMD rescued
ABCC1,ENSG00000103222.20,ENSG00000103222.20:t:16036472-16036603,0.0332,0.0096,3,3,1,chr16,+,ENSG00000103222.20:t:16036472-16036603_16033481-16036472,16033481,16036472,16033482,16036471,chr16:16033481-16036472,target,nt_nmd,NMD rescued
TTC33,ENSG00000113638.14,ENSG00000113638.14:s:40746798-40747019,0.0402,0.0257,8,8,1,chr5,-,ENSG00000113638.14:s:40746798-40747019_40741982-40746798,40741982,40746798,40741983,40746797,chr5:40741982-40746798,source,nt_nmd,NMD rescued
TTC33,ENSG00000113638.14,ENSG00000113638.14:t:40730262-40730343,0.041,0.0278,3,3,1,chr5,-,ENSG00000113638.14:t:40730262-40730343_40730343-40741864,40730343,40741864,40730344,40741863,chr5:40730343-40741864,target,nt_nmd,NMD rescued
NUMBL,ENSG00000105245.9,ENSG00000105245.9:t:40686911-40686995,0.0424,0.0159,7,7,1,chr19,-,ENSG00000105245.9:t:40686911-40686995_40686995-40692951,40686995,40692951,40686996,40689562,chr19:40686995-40692951,target,nt_nmd,non-NMD rescued
GON4L,ENSG00000116580.20,ENSG00000116580.20:s:155785334-155785374,0.0267,0.0128,3,3,1,chr1,-,ENSG00000116580.20:s:155785334-155785374_155777820-155785334,155777820,155785334,155784390,155785333,chr1:155777820-155785334,source,nt_nmd,non-NMD rescued
GON4L,ENSG00000116580.20,ENSG00000116580.20:t:155777622-155777820,0.0446,0.0175,3,3,1,chr1,-,ENSG00000116580.20:t:155777622-155777820_155777820-155785334,155777820,155785334,155777821,155783985,chr1:155777820-155785334,target,nt_nmd,NMD rescued
GPCPD1,ENSG00000125772.14,ENSG00000125772.14:s:5604364-5604440,0.0258,0.0231,3,3,1,chr20,-,ENSG00000125772.14:s:5604364-5604440_5599463-5604364,5599463,5604364,5598822,5604363,chr20:5599463-5604364,source,nt_nmd,NMD rescued
WASL,ENSG00000106299.8,ENSG00000106299.8:s:123692347-123692867,0.0015,6e-04,3,3,1,chr7,-,ENSG00000106299.8:s:123692347-123692867_123684580-123692347,123684580,123692347,123689151,123692346,chr7:123684580-123692347,source,nt_nmd,non-NMD rescued
WASL,ENSG00000106299.8,ENSG00000106299.8:t:123681943-123684580,0.0018,8e-04,3,3,1,chr7,-,ENSG00000106299.8:t:123681943-123684580_123684580-123692347,123684580,123692347,123684581,123689041,chr7:123684580-123692347,target,nt_nmd,non-NMD rescued
IQCE,ENSG00000106012.18,ENSG00000106012.18:s:2558972-2559217,3e-04,0,4,5,1,chr7,+,ENSG00000106012.18:s:2558972-2559217_2559217-2564878,2559217,2564878,,,chr7:2559217-2564878,source,nt_nmd,non-NMD rescued
IQCE,ENSG00000106012.18,ENSG00000106012.18:s:2564878-2565071,0.0109,0.0128,2,2,1,chr7,+,ENSG00000106012.18:s:2564878-2565071_2565071-2567116,2565071,2567116,2565072,2566558,chr7:2565071-2567116,source,nt_nmd,non-NMD rescued
IQCE,ENSG00000106012.18,ENSG00000106012.18:t:2564878-2565071,0.0109,0.0128,2,2,1,chr7,+,ENSG00000106012.18:t:2564878-2565071_2559217-2564878,2559217,2564878,2559521,2564877,chr7:2559217-2564878,target,nt_nmd,non-NMD rescued
IQCE,ENSG00000106012.18,ENSG00000106012.18:t:2567116-2567163,4e-04,0,4,5,1,chr7,+,ENSG00000106012.18:t:2567116-2567163_2565071-2567116,2565071,2567116,,,chr7:2565071-2567116,target,nt_nmd,non-NMD rescued
YKT6,ENSG00000106636.9,ENSG00000106636.9:t:44208795-44210931,0.0099,0.0055,5,2,1,chr7,+,ENSG00000106636.9:t:44208795-44210931_44208198-44210090,44208198,44210090,44208581,44208794,chr7:44208198-44210090,target,nt_nmd,NMD rescued
YKT6,ENSG00000106636.9,ENSG00000106636.9:t:44208795-44210931,0.0404,0.0174,5,2,1,chr7,+,ENSG00000106636.9:t:44208795-44210931_44208198-44210866,44208198,44210866,44208581,44208794,chr7:44208198-44210866,target,nt_nmd,non-NMD rescued
NSMCE4A,ENSG00000107672.15,ENSG00000107672.15:s:121974004-121974285,0.0467,0.0212,3,3,1,chr10,-,ENSG00000107672.15:s:121974004-121974285_121973599-121974004,121973599,121974004,121973600,121974003,chr10:121973599-121974004,source,nt_nmd,NMD rescued
ATP1A3,ENSG00000105409.19,ENSG00000105409.19:s:41981502-41981636,0.0201,0.0095,2,3,1,chr19,-,ENSG00000105409.19:s:41981502-41981636_41978326-41981502,41978326,41981502,,,chr19:41978326-41981502,source,nt_nmd,NMD rescued
ATP1A3,ENSG00000105409.19,ENSG00000105409.19:t:41978151-41978326,0.0216,0.0102,2,3,1,chr19,-,ENSG00000105409.19:t:41978151-41978326_41978326-41981502,41978326,41981502,,,chr19:41978326-41981502,target,nt_nmd,non-NMD rescued
PLEKHA4,ENSG00000105559.12,ENSG00000105559.12:t:48841149-48841310,0.0227,0.018,3,3,1,chr19,-,ENSG00000105559.12:t:48841149-48841310_48841310-48844503,48841310,48844503,48841311,48845140,chr19:48841310-48844503,target,nt_nmd,NMD rescued
SNX8,ENSG00000106266.11,ENSG00000106266.11:s:2314328-2314441,0.0145,0.0075,3,3,1,chr7,-,ENSG00000106266.11:s:2314328-2314441_2280470-2314328,2280470,2314328,2309947,2314327,chr7:2280470-2314328,source,nt_nmd,non-NMD rescued
SNX8,ENSG00000106266.11,ENSG00000106266.11:t:2278100-2278305,0.0212,0.0132,8,9,1,chr7,-,ENSG00000106266.11:t:2278100-2278305_2278305-2280354,2278305,2280354,,,chr7:2278305-2280354,target,nt_nmd,non-NMD rescued
PKN1,ENSG00000123143.13,ENSG00000123143.13:s:14446409-14446561,0.012,5e-04,4,4,1,chr19,+,ENSG00000123143.13:s:14446409-14446561_14446561-14450088,14446561,14450088,14446562,14450087,chr19:14446561-14450088,source,nt_nmd,NMD rescued
PKN1,ENSG00000123143.13,ENSG00000123143.13:t:14450318-14450463,0.0071,2e-04,4,3,1,chr19,+,ENSG00000123143.13:t:14450318-14450463_14450214-14450318,14450214,14450318,14450215,14450317,chr19:14450214-14450318,target,nt_nmd,NMD rescued
GRIK5,ENSG00000105737.10,ENSG00000105737.10:t:42022241-42022357,0.0492,0.0133,4,4,1,chr19,-,ENSG00000105737.10:t:42022241-42022357_42022354-42022517,42022354,42022517,,,chr19:42022354-42022517,target,nt_nmd,non-NMD rescued
FUBP3,ENSG00000107164.17,ENSG00000107164.17:s:130617797-130617895,0.0064,0.0021,3,3,1,chr9,+,ENSG00000107164.17:s:130617797-130617895_130617895-130619327,130617895,130619327,130617896,130619326,chr9:130617895-130619327,source,nt_nmd,NMD rescued
MINPP1,ENSG00000107789.16,ENSG00000107789.16:t:87521036-87521169,0.0024,0.0017,3,3,1,chr10,+,ENSG00000107789.16:t:87521036-87521169_87514878-87521036,87514878,87521036,87514879,87521035,chr10:87514878-87521036,target,nt_nmd,NMD rescued
PTGES3L-AARSD1,ENSG00000108825.18,ENSG00000108825.18:s:42953724-42953778,0.0488,0.0198,3,3,1,chr17,-,ENSG00000108825.18:s:42953724-42953778_42952668-42953724,42952668,42953724,42952669,42953723,chr17:42952668-42953724,source,nt_nmd,NMD rescued
DNAJB6,ENSG00000105993.15,ENSG00000105993.15:s:157367373-157367483,0.0117,9e-04,9,7,1,chr7,+,ENSG00000105993.15:s:157367373-157367483_157367483-157381836,157367483,157381836,157367484,157368607,chr7:157367483-157381836,source,nt_nmd,NMD rescued
MGAT1,ENSG00000131446.17,ENSG00000131446.17:t:180808836-180809076,3e-04,0,11,6,1,chr5,-,ENSG00000131446.17:t:180808836-180809076_180809076-180809795,180809076,180809795,,,chr5:180809076-180809795,target,nt_nmd,non-NMD rescued
ELF2,ENSG00000109381.21,ENSG00000109381.21:t:139061865-139062057,0.0446,0.0231,4,4,1,chr4,-,ENSG00000109381.21:t:139061865-139062057_139062057-139064580,139062057,139064580,139062058,139066009,chr4:139062057-139064580,target,nt_nmd,non-NMD rescued
CEP72,ENSG00000112877.8,ENSG00000112877.8:t:652988-653553,7e-04,2e-04,5,5,1,chr5,+,ENSG00000112877.8:t:652988-653553_648223-652988,648223,652988,648224,652987,chr5:648223-652988,target,nt_nmd,NMD rescued
CEP72,ENSG00000112877.8,ENSG00000112877.8:t:652988-653553,0.0445,0.0205,5,5,1,chr5,+,ENSG00000112877.8:t:652988-653553_651802-652988,651802,652988,648224,652987,chr5:651802-652988,target,nt_nmd,NMD rescued
MADD,ENSG00000110514.19,ENSG00000110514.19:s:47324471-47325035,2e-04,0,7,5,1,chr11,+,ENSG00000110514.19:s:47324471-47325035_47325032-47326544,47325032,47326544,,,chr11:47325032-47326544,source,nt_nmd,non-NMD rescued
MADD,ENSG00000110514.19,ENSG00000110514.19:s:47324471-47325035,0.0014,0,7,5,1,chr11,+,ENSG00000110514.19:s:47324471-47325035_47325032-47326738,47325032,47326738,,,chr11:47325032-47326738,source,nt_nmd,NMD rescued
MADD,ENSG00000110514.19,ENSG00000110514.19:t:47326544-47326552,0.001,1e-04,3,2,1,chr11,+,ENSG00000110514.19:t:47326544-47326552_47325032-47326544,47325032,47326544,47325301,47326543,chr11:47325032-47326544,target,nt_nmd,NMD rescued
MADD,ENSG00000110514.19,ENSG00000110514.19:t:47326738-47327186,0.0024,1e-04,3,3,1,chr11,+,ENSG00000110514.19:t:47326738-47327186_47325032-47326738,47325032,47326738,,,chr11:47325032-47326738,target,nt_nmd,NMD rescued
CPD,ENSG00000108582.12,ENSG00000108582.12:s:30449553-30449748,0.0354,0.022,3,4,1,chr17,+,ENSG00000108582.12:s:30449553-30449748_30449748-30450082,30449748,30450082,,,chr17:30449748-30450082,source,nt_nmd,NMD rescued
CCDC47,ENSG00000108588.15,ENSG00000108588.15:s:63756240-63756350,0.0407,0.0203,3,3,1,chr17,-,ENSG00000108588.15:s:63756240-63756350_63752799-63756240,63752799,63756240,63754519,63756239,chr17:63752799-63756240,source,nt_nmd,NMD rescued
CCDC47,ENSG00000108588.15,ENSG00000108588.15:t:63752741-63753067,0.0405,0.0212,4,3,1,chr17,-,ENSG00000108588.15:t:63752741-63753067_63752799-63756240,63752799,63756240,63753068,63754432,chr17:63752799-63756240,target,nt_nmd,NMD rescued
GNL2,ENSG00000134697.13,ENSG00000134697.13:s:37590699-37590845,0.0148,0.0132,3,2,1,chr1,-,ENSG00000134697.13:s:37590699-37590845_37587495-37590699,37587495,37590699,37587496,37590698,chr1:37587495-37590699,source,nt_nmd,NMD rescued
BVES,ENSG00000112276.14,ENSG00000112276.14:t:105125391-105125578,0.0276,0.0138,3,3,1,chr6,-,ENSG00000112276.14:t:105125391-105125578_105125578-105126307,105125578,105126307,105125579,105126306,chr6:105125578-105126307,target,nt_nmd,non-NMD rescued
UNC13A,ENSG00000130477.16,ENSG00000130477.16:s:17642845-17642960,0.0015,0,5,3,1,chr19,-,ENSG00000130477.16:s:17642845-17642960_17642591-17642845,17642591,17642845,17642592,17642844,chr19:17642591-17642845,source,nt_nmd,non-NMD rescued
UNC13A,ENSG00000130477.16,ENSG00000130477.16:s:17642845-17642960,2e-04,0,5,3,1,chr19,-,ENSG00000130477.16:s:17642845-17642960_17642541-17642845,17642541,17642845,17642592,17642844,chr19:17642541-17642845,source,nt_nmd,NMD rescued
UNC13A,ENSG00000130477.16,ENSG00000130477.16:t:17641393-17641556,4e-04,0,3,3,1,chr19,-,ENSG00000130477.16:t:17641393-17641556_17641556-17642414,17641556,17642414,17641557,17642413,chr19:17641556-17642414,target,nt_nmd,NMD rescued
RFX1,ENSG00000132005.9,ENSG00000132005.9:s:14006103-14006322,0.0186,0.0136,5,5,1,chr19,-,ENSG00000132005.9:s:14006103-14006322_13996027-14006103,13996027,14006103,13998318,14006102,chr19:13996027-14006103,source,nt_nmd,NMD rescued
TGFBRAP1,ENSG00000135966.13,ENSG00000135966.13:s:105307480-105308321,0.0122,0.0075,4,2,1,chr2,-,ENSG00000135966.13:s:105307480-105308321_105298705-105307483,105298705,105307483,105298706,105307479,chr2:105298705-105307483,source,nt_nmd,NMD rescued
TFDP2,ENSG00000114126.18,ENSG00000114126.18:s:142149114-142149544,0.0406,0.0258,4,4,1,chr3,-,ENSG00000114126.18:s:142149114-142149544_142101841-142149114,142101841,142149114,,,chr3:142101841-142149114,source,nt_nmd,non-NMD rescued
TFDP2,ENSG00000114126.18,ENSG00000114126.18:t:142101735-142101841,0.0422,0.0264,3,3,1,chr3,-,ENSG00000114126.18:t:142101735-142101841_142101841-142149114,142101841,142149114,,,chr3:142101841-142149114,target,nt_nmd,non-NMD rescued
PRDM2,ENSG00000116731.23,ENSG00000116731.23:s:13731000-13731117,0.0498,0.0334,3,4,1,chr1,+,ENSG00000116731.23:s:13731000-13731117_13731117-13731567,13731117,13731567,,,chr1:13731117-13731567,source,nt_nmd,non-NMD rescued
PRDM2,ENSG00000116731.23,ENSG00000116731.23:t:13732779-13732882,0.0246,0.0215,2,3,1,chr1,+,ENSG00000116731.23:t:13732779-13732882_13731616-13732779,13731616,13732779,,,chr1:13731616-13732779,target,nt_nmd,non-NMD rescued
WIPF1,ENSG00000115935.19,ENSG00000115935.19:s:174585523-174585611,0.013,0.0126,2,3,1,chr2,-,ENSG00000115935.19:s:174585523-174585611_174575380-174585523,174575380,174585523,,,chr2:174575380-174585523,source,nt_nmd,non-NMD rescued
PTCD3,ENSG00000132300.19,ENSG00000132300.19:s:86127161-86127661,0.0183,0.0198,2,2,1,chr2,+,ENSG00000132300.19:s:86127161-86127661_86127304-86127930,86127304,86127930,,,chr2:86127304-86127930,source,nt_nmd,NMD rescued
VPS4A,ENSG00000132612.16,ENSG00000132612.16:t:69316008-69316119,0.0349,0.0117,4,4,1,chr16,+,ENSG00000132612.16:t:69316008-69316119_69314938-69316008,69314938,69316008,69315670,69316007,chr16:69314938-69316008,target,nt_nmd,NMD rescued
RNGTT,ENSG00000111880.16,ENSG00000111880.16:s:88906022-88906440,0.0383,0.0202,3,2,1,chr6,-,ENSG00000111880.16:s:88906022-88906440_88904955-88906022,88904955,88906022,88904956,88906021,chr6:88904955-88906022,source,nt_nmd,non-NMD rescued
ERI3,ENSG00000117419.16,ENSG00000117419.16:s:44241915-44242080,0.0078,0.0061,3,3,1,chr1,-,ENSG00000117419.16:s:44241915-44242080_44226003-44241915,44226003,44241915,44232389,44241914,chr1:44226003-44241915,source,nt_nmd,NMD rescued
ERI3,ENSG00000117419.16,ENSG00000117419.16:t:44221070-44221640,0.003,0,7,7,1,chr1,-,ENSG00000117419.16:t:44221070-44221640_44221640-44225766,44221640,44225766,44221641,44225765,chr1:44221640-44225766,target,nt_nmd,NMD rescued
GPX7,ENSG00000116157.6,ENSG00000116157.6:t:52606684-52607408,0.0153,0.0088,5,5,1,chr1,+,ENSG00000116157.6:t:52606684-52607408_52606260-52606684,52606260,52606684,52606261,52606683,chr1:52606260-52606684,target,nt_nmd,NMD rescued
SLC8A2,ENSG00000118160.14,ENSG00000118160.14:s:47447809-47448231,0.0276,0.0174,2,3,1,chr19,-,ENSG00000118160.14:s:47447809-47448231_47432445-47447809,47432445,47447809,,,chr19:47432445-47447809,source,nt_nmd,NMD rescued
RNFT2,ENSG00000135119.15,ENSG00000135119.15:s:116779195-116779348,3e-04,0,5,5,1,chr12,+,ENSG00000135119.15:s:116779195-116779348_116779348-116788636,116779348,116788636,,,chr12:116779348-116788636,source,nt_nmd,non-NMD rescued
PRKD3,ENSG00000115825.11,ENSG00000115825.11:t:37290868-37290999,0.0275,0.0162,3,3,1,chr2,-,ENSG00000115825.11:t:37290868-37290999_37290999-37292922,37290999,37292922,37291000,37292921,chr2:37290999-37292922,target,nt_nmd,non-NMD rescued
AKT3,ENSG00000117020.19,ENSG00000117020.19:s:243545510-243545648,0.0027,0.0012,2,3,1,chr1,-,ENSG00000117020.19:s:243545510-243545648_243523467-243545510,243523467,243545510,,,chr1:243523467-243545510,source,nt_nmd,NMD rescued
AKT3,ENSG00000117020.19,ENSG00000117020.19:t:243512324-243512426,0.0027,0.0012,2,3,1,chr1,-,ENSG00000117020.19:t:243512324-243512426_243512426-243523309,243512426,243523309,,,chr1:243512426-243523309,target,nt_nmd,NMD rescued
B4GALT2,ENSG00000117411.18,ENSG00000117411.18:s:43979179-43979616,9e-04,0,7,4,1,chr1,+,ENSG00000117411.18:s:43979179-43979616_43979511-43980130,43979511,43980130,,,chr1:43979511-43980130,source,nt_nmd,NMD rescued
RCOR3,ENSG00000117625.14,ENSG00000117625.14:t:211312720-211313298,0.0163,0.0158,3,4,1,chr1,+,ENSG00000117625.14:t:211312720-211313298_211295753-211312720,211295753,211312720,,,chr1:211295753-211312720,target,nt_nmd,non-NMD rescued
NSUN4,ENSG00000117481.11,ENSG00000117481.11:t:46360704-46360828,0.0488,0.0188,3,3,1,chr1,+,ENSG00000117481.11:t:46360704-46360828_46357659-46360704,46357659,46360704,46353029,46360703,chr1:46357659-46360704,target,nt_nmd,non-NMD rescued
ALDH6A1,ENSG00000119711.13,ENSG00000119711.13:t:74071878-74071974,0.0032,0.003,3,3,1,chr14,-,ENSG00000119711.13:t:74071878-74071974_74071974-74072406,74071974,74072406,,,chr14:74071974-74072406,target,nt_nmd,NMD rescued
ADCY7,ENSG00000121281.13,ENSG00000121281.13:s:50246137-50246203,0.0031,0.0028,3,4,1,chr16,+,ENSG00000121281.13:s:50246137-50246203_50246203-50246881,50246203,50246881,,,chr16:50246203-50246881,source,nt_nmd,non-NMD rescued
DSCC1,ENSG00000136982.6,ENSG00000136982.6:s:119852758-119853215,0.048,0.033,3,3,1,chr8,-,ENSG00000136982.6:s:119852758-119853215_119852750-119853047,119852750,119853047,119850517,119852757,chr8:119852750-119853047,source,nt_nmd,NMD rescued
ARHGEF39,ENSG00000137135.18,ENSG00000137135.18:s:35662179-35662267,0.0335,0.0156,2,2,1,chr9,-,ENSG00000137135.18:s:35662179-35662267_35661999-35662179,35661999,35662179,,,chr9:35661999-35662179,source,nt_nmd,non-NMD rescued
RTF1,ENSG00000137815.15,ENSG00000137815.15:s:41438321-41438431,0.013,0.0077,4,4,1,chr15,+,ENSG00000137815.15:s:41438321-41438431_41438431-41440212,41438431,41440212,,,chr15:41438431-41440212,source,nt_nmd,non-NMD rescued
TTYH2,ENSG00000141540.11,ENSG00000141540.11:t:74249324-74249399,0.0164,0.0093,2,3,1,chr17,+,ENSG00000141540.11:t:74249324-74249399_74243469-74249344,74243469,74249344,,,chr17:74243469-74249344,target,nt_nmd,non-NMD rescued
ADGRL2,ENSG00000117114.21,ENSG00000117114.21:s:81800934-81801068,0.0102,0.0069,4,4,1,chr1,+,ENSG00000117114.21:s:81800934-81801068_81801068-81801890,81801068,81801890,81801069,81801889,chr1:81801068-81801890,source,nt_nmd,NMD rescued
ECE1,ENSG00000117298.16,ENSG00000117298.16:s:21260109-21260392,2e-04,0,3,2,1,chr1,-,ENSG00000117298.16:s:21260109-21260392_21258839-21260109,21258839,21260109,21258840,21260108,chr1:21258839-21260109,source,nt_nmd,non-NMD rescued
PHF19,ENSG00000119403.15,ENSG00000119403.15:s:120877091-120877188,0.0163,0.0078,2,3,1,chr9,-,ENSG00000119403.15:s:120877091-120877188_120876002-120877091,120876002,120877091,,,chr9:120876002-120877091,source,nt_nmd,NMD rescued
FOXO3,ENSG00000118689.15,ENSG00000118689.15:s:108560917-108561829,0.0452,0.0255,2,3,1,chr6,+,ENSG00000118689.15:s:108560917-108561829_108561829-108639493,108561829,108639493,,,chr6:108561829-108639493,source,nt_nmd,NMD rescued
DNMT3A,ENSG00000119772.19,ENSG00000119772.19:s:25239130-25239215,1e-04,0,5,4,1,chr2,-,ENSG00000119772.19:s:25239130-25239215_25237276-25239130,25237276,25239130,25237277,25239129,chr2:25237276-25239130,source,nt_nmd,NMD rescued
DNMT3A,ENSG00000119772.19,ENSG00000119772.19:s:25281452-25282711,0.037,0.0102,4,4,1,chr2,-,ENSG00000119772.19:s:25281452-25282711_25280248-25282441,25280248,25282441,25280249,25281451,chr2:25280248-25282441,source,nt_nmd,non-NMD rescued
DNMT3A,ENSG00000119772.19,ENSG00000119772.19:t:25236930-25237005,1e-04,0,5,3,1,chr2,-,ENSG00000119772.19:t:25236930-25237005_25237005-25237139,25237005,25237139,25237006,25237134,chr2:25237005-25237139,target,nt_nmd,NMD rescued
CCDC77,ENSG00000120647.10,ENSG00000120647.10:s:418494-418881,0.0189,0.0127,3,2,1,chr12,+,ENSG00000120647.10:s:418494-418881_418636-428761,418636,428761,418882,428760,chr12:418636-428761,source,nt_nmd,non-NMD rescued
