paste_into_igv_junction,not_path,path,gene,type,strand,n_invitro_observed,fraction_not_path,fraction_path
chr5:14709036-14712722,34,73,ANKH,none,+,1,0.0452127659574468,0.078494623655914
chr5:147447495-147453549,153,437,DPYSL3,novel_acceptor,-,1,0.203457446808511,0.46989247311828
chr5:148406394-148407619,85,281,FBXO38,novel_acceptor,+,1,0.113031914893617,0.302150537634409
chr5:148410765-148411080,187,594,FBXO38,novel_acceptor,+,1,0.248670212765957,0.638709677419355
chr5:148411238-148414136,162,560,FBXO38,novel_donor,+,1,0.215425531914894,0.602150537634409
chr5:149332873-149340007,6,12,AFAP1L1,annotated,+,1,0.00797872340425532,0.0129032258064516
chr5:150000316-150000474,130,370,TIGD6,annotated,-,2,0.172872340425532,0.397849462365591
chr5:150018697-150021809,56,136,HMGXB3,novel_acceptor,+,1,0.074468085106383,0.146236559139785
chr5:150027117-150029841,0,13,HMGXB3,novel_acceptor,+,2,0,0.0139784946236559
chr5:150029887-150030741,1,7,HMGXB3,novel_donor,+,1,0.00132978723404255,0.00752688172043011
chr5:150032603-150037400,8,15,HMGXB3,novel_exon_skip,+,1,0.0106382978723404,0.0161290322580645
chr5:150383172-150387943,43,60,TCOF1,novel_combo,+,2,0.0571808510638298,0.0645161290322581
chr5:150486023-150527804,59,151,NDST1,novel_donor,+,1,0.0784574468085106,0.162365591397849
chr5:150624907-150647944,280,930,SYNPO,novel_donor,+,1,0.372340425531915,1
chr5:150694809-150695506,0,2,RBM22,novel_acceptor,-,1,0,0.0021505376344086
chr5:151449689-151458788,5,21,SLC36A1,novel_donor,+,1,0.00664893617021277,0.0225806451612903
chr5:151786715-151787765,7,40,G3BP1,annotated,+,5,0.00930851063829787,0.0430107526881721
chr5:151787794-151790323,5,42,G3BP1,annotated,+,5,0.00664893617021277,0.0451612903225806
chr5:153770415-153802356,13,41,GRIA1,novel_exon_skip,+,1,0.0172872340425532,0.0440860215053763
chr5:154002969-154026399,235,781,FAM114A2,novel_exon_skip,-,2,0.3125,0.839784946236559
chr5:154034967-154036722,20,65,FAM114A2,annotated,-,1,0.0265957446808511,0.0698924731182796
chr5:154034967-154037368,0,0,FAM114A2,novel_donor,-,3,0,0
chr5:154034967-154037438,0,2,FAM114A2,novel_donor,-,8,0,0.0021505376344086
chr5:154034967-154038388,17,45,FAM114A2,annotated,-,2,0.0226063829787234,0.0483870967741936
chr5:154037455-154038293,2,3,FAM114A2,novel_acceptor,-,7,0.00265957446808511,0.0032258064516129
chr5:154037455-154038388,0,1,FAM114A2,novel_acceptor,-,4,0,0.0010752688172043
chr5:154037455-154038857,0,0,FAM114A2,novel_acceptor,-,1,0,0
chr5:154191025-154218029,6,19,GALNT10,annotated,+,1,0.00797872340425532,0.0204301075268817
chr5:154793723-154794100,208,608,LARP1,annotated,+,1,0.276595744680851,0.653763440860215
chr5:154818981-154823199,4,10,FAXDC2,none,+,1,0.00531914893617021,0.010752688172043
chr5:154823458-154823978,5,10,FAXDC2,none,+,1,0.00664893617021277,0.010752688172043
chr5:154858768-154859695,2,6,CNOT8,annotated,+,1,0.00265957446808511,0.00645161290322581
chr5:154858768-154865192,224,729,CNOT8,annotated,+,4,0.297872340425532,0.783870967741935
chr5:15575240-15615983,17,32,FBXL7,novel_donor,+,1,0.0226063829787234,0.0344086021505376
chr5:157330227-157330742,0,1,CYFIP2,novel_donor,+,2,0,0.0010752688172043
chr5:157360372-157361269,0,10,CYFIP2,novel_acceptor,+,2,0,0.010752688172043
chr5:157361336-157361468,0,24,CYFIP2,novel_donor,+,1,0,0.0258064516129032
chr5:1576309-1584984,59,164,SDHAP3,novel_exon_skip,-,1,0.0784574468085106,0.176344086021505
chr5:159100838-159111859,0,0,LINC02202,annotated,+,1,0,0
chr5:159100838-159111876,2,3,LINC02202,annotated,+,5,0.00265957446808511,0.0032258064516129
chr5:159110981-159111859,0,0,LINC02202,novel_donor,+,1,0,0
chr5:160089610-160093101,246,837,PWWP2A,annotated,-,1,0.327127659574468,0.9
chr5:160105676-160108545,8,54,PWWP2A,novel_acceptor,-,4,0.0106382978723404,0.0580645161290323
chr5:160115970-160116689,1,1,PWWP2A,none,-,1,0.00132978723404255,0.0010752688172043
chr5:160253798-160254129,11,28,CCNJL,annotated,-,2,0.0146276595744681,0.0301075268817204
chr5:160259771-160276269,7,15,CCNJL,annotated,-,2,0.00930851063829787,0.0161290322580645
chr5:160280948-160311858,2,4,CCNJL,annotated,-,1,0.00265957446808511,0.0043010752688172
chr5:16179627-16180426,0,0,MARCHF11,none,-,1,0,0
chr5:1630566-1632644,34,134,RP11-43F13.1,annotated,-,2,0.0452127659574468,0.144086021505376
chr5:163469829-163473179,0,5,HMMR,novel_exon_skip,+,1,0,0.00537634408602151
chr5:163471271-163473179,2,2,HMMR,novel_exon_skip,+,1,0.00265957446808511,0.0021505376344086
chr5:167728855-167729629,4,17,TENM2,none,+,1,0.00531914893617021,0.0182795698924731
chr5:168409995-168411629,173,540,WWC1,annotated,+,1,0.230053191489362,0.580645161290323
chr5:169583889-169587261,2,2,SPDL1,annotated,+,1,0.00265957446808511,0.0021505376344086
chr5:170504633-170669499,9,47,KCNIP1,annotated,+,5,0.011968085106383,0.0505376344086022
chr5:170669660-170718758,9,59,KCNIP1,annotated,+,5,0.011968085106383,0.0634408602150538
chr5:171028989-171161407,1,5,RANBP17,annotated,+,1,0.00132978723404255,0.00537634408602151
chr5:171242820-171293883,36,56,RANBP17,novel_exon_skip,+,1,0.0478723404255319,0.0602150537634409
chr5:171265847-171271151,1,4,RANBP17,annotated,+,8,0.00132978723404255,0.0043010752688172
chr5:171914405-171957597,278,914,FBXW11,annotated,-,2,0.36968085106383,0.982795698924731
chr5:172325380-172346136,24,72,SH3PXD2B,annotated,-,1,0.0319148936170213,0.0774193548387097
chr5:172333769-172346136,3,4,SH3PXD2B,annotated,-,1,0.00398936170212766,0.0043010752688172
chr5:172354005-172356592,51,109,SH3PXD2B,novel_donor,-,1,0.0678191489361702,0.117204301075269
chr5:174098-179551,1,4,PLEKHG4B,annotated,+,1,0.00132978723404255,0.0043010752688172
chr5:174725067-174729159,41,158,MSX2,annotated,+,3,0.0545212765957447,0.16989247311828
chr5:175967267-175967946,68,161,THOC3,novel_donor,-,1,0.0904255319148936,0.173118279569892
chr5:176238637-176270391,5,23,SIMC1,annotated,+,1,0.00664893617021277,0.0247311827956989
chr5:176368982-176372222,57,151,ARL10,novel_acceptor,+,1,0.0757978723404255,0.162365591397849
chr5:176385327-176385930,18,42,NOP16,novel_donor,-,1,0.023936170212766,0.0451612903225806
chr5:176386019-176386840,20,63,NOP16,annotated,-,1,0.0265957446808511,0.067741935483871
chr5:176591757-176591788,18,96,CDHR2,none,*,1,0.023936170212766,0.103225806451613
chr5:176591803-176591857,0,0,CDHR2,none,+,2,0,0
chr5:176591803-176591910,0,0,CDHR2,none,+,3,0,0
chr5:176591803-176592188,1,2,CDHR2,none,+,1,0.00132978723404255,0.0021505376344086
chr5:176591803-176592419,0,3,CDHR2,none,+,1,0,0.0032258064516129
chr5:176591818-176591857,1,1,CDHR2,none,+,1,0.00132978723404255,0.0010752688172043
chr5:176591909-176591990,0,0,CDHR2,none,+,1,0,0
chr5:176591909-176592479,0,0,CDHR2,none,+,1,0,0
chr5:176592187-176592333,0,0,CDHR2,none,+,1,0,0
chr5:176592418-176592479,0,0,CDHR2,none,+,3,0,0
chr5:176592418-176592544,0,2,CDHR2,none,+,1,0,0.0021505376344086
chr5:176592478-176592544,0,0,CDHR2,none,+,4,0,0
chr5:176629863-176630280,138,446,SNCB,novel_acceptor,-,1,0.183510638297872,0.479569892473118
chr5:176629965-176630280,150,560,SNCB,annotated,-,3,0.199468085106383,0.602150537634409
chr5:176877279-176877546,114,269,UNC5A,novel_acceptor,+,1,0.151595744680851,0.289247311827957
chr5:176877279-176877894,3,5,UNC5A,novel_exon_skip,+,1,0.00398936170212766,0.00537634408602151
chr5:176975480-176980121,30,58,UIMC1,annotated,-,1,0.0398936170212766,0.0623655913978495
chr5:176980390-176982469,23,62,UIMC1,novel_acceptor,-,2,0.0305851063829787,0.0666666666666667
chr5:177041870-177050703,5,12,ZNF346,novel_exon_skip,+,1,0.00664893617021277,0.0129032258064516
chr5:177041870-177050751,15,17,ZNF346,annotated,+,1,0.0199468085106383,0.0182795698924731
chr5:177064700-177079386,91,270,ZNF346,none,+,2,0.121010638297872,0.290322580645161
chr5:177089693-177089858,0,2,FGFR4,annotated,+,2,0,0.0021505376344086
chr5:177092784-177093332,1,0,FGFR4,annotated,+,1,0.00132978723404255,0
chr5:177133634-177135087,106,347,NSD1,annotated,+,1,0.140957446808511,0.373118279569892
chr5:177136030-177136873,95,345,NSD1,annotated,+,2,0.126329787234043,0.370967741935484
chr5:177235945-177239756,272,908,NSD1,annotated,+,1,0.361702127659575,0.976344086021505
chr5:177248079-177248181,170,524,NSD1,novel_donor,+,1,0.226063829787234,0.563440860215054
chr5:177302644-177303009,21,48,RAB24,annotated,-,1,0.0279255319148936,0.0516129032258065
chr5:177404090-177404810,6,15,F12,novel_exon_skip,-,1,0.00797872340425532,0.0161290322580645
chr5:177433669-177433914,169,480,GRK6,novel_donor,+,1,0.224734042553192,0.516129032258065
chr5:177489627-177490870,20,82,PDLIM7,annotated,-,1,0.0265957446808511,0.0881720430107527
chr5:177491146-177491404,264,878,PDLIM7,annotated,-,1,0.351063829787234,0.944086021505376
chr5:177505110-177509475,14,76,DOK3,annotated,-,1,0.0186170212765957,0.0817204301075269
chr5:177515361-177515685,6,46,DDX41,annotated,-,1,0.00797872340425532,0.0494623655913979
chr5:177515361-177515929,4,12,DDX41,annotated,-,1,0.00531914893617021,0.0129032258064516
chr5:177539042-177547168,27,54,FAM193B,novel_combo,-,1,0.0359042553191489,0.0580645161290323
chr5:177553350-177553497,84,233,FAM193B,annotated,-,1,0.111702127659574,0.250537634408602
chr5:177553350-177554249,134,405,FAM193B,novel_exon_skip,-,1,0.178191489361702,0.435483870967742
chr5:178131054-178138108,248,768,RMND5B,annotated,+,1,0.329787234042553,0.825806451612903
chr5:178214885-178222852,8,13,PHYKPL,novel_exon_skip,-,1,0.0106382978723404,0.0139784946236559
chr5:178214885-178232492,10,20,PHYKPL,novel_exon_skip,-,1,0.0132978723404255,0.021505376344086
chr5:178215674-178222355,10,33,PHYKPL,novel_acceptor,-,4,0.0132978723404255,0.0354838709677419
chr5:178226698-178229940,1,5,PHYKPL,annotated,-,1,0.00132978723404255,0.00537634408602151
chr5:178231523-178231669,129,401,PHYKPL,annotated,-,2,0.171542553191489,0.431182795698925
chr5:178619896-178623256,248,829,CLK4,annotated,-,1,0.329787234042553,0.891397849462366
chr5:178776276-178785269,0,0,AACSP1,novel_donor,-,2,0,0
chr5:178776276-178811174,0,1,AACSP1,novel_exon_skip,-,2,0,0.0010752688172043
chr5:17919323-17920227,21,43,LINC02223,annotated,+,1,0.0279255319148936,0.0462365591397849
chr5:179555790-179560025,56,186,RUFY1,annotated,+,3,0.074468085106383,0.2
chr5:179585865-179586331,276,896,RUFY1,annotated,+,1,0.367021276595745,0.963440860215054
chr5:179586475-179589546,235,753,RUFY1,annotated,+,1,0.3125,0.809677419354839
chr5:179586563-179589546,163,435,RUFY1,novel_donor,+,1,0.216755319148936,0.467741935483871
chr5:179618323-179620892,280,928,HNRNPH1,annotated,-,2,0.372340425531915,0.997849462365591
chr5:179630342-179634065,28,24,HNRNPH1,novel_acceptor,-,1,0.0372340425531915,0.0258064516129032
chr5:179842064-179853378,243,818,MRNIP,annotated,-,1,0.32313829787234,0.879569892473118
chr5:179844227-179853378,201,606,MRNIP,annotated,-,1,0.267287234042553,0.651612903225806
chr5:179848066-179851243,246,812,MRNIP,annotated,-,1,0.327127659574468,0.873118279569893
chr5:179853437-179860514,53,108,MRNIP,annotated,-,2,0.0704787234042553,0.116129032258065
chr5:180287067-180291848,97,263,MAPK9,annotated,-,2,0.128989361702128,0.282795698924731
chr5:180553471-180554820,53,181,CNOT6,novel_acceptor,+,1,0.0704787234042553,0.194623655913978
chr5:180554880-180564489,89,278,CNOT6,novel_donor,+,1,0.118351063829787,0.298924731182796
chr5:180564743-180565876,45,144,CNOT6,novel_acceptor,+,1,0.0598404255319149,0.154838709677419
chr5:180809076-180809795,0,4,MGAT1,novel_donor,-,14,0,0.0043010752688172
chr5:180809076-180810192,25,67,MGAT1,annotated,-,1,0.0332446808510638,0.0720430107526882
chr5:180831941-180834312,244,804,LINC00847,annotated,+,2,0.324468085106383,0.864516129032258
chr5:181056015-181056538,15,50,BTNL9,annotated,+,2,0.0199468085106383,0.0537634408602151
chr5:181192140-181193342,45,120,CTC-338M12.5,annotated,+,1,0.0598404255319149,0.129032258064516
chr5:181232889-181232966,4,3,TRIM41,novel_acceptor,+,2,0.00531914893617021,0.0032258064516129
chr5:181232889-181233636,192,554,TRIM41,annotated,+,1,0.25531914893617,0.595698924731183
chr5:181257054-181260001,78,316,TRIM52,annotated,-,2,0.103723404255319,0.339784946236559
chr5:181316764-181317331,0,1,AC138035.2,novel_donor,+,1,0,0.0010752688172043
chr5:181320552-181321652,0,4,AC138035.2,novel_exon_skip,+,1,0,0.0043010752688172
chr5:21456144-21459678,25,53,GUSBP1,novel_donor,+,2,0.0332446808510638,0.056989247311828
chr5:21470662-21471462,1,3,GUSBP1,novel_donor,+,1,0.00132978723404255,0.0032258064516129
chr5:21471172-21471462,1,5,GUSBP1,annotated,+,1,0.00132978723404255,0.00537634408602151
chr5:21501826-21505408,0,1,GUSBP1,novel_acceptor,+,1,0,0.0010752688172043
chr5:21502203-21522338,4,8,GUSBP1,none,+,1,0.00531914893617021,0.00860215053763441
chr5:21546802-21553949,0,3,GUSBP1,none,+,1,0,0.0032258064516129
chr5:23980841-24177837,12,26,C5orf17,annotated,+,1,0.0159574468085106,0.0279569892473118
chr5:304221-311293,13,47,PDCD6,annotated,+,2,0.0172872340425532,0.0505376344086022
chr5:304221-314417,64,283,PDCD6,annotated,+,2,0.0851063829787234,0.304301075268817
chr5:304221-353730,0,2,PDCD6-AHRR,ambig_gene,+,1,0,0.0021505376344086
chr5:31515564-31526079,231,773,DROSHA,annotated,-,1,0.30718085106383,0.831182795698925
chr5:31535893-31538484,147,523,C5orf22,annotated,+,1,0.195478723404255,0.56236559139785
chr5:32274122-32312758,190,649,MTMR12,annotated,-,1,0.252659574468085,0.697849462365591
chr5:32379210-32385508,277,923,ZFR,annotated,-,1,0.368351063829787,0.99247311827957
chr5:33994120-33998641,4,19,AMACR,annotated,-,1,0.00531914893617021,0.0204301075268817
chr5:34035758-34124418,73,195,C1QTNF3-AMACR,annotated,-,1,0.0970744680851064,0.209677419354839
chr5:34939009-34944867,24,76,DNAJC21,novel_exon_skip,+,1,0.0319148936170213,0.0817204301075269
chr5:34949677-34950170,265,903,DNAJC21,annotated,+,1,0.352393617021277,0.970967741935484
chr5:36191702-36192621,10,29,SKP2,annotated,+,1,0.0132978723404255,0.0311827956989247
chr5:36227565-36241963,27,73,NADK2,annotated,-,1,0.0359042553191489,0.078494623655914
chr5:37247664-37249245,69,175,CPLANE1,novel_acceptor,-,1,0.0917553191489362,0.188172043010753
chr5:376716-422729,2,6,AHRR,ambig_gene,+,1,0.00265957446808511,0.00645161290322581
chr5:376716-422729,2,6,PDCD6-AHRR,ambig_gene,+,1,0.00265957446808511,0.00645161290322581
chr5:38530666-38557135,227,774,LIFR,annotated,-,1,0.30186170212766,0.832258064516129
chr5:38947441-38949356,264,895,RICTOR,annotated,-,2,0.351063829787234,0.96236559139785
chr5:41907842-41908309,21,73,C5orf51,annotated,+,1,0.0279255319148936,0.078494623655914
chr5:41925498-41929697,37,183,FBXO4,annotated,+,2,0.0492021276595745,0.196774193548387
chr5:41934308-41941192,81,318,FBXO4,annotated,+,3,0.107712765957447,0.341935483870968
chr5:43015150-43025846,14,44,CTD-2201E18.3,novel_donor,-,1,0.0186170212765957,0.0473118279569893
chr5:43015150-43043056,23,75,CTD-2201E18.3,ambig_gene,-,1,0.0305851063829787,0.0806451612903226
chr5:43067157-43067298,62,233,CTD-2201E18.3,annotated,-,1,0.0824468085106383,0.250537634408602
chr5:43132464-43139165,0,2,ZNF131,novel_donor,+,1,0,0.0021505376344086
chr5:43454043-43454455,20,84,TMEM267,annotated,-,1,0.0265957446808511,0.0903225806451613
chr5:43454043-43479890,5,19,TMEM267,annotated,-,1,0.00664893617021277,0.0204301075268817
chr5:43579200-43583467,227,758,NNT-AS1,annotated,-,1,0.30186170212766,0.81505376344086
chr5:43614619-43615848,44,188,NNT,novel_donor,+,1,0.0585106382978723,0.202150537634409
chr5:43645510-43647924,190,595,NNT,annotated,+,1,0.252659574468085,0.639784946236559
chr5:43651884-43655840,12,24,NNT,novel_exon_skip,+,1,0.0159574468085106,0.0258064516129032
chr5:44746038-44747627,105,392,MRPS30-DT,annotated,-,1,0.139627659574468,0.421505376344086
chr5:454051-457900,12,30,EXOC3,novel_exon_skip,+,1,0.0159574468085106,0.032258064516129
chr5:50969323-50969505,0,0,LINC02106,annotated,-,1,0,0
chr5:53603530-53604724,268,911,NDUFS4,annotated,+,1,0.356382978723404,0.979569892473118
chr5:53604895-53646233,271,919,NDUFS4,annotated,+,1,0.360372340425532,0.988172043010753
chr5:54171928-54242070,0,1,ARL15,novel_donor,-,7,0,0.0010752688172043
chr5:54171928-54282271,84,273,ARL15,novel_donor,-,3,0.111702127659574,0.293548387096774
chr5:54242150-54282271,0,0,ARL15,none,-,5,0,0
chr5:54242150-54310432,0,3,ARL15,novel_acceptor,-,2,0,0.0032258064516129
chr5:5447897-5453116,97,254,ICE1,novel_acceptor,+,1,0.128989361702128,0.273118279569893
chr5:55160396-55164055,11,108,GPX8,annotated,+,1,0.0146276595744681,0.116129032258065
chr5:55273426-55274614,202,745,DHX29,annotated,-,1,0.268617021276596,0.801075268817204
chr5:55475450-55490960,264,899,PLPP1,annotated,-,1,0.351063829787234,0.966666666666667
chr5:55697212-55697846,100,283,SLC38A9,annotated,-,1,0.132978723404255,0.304301075268817
chr5:56456453-56457671,1,3,LINC01948,annotated,-,1,0.00132978723404255,0.0032258064516129
chr5:56910394-56911169,16,45,SETD9,annotated,+,1,0.0212765957446809,0.0483870967741936
chr5:56910394-56911309,0,8,SETD9,novel_combo,+,1,0,0.00860215053763441
chr5:58788372-58825038,4,15,RAB3C,annotated,+,1,0.00531914893617021,0.0161290322580645
chr5:59157362-59180595,15,63,PDE4D,annotated,-,1,0.0199468085106383,0.067741935483871
chr5:59215968-59797060,12,19,PDE4D,annotated,-,1,0.0159574468085106,0.0204301075268817
chr5:60903716-60904788,102,346,ERCC8,annotated,-,1,0.13563829787234,0.372043010752688
chr5:620261-633769,100,231,CEP72,novel_exon_skip,+,2,0.132978723404255,0.248387096774194
chr5:62515501-62530709,100,389,IPO11,ambig_gene,+,1,0.132978723404255,0.418279569892473
chr5:62515501-62530709,100,389,RP11-95I19.4,ambig_gene,+,1,0.132978723404255,0.418279569892473
chr5:62515501-62536702,39,181,IPO11,ambig_gene,+,1,0.0518617021276596,0.194623655913978
chr5:62515501-62536702,39,181,RP11-95I19.4,ambig_gene,+,1,0.0518617021276596,0.194623655913978
chr5:62530785-62550367,17,74,IPO11,ambig_gene,+,1,0.0226063829787234,0.0795698924731183
chr5:647916-648100,0,5,CEP72,novel_acceptor,+,15,0,0.00537634408602151
chr5:648223-652988,0,3,CEP72,novel_donor,+,17,0,0.0032258064516129
chr5:648405-652988,0,0,CEP72,novel_donor,+,1,0,0
chr5:648986-652988,0,0,CEP72,novel_donor,+,13,0,0
chr5:65554898-65561463,0,3,CENPK,annotated,-,1,0,0.0032258064516129
chr5:65660897-65664234,10,28,TRAPPC13,novel_exon_skip,+,1,0.0132978723404255,0.0301075268817204
chr5:66917018-66930747,14,34,MAST4,novel_combo,+,1,0.0186170212765957,0.0365591397849462
chr5:66917018-67054404,228,712,MAST4,annotated,+,1,0.303191489361702,0.765591397849462
chr5:69116189-69116394,47,172,SLC30A5,novel_donor,+,1,0.0625,0.18494623655914
chr5:69116602-69118499,4,9,SLC30A5,novel_exon_skip,+,1,0.00531914893617021,0.00967741935483871
chr5:69254667-69255460,59,205,CDK7,annotated,+,1,0.0784574468085106,0.220430107526882
chr5:69259936-69261323,0,4,CDK7,novel_acceptor,+,1,0,0.0043010752688172
chr5:69259936-69261377,0,3,CDK7,novel_acceptor,+,7,0,0.0032258064516129
chr5:69261458-69262205,2,10,CDK7,novel_donor,+,11,0.00265957446808511,0.010752688172043
chr5:69285467-69294793,230,804,CCDC125,annotated,-,1,0.305851063829787,0.864516129032258
chr5:69292362-69300012,7,19,CCDC125,novel_exon_skip,-,2,0.00930851063829787,0.0204301075268817
chr5:69369933-69372034,0,21,RAD17,annotated,+,3,0,0.0225806451612903
chr5:69371171-69371454,75,267,RAD17,annotated,+,1,0.0997340425531915,0.287096774193548
chr5:69619280-69620014,0,0,NAIPP3,novel_donor,+,2,0,0
chr5:70071390-70076521,8,40,SMN2,novel_combo,+,1,0.0106382978723404,0.0430107526881721
chr5:70100802-70108308,0,0,NAIPP2,novel_exon_skip,-,1,0,0
chr5:70475600-70478482,44,243,NAIPP1,annotated,+,1,0.0585106382978723,0.261290322580645
chr5:70476466-70478166,0,0,NAIPP1,none,-,1,0,0
chr5:71548745-71553116,200,715,BDP1,annotated,+,2,0.265957446808511,0.768817204301075
chr5:730468-733752,136,281,ZDHHC11B,annotated,-,3,0.180851063829787,0.302150537634409
chr5:73058524-73060129,87,275,FCHO2,novel_acceptor,+,1,0.115691489361702,0.295698924731183
chr5:73554986-73557575,32,163,ANKRA2,novel_exon_skip,-,1,0.0425531914893617,0.175268817204301
chr5:73561288-73562754,31,125,ANKRA2,novel_donor,-,1,0.0412234042553192,0.134408602150538
chr5:74720747-74721318,19,75,HEXB,annotated,+,1,0.0252659574468085,0.0806451612903226
chr5:74742479-74745678,0,1,GFM2,novel_acceptor,-,1,0,0.0010752688172043
chr5:74841679-74866751,246,836,FAM169A,annotated,-,1,0.327127659574468,0.898924731182796
chr5:748559-751133,237,647,ZDHHC11B,annotated,-,3,0.315159574468085,0.695698924731183
chr5:75511914-75552472,183,620,POLK,annotated,+,1,0.243351063829787,0.666666666666667
chr5:75512946-75534828,11,23,POLK,annotated,+,3,0.0146276595744681,0.0247311827956989
chr5:75590440-75593966,173,570,POLK,annotated,+,1,0.230053191489362,0.612903225806452
chr5:75712665-75712854,18,15,POC5,annotated,-,1,0.023936170212766,0.0161290322580645
chr5:77118521-77139266,4,12,ZBED3-AS1,annotated,+,1,0.00531914893617021,0.0129032258064516
chr5:78524088-78564813,0,2,LHFPL2,novel_acceptor,-,1,0,0.0021505376344086
chr5:78632368-78647438,43,171,LHFPL2,novel_donor,-,4,0.0571808510638298,0.183870967741935
chr5:78647574-78648499,15,30,LHFPL2,novel_acceptor,-,3,0.0199468085106383,0.032258064516129
chr5:7875375-7877949,158,479,MTRR,annotated,+,1,0.210106382978723,0.51505376344086
chr5:7878322-7885701,0,7,MTRR,novel_exon_skip,+,19,0,0.00752688172043011
chr5:78885128-78885584,85,186,ARSB,annotated,-,1,0.113031914893617,0.2
chr5:79998375-80019523,1,11,THBS4,novel_acceptor,+,1,0.00132978723404255,0.0118279569892473
chr5:80166478-80174954,67,158,SERINC5,novel_exon_skip,-,1,0.0890957446808511,0.16989247311828
chr5:80445405-80449591,253,884,ZFYVE16,annotated,+,1,0.336436170212766,0.950537634408602
chr5:80501917-80505943,188,667,FAM151B,annotated,+,1,0.25,0.717204301075269
chr5:80506076-80513604,99,311,FAM151B,novel_exon_skip,+,2,0.131648936170213,0.334408602150538
chr5:80654968-80656411,170,474,MSH3,novel_donor,+,1,0.226063829787234,0.509677419354839
chr5:80655262-80656411,34,89,MSH3,annotated,+,1,0.0452127659574468,0.0956989247311828
chr5:80848612-80854130,181,548,MSH3,annotated,+,1,0.240691489361702,0.589247311827957
chr5:81203527-81301287,1,2,CKMT2-AS1,annotated,-,2,0.00132978723404255,0.0021505376344086
chr5:81213816-81301287,3,3,CKMT2-AS1,novel_acceptor,-,3,0.00398936170212766,0.0032258064516129
chr5:81219792-81301287,9,19,CKMT2-AS1,annotated,-,2,0.011968085106383,0.0204301075268817
chr5:81437458-81461055,29,81,SSBP2,novel_exon_skip,-,1,0.038563829787234,0.0870967741935484
chr5:81987678-82019421,13,70,ATG10,novel_acceptor,+,1,0.0172872340425532,0.0752688172043011
chr5:81987678-82164399,21,90,ATG10,novel_exon_skip,+,1,0.0279255319148936,0.0967741935483871
chr5:840650-840803,70,162,ZDHHC11,annotated,-,1,0.0930851063829787,0.174193548387097
chr5:840650-843600,256,831,ZDHHC11,annotated,-,1,0.340425531914894,0.893548387096774
chr5:840650-843608,50,78,ZDHHC11,annotated,-,1,0.0664893617021277,0.0838709677419355
chr5:850602-859550,8,6,BRD9,novel_donor,-,1,0.0106382978723404,0.00645161290322581
chr5:850602-859601,7,18,BRD9,novel_donor,-,2,0.00930851063829787,0.0193548387096774
chr5:850602-859601,7,18,BRD9,ambig_gene,-,2,0.00930851063829787,0.0193548387096774
chr5:87401772-87407976,260,881,CCNH,annotated,-,1,0.345744680851064,0.947311827956989
chr5:879889-883938,31,70,BRD9,annotated,-,8,0.0412234042553192,0.0752688172043011
chr5:879889-886592,2,5,BRD9,annotated,-,2,0.00265957446808511,0.00537634408602151
chr5:881182-883351,1,2,BRD9,annotated,-,1,0.00132978723404255,0.0021505376344086
chr5:881182-886592,0,0,BRD9,novel_exon_skip,-,2,0,0
chr5:88203075-88205754,59,192,TMEM161B,annotated,-,1,0.0784574468085106,0.206451612903226
chr5:88282106-88287436,63,207,TMEM161B-AS1,annotated,+,1,0.0837765957446809,0.22258064516129
chr5:88282106-88410073,6,33,TMEM161B-AS1,novel_exon_skip,+,1,0.00797872340425532,0.0354838709677419
chr5:88283086-88285744,105,465,TMEM161B-AS1,annotated,+,1,0.139627659574468,0.5
chr5:891854-892509,66,167,BRD9,annotated,-,1,0.0877659574468085,0.179569892473118
chr5:891913-892050,0,0,BRD9,none,+,1,0,0
chr5:91102340-91153221,12,27,ADGRV1,annotated,+,2,0.0159574468085106,0.0290322580645161
chr5:91373876-91374114,67,235,ARRDC3,novel_acceptor,-,1,0.0890957446808511,0.252688172043011
chr5:93411509-93544795,150,584,NR2F1-AS1,annotated,-,1,0.199468085106383,0.627956989247312
chr5:93432460-93438703,156,582,NR2F1-AS1,annotated,-,1,0.207446808510638,0.625806451612903
chr5:93438741-93544795,57,283,NR2F1-AS1,annotated,-,2,0.0757978723404255,0.304301075268817
chr5:95568049-95580892,41,124,ARSK,annotated,+,1,0.0545212765957447,0.133333333333333
chr5:95580942-95582916,64,161,ARSK,annotated,+,1,0.0851063829787234,0.173118279569892
chr5:96794088-96795042,59,193,ERAP1,novel_acceptor,-,1,0.0784574468085106,0.20752688172043
chr5:97173263-97175217,8,26,RIOK2,novel_donor,-,1,0.0106382978723404,0.0279569892473118
chr5:98860068-98868495,57,244,CHD1,annotated,-,1,0.0757978723404255,0.26236559139785
chr6:100767345-100770432,215,684,ASCC3,novel_donor,-,1,0.285904255319149,0.735483870967742
chr6:100770473-100798713,205,670,ASCC3,novel_acceptor,-,1,0.272606382978723,0.720430107526882
chr6:101496182-101621949,22,47,GRIK2,annotated,+,1,0.0292553191489362,0.0505376344086022
chr6:101889754-101924601,14,64,GRIK2,annotated,+,1,0.0186170212765957,0.0688172043010753
chr6:102055580-102068347,274,912,GRIK2,annotated,+,1,0.36436170212766,0.980645161290323
chr6:102065928-102068347,95,294,GRIK2,annotated,+,1,0.126329787234043,0.316129032258065
chr6:104777097-104777206,243,865,HACE1,annotated,-,1,0.32313829787234,0.93010752688172
