gene,paste_into_igv_junction,paste_into_igv_junction_annotated,strand,junc_cat,junc_in_ref,cryptic,junction_for_clustering,ID_exon,last_exon,dox0_sh,dox0125,dox0187,dox021,dox025,dox075,tdp43_sensitivity_sh,max_psi_sh,dox0_be2,dox002,dox003,dox004,dox005,dox0075,dox01,dox1,tdp43_sensitivity_be2,max_psi_be2,UMAP_1_together,UMAP_2_together,cluster_together,UMAP_1_sh,UMAP_2_sh,cluster_sh,UMAP_1_be2,UMAP_2_be2,cluster_be2,score_cryptic,score_ann,phastCons_alt,phastCons_unchanged,longest_ug_region,dist_nearest_ug_region,width
KIF23,chr15:69423329-69425282,chr15:69423329-69426070,+,acceptor,TRUE,no,yes,227,FALSE,0.28,0.28,0.28,0.28,0.28,0.669,Intermediate,Top,,,,,,,,,,,,,,,,,,,,,,0.999500006,0.995499992,24,38,2741
KIF23,chr15:69425323-69426070,chr15:69423329-69426070,+,donor,TRUE,no,no,227,FALSE,0.359,0.359,0.359,0.359,0.482,0.723,Intermediate,Medium,,,,,,,,,,,,,,,,,,,,,,0.997500002,0.970300001,20,2,2741
KLHL18,chr3:47283094-47287220,chr3:47283094-47319653,+,acceptor,TRUE,no,yes,228,FALSE,0.49,0.49,0.738,0.738,0.732,0.845,Early,Medium,0.096,0.096,0.361,0.435,0.432,0.465,0.478,0.474,Early,Medium,,,,,,,,,,,,0.555700007,0.939400005,0,,36559
KLHL35,chr11:75425581-75426483,chr11:75425581-75426519,-,donor,TRUE,yes,yes,229,FALSE,0.026,0.213,0.213,0.213,0.213,0.321,Early,Medium,,,,,,,,,,,-2.360809461,-6.710422032,7,2.875428193,0.532548564,2,,,,,,0.0507,0.468600002,20,10,
KMT5C,chr19:55342380-55342742,chr19:55342046-55342742,+,donor,TRUE,no,yes,230,FALSE,0.329,0.329,0.563,0.563,0.648,0.789,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.805799997,0.178699999,0,,696
KSR1,chr17:27617428-27623314,chr17:27617428-27621929,+,donor,TRUE,no,yes,231,FALSE,0.317,0.317,0.503,0.637,0.641,0.711,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.997100008,0.997799999,0,,4501
LAS1L,chrX:65524262-65524564,chrX:65524262-65524965,-,donor,TRUE,no,yes,232,FALSE,0.336,0.336,0.336,0.336,0.336,0.622,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.996200001,0.185999999,0,,703
LHFPL2,chr5:78647574-78648499,chr5:78632368-78648499,-,acceptor,FALSE,yes,yes,233,FALSE,0.011,0.011,0.15,0.15,0.15,0.27,Intermediate,Bottom,,,,,,,,,,,0.579492582,-5.493328327,8,1.25943618,-0.922760597,5,,,,,,0.0052,0.054,16,70,16131
LINC00265,chr7:39779385-39780503,chr7:39771091-39780503,+,donor,TRUE,no,yes,234,FALSE,0.656,0.656,0.853,0.904,0.86,0.962,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.358100003,0.435799998,0,,9412
LINC00648,chr14:47768910-47789906,chr14:47767757-47789906,-,acceptor,TRUE,no,yes,235,FALSE,,,,,,,,,0.363,0.363,0.612,0.654,0.638,0.689,0.714,0.683,Early,Medium,,,,,,,,,,,,0.0161,0.758999991,0,,22149
LINC00662,chr19:27727979-27732796,chr19:27730707-27732796,-,acceptor,TRUE,no,yes,236,FALSE,,,,,,,,,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.436,Late,Bottom,,,,,,,,,,,,,,0,,2089
LINC01881,chr2:242114741-242116183,chr2:242114741-242118965,+,acceptor,TRUE,no,no,238,FALSE,,,,,,,,,0.609,0.609,0.609,0.953,0.924,0.984,0.971,0.97,Early,Medium,,,,,,,,,,,,0.999100006,0.996100003,0,,4224
LINC01881,chr2:242116232-242118965,chr2:242114741-242118965,+,donor,TRUE,no,yes,238,FALSE,,,,,,,,,0.549,0.549,0.549,0.908,0.921,0.953,0.956,0.971,Early,Top,,,,,,,,,,,,0.99690001,0.994800001,0,,4224
LINC02245,chr2:65051337-65055915,chr2:65048212-65055915,-,acceptor,TRUE,yes,no,239,FALSE,,,,,,,,,0.007,0.007,0.007,0.269,0.269,0.269,0.269,0.267,Early,Bottom,,,,,,,,,,3.73,4.87,0.123699999,0.383600006,0,,7703
LINC02245,chr2:65048212-65051279,chr2:65048212-65055915,-,donor,TRUE,yes,yes,239,FALSE,,,,,,,,,0.053,0.053,0.053,0.312,0.312,0.312,0.312,0.308,Early,Bottom,-0.584716921,9.284993344,9,,,,0.122170265,0.379021645,4,10.24,6.42,0.0175,0.164700001,0,,7703
LMF1,chr16:911079-933991,chr16:911079-934190,-,donor,TRUE,yes,yes,240,FALSE,0.005,0.008,0.036,0.005,0.03,0.226,Late,Bottom,,,,,,,,,,,7.627925703,-3.481397218,2,-1.535512133,-4.600211448,1,,,,,,0.0067,0.981999999,0,,23111
LRP8,chr1:53274820-53275631,chr1:53271346-53275631,-,acceptor,FALSE,no,yes,241,FALSE,,,,,,,,,0.101,0.295,0.394,0.374,0.462,0.462,0.509,0.461,Early,Medium,,,,,,,,,,7.28,7.22,0.827499998,0.975299996,16,66,4285
LRP8,chr1:53271346-53274643,chr1:53271346-53275631,-,donor,FALSE,yes,no,241,FALSE,,,,,,,,,0.022,0.152,0.211,0.195,0.288,0.242,0.276,0.265,Early,Bottom,,,,,,,,,,2.7,6.94,0.0149,0.291100001,20,94,4285
LRRFIP1,chr2:237756187-237758729,chr2:237757548-237758729,+,donor,FALSE,no,yes,242,FALSE,0.323,0.777,0.777,0.777,0.777,0.813,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.8528,0.982600003,0,,1181
LUC7L,chr16:228402-229279,chr16:227336-229279,-,acceptor,TRUE,no,yes,243,FALSE,0.153,0.153,0.153,0.153,0.153,0.445,Late,Medium,,,,,,,,,,,,,,,,,,,,,,1,0.999500006,0,,1943
MACF1,chr1:39427614-39427961,chr1:39427614-39429242,+,acceptor,TRUE,no,no,244,FALSE,,,,,,,,,0.674,0.674,0.98,0.986,0.995,0.998,0.986,0.998,Early,Medium,,,,,,,,,,,,0.999800003,0.90060001,0,,1628
MACF1,chr1:39428287-39429242,chr1:39427614-39429242,+,donor,TRUE,no,yes,244,FALSE,,,,,,,,,0.659,0.659,0.979,0.986,0.995,0.998,0.984,0.998,Early,Medium,,,,,,,,,,,,0.999600005,1,0,,1628
MADD,chr11:47325032-47326544,chr11:47324577-47326544,+,donor,FALSE,yes,yes,245,FALSE,0.003,0.003,0.169,0.178,0.194,0.316,Early,Medium,0.001,0.001,0.001,0.266,0.354,0.425,0.484,0.517,Early,Top,-2.27174228,3.131413091,4,1.241123912,-0.605599333,5,-1.379910828,1.04755441,4,,,0.1463,1,20,10,1967
MADD,chr11:47325032-47326738,chr11:47324577-47326738,+,donor,FALSE,yes,no,245,FALSE,,,,,,,Early,,0.001,0.001,0.001,0.001,0.156,0.3,0.3,0.3,Early,Medium,,,,,,,,,,,,0.1463,1,20,10,2161
MADD,chr11:47325032-47328658,chr11:47325032-47328658,+,exon_skip,FALSE,yes,no,245,FALSE,,,,,,,Early,,0,0,0,0,0.08,0.186,0.167,0.171,Early,Bottom,,,,,,,,,,,,,,,,3626
MAN2A2,chr15:90902526-90903231,chr15:90902526-90903231,+,exon_skip,TRUE,yes,yes,246,FALSE,0.038,0.186,0.186,0.262,0.262,0.255,Intermediate,Bottom,,,,,,,,,,,-2.426428618,-6.784632695,7,2.824742384,0.450886945,2,,,,,,,,,,705
MAP7D2,chrX:20050946-20052878,chrX:20044524-20052878,-,acceptor,TRUE,no,yes,247,FALSE,,,,,,,,,0.435,0.435,0.826,0.884,0.916,0.878,0.871,0.885,Early,Top,,,,,,,,,,,,0.991500002,0.996900004,0,,8354
MAP7D2,chrX:20044524-20050824,chrX:20044524-20052878,-,donor,TRUE,no,no,247,FALSE,,,,,,,,,0.397,0.397,0.751,0.781,0.879,0.837,0.837,0.863,Early,Top,,,,,,,,,,,,0.979099995,0.984099996,0,,8354
MAPK8,chr10:48424585-48425888,chr10:48424159-48425888,+,donor,TRUE,no,no,248,FALSE,0.416,0.416,0.615,0.65,0.681,0.68,Early,Bottom,0.315,0.315,0.544,0.592,0.595,0.638,0.59,0.612,Early,Medium,,,,,,,,,,,,1,1,0,,1729
MAPK8,chr10:48420320-48424514,chr10:48420320-48424514,+,exon_skip,TRUE,no,yes,248,FALSE,0.439,0.439,0.683,0.687,0.76,0.72,Early,Medium,0.317,0.317,0.534,0.641,0.606,0.585,0.647,0.65,Early,Medium,,,,,,,,,,,,,,,,4194
MAPK8IP3,chr16:1745103-1747029,chr16:1743476-1747029,+,donor,TRUE,no,yes,249,FALSE,,,,,,,,,0.071,0.071,0.071,0.317,0.286,0.301,0.367,0.374,Early,Medium,,,,,,,,,,,,0.984300005,0.975200003,0,,3553
MAPK9,chr5:180287067-180291848,chr5:180280608-180291848,-,acceptor,TRUE,yes,no,250,FALSE,,,,,,,,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.251,Early,Bottom,,,,,,,,,,11.06,8.7,0.0011,0.3381,0,,11240
MAPK9,chr5:180280608-180286975,chr5:180280608-180291848,-,donor,TRUE,no,yes,250,FALSE,,,,,,,,,0.088,0.088,0.428,0.428,0.423,0.423,0.423,0.591,Early,Top,,,,,,,,,,7.64,9.27,0.041,0.005,0,,11240
MED13L,chr12:116054357-116096669,chr12:116022601-116096669,-,acceptor,FALSE,yes,yes,252,FALSE,0.003,0.003,0.003,0.003,0.28,0.284,Intermediate,Medium,,,,,,,,,,,5.345638703,-5.335296292,6,-0.530782041,-1.719305372,5,,,,4.31,9.6,0.0247,0.997900003,32,118,74068
MED13L,chr12:116022601-116054245,chr12:116022601-116096669,-,donor,FALSE,yes,no,252,FALSE,0.003,0.003,0.003,0.003,0.187,0.204,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,9.21,9.19,0.045700001,0.993900007,56,6,74068
MEIS2,chr15:37096430-37097934,chr15:37096430-37097967,-,donor,FALSE,yes,yes,253,FALSE,0.002,0.002,0.112,0.183,0.256,0.382,Intermediate,Medium,0.001,0.001,0.001,0.001,0.152,0.2,0.2,0.267,Intermediate,Bottom,-2.203541804,3.786219267,4,0.912286174,0.605114383,2,1.908634952,-2.659033978,3,,,0.969199997,1,24,6,1537
MEIS2,chr15:37095614-37099455,chr15:37095614-37099455,-,exon_skip,FALSE,yes,no,253,FALSE,,,,,,,Intermediate,,0.005,0.005,0.005,0.005,0.005,0.005,0.241,0.342,Intermediate,Medium,,,,,,,,,,,,,,,,3841
METTL26,chr16:635774-636094,chr16:635774-636094,-,acceptor,TRUE,no,yes,254,FALSE,0.445,0.445,0.445,0.445,0.445,0.716,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.353000002,0.996800005,0,,320
METTL8,chr2:171392197-171433026,chr2:171392197-171433883,-,donor,TRUE,yes,yes,255,FALSE,0.041,0.143,0.293,0.293,0.293,0.329,Early,Medium,0.03,0.03,0.374,0.425,0.496,0.496,0.496,0.453,Early,Top,-3.263356871,3.342335745,4,2.587922462,1.180590254,2,-0.219459321,1.67327864,4,,,0.2391,0.835000008,20,74,41686
MFSD11,chr17:76737091-76738282,chr17:76737883-76738282,+,acceptor,TRUE,no,yes,256,FALSE,0.139,0.139,0.17,0.139,0.117,0.427,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.004,0.999600005,0,,399
MFSD6,chr2:190499856-190500015,chr2:190497719-190500015,+,donor,TRUE,no,yes,257,FALSE,0.166,0.166,0.32,0.32,0.301,0.522,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.998100001,0.913999999,0,,2296
MGAT1,chr5:180809076-180809795,chr5:180809076-180809634,-,donor,FALSE,yes,yes,258,FALSE,0.001,0.001,0.091,0.068,0.104,0.336,Intermediate,Medium,0,0,0,0,0.301,0.497,0.497,0.511,Intermediate,Top,-1.691140269,3.186380736,4,-0.634265154,-1.413624089,5,-2.147848241,-0.395329475,2,,,0.018,0.1845,24,6,558
MGAT5B,chr17:76933297-76937229,chr17:76933297-76937988,+,acceptor,FALSE,yes,no,259,FALSE,0.002,0.002,0.002,0.168,0.393,0.775,Early,Top,0.001,0.001,0.001,0.3,0.568,0.78,0.783,0.79,Early,Top,,,,,,,,,,10.45,9.99,0.0018,0.9352,0,,4691
MGAT5B,chr17:76937368-76937988,chr17:76933297-76937988,+,donor,FALSE,yes,yes,259,FALSE,0.001,0.001,0.157,0.234,0.496,0.796,Early,Top,0.002,0.002,0.002,0.415,0.708,0.89,0.89,0.89,Early,Top,-4.121310557,2.304430045,3,0.85672413,4.870235627,4,-1.211281502,3.940188726,1,8.73,11.6,0.0026,0.987899995,0,,4691
MLST8,chr16:2205875-2206031,chr16:2205512-2206031,+,donor,TRUE,no,yes,260,FALSE,0.418,0.418,0.418,0.418,0.549,0.707,Intermediate,Medium,,,,,,,,,,,,,,,,,,,,,,0.0008,0.0059,0,,519
MNT,chr17:2388049-2400640,chr17:2388049-2400640,-,exon_skip,TRUE,yes,yes,261,FALSE,0.011,0.011,0.011,0.011,0.011,0.218,Late,Bottom,,,,,,,,,,,7.8830274,-3.422029242,2,-1.439802952,-4.741930194,1,,,,,,,,,,12591
MPP2,chr17:43884155-43898262,chr17:43883355-43898262,-,acceptor,TRUE,no,no,262,FALSE,0.085,0.085,0.401,0.391,0.461,0.471,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.087400001,0.998200005,20,78,14907
MPP2,chr17:43883355-43884084,chr17:43883355-43898262,-,donor,TRUE,no,yes,262,FALSE,0.104,0.213,0.547,0.547,0.552,0.552,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.064,0.973300004,0,,14907
MPZL1,chr1:167773368-167776064,chr1:167773368-167787820,+,acceptor,TRUE,no,yes,263,FALSE,0.738,0.738,0.863,0.883,0.903,0.96,Intermediate,Bottom,0.62,0.62,0.62,0.826,0.825,0.82,0.843,0.879,Early,Bottom,,,,,,,,,,,,0.998100007,0.973099995,0,,14452
MPZL1,chr1:167776166-167787820,chr1:167773368-167787820,+,donor,TRUE,no,no,263,FALSE,0.697,0.697,0.8,0.817,0.855,0.916,Intermediate,Bottom,0.618,0.618,0.618,0.618,0.618,0.618,0.832,0.847,Early,Bottom,,,,,,,,,,,,0.985999995,0.989599997,0,,14452
MTA1,chr14:105468349-105469467,chr14:105466578-105469467,+,donor,TRUE,no,yes,264,FALSE,,,,,,,,,0.684,0.684,0.684,0.684,0.684,0.684,0.684,0.89,Late,Bottom,,,,,,,,,,,,0.994400001,0.980199999,16,62,2889
MTERF4,chr2:241099894-241102253,chr2:241094432-241102253,-,acceptor,TRUE,no,yes,265,FALSE,0.356,0.356,0.536,0.536,0.536,0.686,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.315600002,0.0055,16,94,7821
MTRR,chr5:7878322-7885701,chr5:7878322-7885701,+,exon_skip,FALSE,yes,yes,266,FALSE,0.006,0.006,0.27,0.234,0.414,0.414,Early,Top,0.001,0.001,0.242,0.315,0.401,0.401,0.401,0.401,Early,Medium,-3.18224974,3.502258245,4,1.587113393,2.570894785,2,-0.052360413,1.205189441,4,,,,,,,7379
MTSS2,chr16:70669046-70674306,chr16:70665540-70674306,-,acceptor,FALSE,yes,no,267,FALSE,0.012,0.012,0.145,0.174,0.179,0.172,Intermediate,Bottom,,,,,,,,,Early,,,,,,,,,,,11.11,10.07,0.4361,0.999599999,36,18,8766
MTSS2,chr16:70666396-70668999,chr16:70665540-70674306,-,donor,FALSE,yes,yes,267,FALSE,0.015,0.015,0.078,0.065,0.434,0.405,Intermediate,Top,0.016,0.069,0.285,0.285,0.285,0.285,0.285,0.377,Early,Medium,-2.852923309,3.58285348,4,-0.357086301,0.160574628,5,0.363966953,0.646691277,4,7.81,8.41,0.1153,0.0149,32,6,8766
MVK,chr12:109594903-109595028,chr12:109591357-109595028,+,donor,FALSE,yes,yes,268,FALSE,0.027,0.027,0.027,0.027,0.027,0.429,Late,Top,,,,,,,,,,,4.993033718,-3.190158723,2,-2.863819559,-2.186823223,1,,,,,,0.0037,0.972999996,16,82,3671
MYL5,chr4:676209-677922,chr4:676209-678658,+,acceptor,TRUE,no,no,269,FALSE,0.25,0.25,0.478,0.478,0.575,0.715,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.849600005,0.0015,12,138,2449
MYL5,chr4:678029-678658,chr4:676209-678658,+,donor,TRUE,no,yes,269,FALSE,0.248,0.574,0.61,0.613,0.87,0.87,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.340000008,0.9602,24,138,2449
MYL6,chr12:56160320-56160626,chr12:56160320-56161387,+,acceptor,TRUE,no,yes,270,FALSE,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.706,Late,Bottom,,,,,,,,,,,,0.99830001,0.994800013,0,,1067
MYO18A,chr17:29131442-29165942,chr17:29122253-29165942,-,acceptor,FALSE,yes,no,271,FALSE,0.005,0.005,0.005,0.005,0.005,0.367,Intermediate,Medium,,,,,,,,,Late,,,,,,,,,,,9.64,7.77,0.999600005,0.186599997,24,126,43689
MYO18A,chr17:29122253-29124653,chr17:29122253-29165942,-,donor,TRUE,yes,no,271,FALSE,0.021,0.021,0.058,0.021,0.219,0.302,Intermediate,Medium,,,,,,,,,Late,,,,,,,,,,,9.46,11.55,0.997999996,0.800100005,0,,43689
MYO18A,chr17:29122253-29131383,chr17:29122253-29131383,-,exon_skip,FALSE,yes,yes,271,FALSE,0.001,0.001,0.148,0.148,0.118,0.278,Intermediate,Medium,0.002,0.002,0.002,0.002,0.1,0.384,0.384,0.438,Late,Top,-1.251950271,3.298182497,4,1.322281858,-0.998906633,5,-1.644848025,-1.694385623,2,,,,,,,9130
MYO9B,chr19:17203004-17203147,chr19:17202883-17203147,+,donor,TRUE,yes,yes,272,FALSE,0.001,0.001,0.001,0.135,0.299,0.395,Intermediate,Top,0.001,0.001,0.001,0.001,0.352,0.447,0.443,0.641,Intermediate,Top,-2.036471853,3.110605847,4,-0.208046428,0.058165576,5,-2.203551608,-0.535842795,2,,,0.0015,0.958799994,24,2,264
NADSYN1,chr11:71499039-71501302,chr11:71498528-71501302,+,donor,FALSE,yes,yes,273,FALSE,0.003,0.003,0.003,0.003,0.003,0.197,Late,Bottom,,,,,,,,,,,8.343328218,-3.416126471,2,-1.391942937,-5.255543579,1,,,,,,0.0706,0.0514,16,110,2774
NAV1,chr1:201803714-201804489,chr1:201803714-201807953,+,acceptor,TRUE,yes,yes,274,FALSE,0.046,0.046,0.204,0.286,0.433,0.839,Early,Top,0.005,0.005,0.005,0.005,0.295,0.371,0.466,0.44,Intermediate,Top,-2.281784186,3.401357862,4,1.021640424,5.006124653,4,-2.019512354,-1.022428255,2,8.53,6.86,0.999900001,0.996899998,16,66,4239
NAV1,chr1:201804497-201807953,chr1:201803714-201807953,+,donor,TRUE,yes,no,274,FALSE,0.041,0.041,0.16,0.269,0.441,0.83,Early,Top,0.005,0.005,0.005,0.005,0.278,0.352,0.445,0.433,Intermediate,Top,,,,,,,,,,10.06,6.7,0.999900001,0.9972,16,74,4239
NAV2,chr11:20051333-20054080,chr11:20049195-20054080,+,donor,TRUE,no,yes,275,FALSE,0.591,0.591,0.591,0.591,0.591,0.84,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,1,0.980200005,16,50,4885
NBEA,chr13:35452235-35472400,chr13:35471560-35472400,+,donor,TRUE,no,yes,276,FALSE,0.299,0.299,0.41,0.41,0.371,0.691,Late,Top,,,,,,,,,,,,,,,,,,,,,,0.996200007,0.995600003,0,,840
NBPF1,chr1:16607691-16608508,chr1:16595013-16608508,-,acceptor,TRUE,no,yes,277,FALSE,0.184,0.184,0.184,0.184,0.289,0.384,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,,,0.1113,0.083899999,0,,13495
NCAM1,chr11:113235164-113246368,chr11:113235164-113255877,+,acceptor,TRUE,no,no,278,FALSE,,,,,,,,,0.569,0.569,0.569,0.798,0.818,0.808,0.793,0.788,Early,Bottom,,,,,,,,,,,,0.999800003,1,0,,20713
NCAM1,chr11:113246370-113255877,chr11:113235164-113255877,+,donor,TRUE,no,yes,278,FALSE,,,,,,,,,0.567,0.567,0.567,0.794,0.818,0.805,0.787,0.787,Early,Bottom,,,,,,,,,,,,1,0.998199999,20,18,20713
NCAPG2,chr7:158646563-158652293,chr7:158646563-158652293,-,exon_skip,TRUE,no,yes,279,FALSE,,,,,,,,,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.426,Late,Bottom,,,,,,,,,,,,,,,,5730
NCOA1,chr2:24762776-24768079,chr2:24762776-24768221,+,acceptor,TRUE,no,no,280,FALSE,0.494,0.494,0.494,0.494,0.494,0.799,Intermediate,Medium,,,,,,,,,,,,,,,,,,,,,,1,0.9926,0,,5445
NCOA1,chr2:24768135-24768221,chr2:24762776-24768221,+,donor,TRUE,no,yes,280,FALSE,0.391,0.391,0.536,0.536,0.536,0.705,Intermediate,Medium,,,,,,,,,,,,,,,,,,,,,,1,0.999500006,0,,5445
NCOA7,chr6:125885343-125888939,chr6:125885343-125888972,+,acceptor,TRUE,no,yes,281,FALSE,,,,,,,,,0.36,0.36,0.632,0.693,0.685,0.75,0.705,0.746,Early,Medium,,,,,,,,,,,,0.999600005,0.9935,0,,3629
NEK1,chr4:169508331-169537809,chr4:169508331-169537809,-,exon_skip,TRUE,no,yes,282,FALSE,,,,,,,,,0.459,0.459,0.673,0.688,0.671,0.766,0.758,0.737,Early,Medium,,,,,,,,,,,,,,,,29478
NFIX,chr19:13024034-13024535,chr19:13024034-13025021,+,acceptor,FALSE,yes,no,283,FALSE,,,,,,,Late,,0.001,0.001,0.001,0.088,0.143,0.186,0.27,0.268,Early,Bottom,,,,,,,,,,0.06,6.49,0.0058,0.998900002,0,,987
NFIX,chr19:13024723-13025021,chr19:13024034-13025021,+,donor,TRUE,yes,yes,283,FALSE,0.001,0.001,0.001,0.001,0.041,0.383,Late,Top,0,0,0,0.065,0.112,0.189,0.156,0.286,Early,Medium,-0.012272873,2.854871904,5,-2.912268976,-2.604758792,1,1.957484597,-2.68864049,3,6.51,9.5,0.789700001,1,24,26,987
NFIX,chr19:13024719-13025021,chr19:13024034-13025021,+,donor,TRUE,yes,no,283,FALSE,,,,,,,Late,,0,0,0,0.151,0.33,0.369,0.544,0.559,Early,Top,-1.241397356,9.600222634,9,,,,-1.825367515,0.291652094,2,5.84,9.5,0.751100004,1,24,30,987
NPIPA3,chr16:14724523-14725020,chr16:14724523-14725020,+,acceptor,FALSE,no,yes,284,FALSE,,,,,,,,,0.029,0.7,0.715,0.892,0.892,0.892,0.892,0.892,Early,Top,,,,,,,,,,,,0.0891,0.0216,0,,497
NPIPB3,chr16:21419766-21424979,chr16:21419766-21424979,-,exon_skip,TRUE,no,yes,286,FALSE,0.033,0.033,0.008,0.033,0.008,0.277,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,5213
NRG1,chr8:31640729-31708272,chr8:31640729-32595828,+,acceptor,FALSE,no,yes,287,TRUE,,,,,,,,,0.093,0.093,0.448,0.448,0.448,0.485,0.523,0.786,Early,Top,,,,,,,,,,,,0.0958,0.999700004,16,74,955099
NSMCE4A,chr10:121971069-121973523,chr10:121971069-121974004,-,donor,FALSE,yes,yes,288,FALSE,0.001,0.001,0.001,0.001,0.001,0.204,Late,Bottom,,,,,,,,,,,8.059321627,-3.301691519,2,-1.35500306,-5.181038085,1,,,,,,0.007,0.969099993,28,2,2935
NSRP1,chr17:30118173-30163067,chr17:30118173-30172542,+,acceptor,FALSE,no,yes,289,FALSE,0.007,0.007,0.007,0.007,0.007,0.163,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.353099999,0.997899997,32,118,54369
NUMA1,chr11:72012442-72012895,chr11:72010854-72012895,-,acceptor,TRUE,no,yes,290,FALSE,0.151,0.151,0.151,0.151,0.151,0.378,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.998700011,0.998899996,16,134,2041
NUP188,chr9:128952846-128956141,chr9:128952846-128956350,+,acceptor,FALSE,yes,no,292,FALSE,0.001,0.001,0.001,0.001,0.158,0.859,Intermediate,Top,0,0,0,0,0,0,0.47,0.886,Late,Top,,,,,,,,,,7.31,9.99,0.666999996,0.998500013,64,34,3504
NUP188,chr9:128948628-128949189,chr9:128947751-128949189,+,donor,TRUE,yes,yes,291,FALSE,0.013,0.013,0.013,0.013,0.013,0.628,Late,Top,,,,,,,,,,,4.938275557,-3.138628319,2,-3.162403266,-1.963394101,1,,,,,,0.0028,0.994,0,,1438
NUP188,chr9:128956174-128956350,chr9:128952846-128956350,+,donor,FALSE,yes,yes,292,FALSE,0.001,0.001,0.001,0.001,0.001,0.862,Intermediate,Top,0,0,0,0,0,0.217,0.421,0.776,Late,Top,-1.831088094,3.393744264,4,-3.284161193,-1.728206848,1,-2.034901667,-1.889199671,2,5.37,7.69,0.161799998,0.994400007,60,6,3504
NYNRIN,chr14:24411450-24412644,chr14:24411450-24412997,+,acceptor,FALSE,yes,no,293,FALSE,,,,,,,Early,,0.001,0.001,0.214,0.314,0.317,0.374,0.374,0.335,Early,Medium,,,,,,,,,,,,0.0071,0.986899996,24,98,1547
NYNRIN,chr14:24411451-24412593,chr14:24411450-24412997,+,acceptor,FALSE,yes,no,293,FALSE,,,,,,,Early,,0.038,0.038,0.334,0.647,0.64,0.609,0.65,0.631,Early,Top,,,,,,,,,,,,0.864000005,0.982999992,28,106,1547
NYNRIN,chr14:24412691-24412997,chr14:24411450-24412997,+,donor,TRUE,yes,yes,293,FALSE,0.006,0.149,0.58,0.804,0.942,0.991,Early,Top,0.025,0.025,0.562,0.963,0.972,0.982,0.972,0.971,Early,Top,-4.926802706,2.367648166,3,0.771956162,6.918939623,3,-1.11702757,5.491818575,1,,,0.0041,0.999500006,20,50,1547
OBSCN,chr1:228224544-228244382,chr1:228224544-228244382,+,exon_skip,FALSE,yes,yes,294,FALSE,0.012,0.012,0.012,0.012,0.012,0.465,Late,Top,,,,,,,,,,,4.989839232,-3.147453423,2,-3.056237002,-2.09945868,1,,,,,,,,,,19838
OGDHL,chr10:49749816-49750839,chr10:49747208-49750838,-,acceptor,TRUE,no,yes,296,FALSE,0.697,0.697,0.833,0.817,0.817,0.928,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,,,0.987499988,0.997800004,16,126,3630
OGDHL,chr10:49738262-49739661,chr10:49738262-49742827,-,donor,TRUE,no,yes,295,FALSE,0.774,0.774,0.887,0.896,0.89,0.986,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,,,0.999900001,0.967699999,16,14,4565
OGDHL,chr10:49747208-49749726,chr10:49747208-49750838,-,donor,TRUE,no,no,296,FALSE,0.764,0.764,0.764,0.764,0.764,0.966,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,,,0.980799991,0.978500009,0,,3630
OLFM1,chr9:135088139-135090195,chr9:135075802-135090195,+,donor,TRUE,no,yes,297,FALSE,0.071,0.071,0.071,0.071,0.071,0.551,Late,Top,,,,,,,,,,,,,,,,,,,,,,0.996699995,0.997700012,0,,14393
OSBP2,chr22:30881802-30887426,chr22:30870682-30887426,+,donor,TRUE,no,yes,298,FALSE,0.099,0.099,0.099,0.099,0.099,0.43,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.030800001,0.957800001,16,66,16744
PAOX,chr10:133389747-133390907,chr10:133389747-133391312,+,acceptor,FALSE,yes,yes,299,FALSE,0.042,0.273,0.273,0.792,0.97,0.972,Early,Top,,,,,,,,,,,-6.680072399,-6.886303362,1,0.639914333,6.745311746,3,,,,,,0.215399998,0.4822,16,50,1565
