gene_name,paste_into_igv_junction,junc_cat,baseline_PSI,contrast_PSI,comparison,strand,is_cryptic,n_significant_data
PTPRD,chr9:8492979-8499647,annotated,0.0169,0.1193,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
PTPRD,chr9:8525035-8528591,annotated,0.0393,0.1512,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
KCNT2,chr1:196317269-196326717,annotated,0.0293,0.1093,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
FAM114A2,chr5:154034968-154036241,none,0.0459,0.1442,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
MAST1,chr19:12841066-12842139,novel_acceptor,1e-04,0.1107,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
MCM9,chr6:118826864-118829048,annotated,0.0476,0.2819,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ARHGAP22,chr10:48452797-48453304,novel_acceptor,0.004,0.1166,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
ARHGAP22,chr10:48583510-48604763,novel_acceptor,4e-04,0.1554,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
ARHGAP22,chr10:48555550-48604763,annotated,0.0129,0.3025,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ARHGAP22,chr10:48555550-48604763,annotated,0.0372,0.7368,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ARHGAP22,chr10:48575658-48604763,novel_combo,8e-04,0.1503,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ARHGAP22,chr10:48583152-48583378,novel_donor,1e-04,0.2846,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
RAI2,chrX:17802034-17837537,annotated,0.038,0.1467,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
SEPTIN11,chr4:77030970-77032457,novel_acceptor,0,0.1334,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
SEPTIN11,chr4:77032553-77034497,novel_donor,0.001,0.1194,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
INSR,chr19:7169831-7170537,novel_acceptor,0.0079,0.7649,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
INSR,chr19:7168102-7169727,none,0.0011,0.4209,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
INSR,chr19:7168094-7169720,novel_donor,3e-04,0.3144,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CHID1,chr11:900980-902148,annotated,0.0199,0.5321,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
AGRN,chr1:1031899-1032232,none,0.0449,0.2244,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
AGRN,chr1:1031899-1035277,novel_donor,0.0197,0.1874,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
AGRN,chr1:1044440-1044887,none,0.0064,0.2741,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
AGRN,chr1:1051815-1053753,annotated,0.0457,0.1135,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
AGRN,chr1:1044988-1045160,none,0.0065,0.2742,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
PAX8-AS1,chr2:113256454-113259264,novel_donor,0.028,0.1307,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
DCTN1,chr2:74371728-74377432,annotated,0.0248,0.1303,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
FAM157C,chr16:90168970-90169164,none,0.0452,0.1846,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
FAM157C,chr16:90169308-90170136,none,0.0056,0.1303,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
FAM157C,chr16:90169405-90169455,none,0.0183,0.105,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
FAM157C,chr16:90169308-90170136,none,0.0091,0.169,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ENSG00000261227,chr16:73232868-73233884,annotated,0.046,0.7358,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
TARBP1,chr1:234393837-234400853,annotated,0.0452,0.1158,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
WDR35,chr2:19978167-19978751,novel_acceptor,0.0012,0.1712,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
WDR35,chr2:19975663-19977925,novel_donor,0.0036,0.4398,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,6
HPCA,chr1:32886119-32893524,annotated,0.0128,0.1094,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ESRRA,chr11:64305736-64313951,annotated,0.0216,0.1531,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
ESRRA,chr11:64305736-64313951,annotated,0.0099,0.1026,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
CLTB,chr5:176392945-176397607,annotated,0.0419,0.1752,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CLTB,chr5:176392945-176397607,annotated,0.0325,0.1395,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
STRADA,chr17:63714108-63726638,annotated,0.021,0.122,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
MYO19,chr17:36501235-36503097,annotated,0.046,0.1549,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
MYO19,chr17:36512186-36512658,novel_acceptor,9e-04,0.1439,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
MYO19,chr17:36512183-36512658,novel_acceptor,9e-04,0.1424,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CDK11A,chr1:1709640-1719358,ambig_gene,0.0354,0.2127,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,8
CDK11A,chr1:1709640-1719358,ambig_gene,0.0187,0.1265,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,8
ADGRL1,chr19:14176669-14177531,novel_acceptor,1e-04,0.1005,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
FH,chr1:241517316-241519060,annotated,0.0423,0.1484,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ARHGEF16,chr1:3469593-3470000,novel_acceptor,0.0061,0.5512,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
ARHGEF16,chr1:3472099-3472901,none,0.0019,0.1903,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ARHGEF16,chr1:3472100-3472768,none,0.0225,0.2917,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
SLC37A4,chr11:119025329-119025967,annotated,0.0497,0.1862,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
PTK2,chr8:140890769-140948666,annotated,0.0341,0.1338,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
KNDC1,chr10:133160569-133161067,novel_acceptor,0.0315,0.1464,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
KNDC1,chr10:133160569-133161091,novel_acceptor,0.015,0.1041,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
KNDC1,chr10:133207351-133208723,novel_acceptor,2e-04,0.2686,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
KNDC1,chr10:133166939-133167381,novel_donor,0.0043,0.203,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
SCFD2,chr4:53143787-53145333,novel_acceptor,0.0016,0.1472,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
SCRT1,chr8:144334116-144335157,novel_donor,0.0125,0.2178,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
SYNE1,chr6:152247944-152249161,novel_acceptor,5e-04,0.2951,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
SYNE1,chr6:152244656-152247823,novel_donor,5e-04,0.2395,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
UNC5C,chr4:95222266-95242429,annotated,0.0339,0.1262,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
UNC5C,chr4:95220176-95222210,annotated,0.0373,0.1472,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ZNF345,chr19:36850968-36892818,ambig_gene,7e-04,0.2326,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ZNF345,chr19:36850968-36892818,ambig_gene,6e-04,0.2189,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
STX16-NPEPL1,chr20:58694592-58694812,ambig_gene,1e-04,0.3535,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
STX16-NPEPL1,chr20:58694593-58694811,none,0.0086,0.4481,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
STX16-NPEPL1,chr20:58694883-58698684,ambig_gene,1e-04,0.1013,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
STX16-NPEPL1,chr20:58694884-58698683,none,0.0085,0.5683,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
NRXN3,chr14:79663949-79697630,annotated,0.0373,0.3102,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
NRXN3,chr14:79805190-79861039,annotated,0.0492,0.1418,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
NRXN3,chr14:79805199-79861039,annotated,0.0408,0.1209,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
NRXN3,chr14:79805199-79861039,annotated,0.0491,0.1338,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
RSRP1,chr1:25243633-25245150,annotated,0.0415,0.1186,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
RALY,chr20:34072331-34072866,none,0.0383,0.1798,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
RALY,chr20:34072915-34073562,none,0.0386,0.1746,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
KLHL1,chr13:69975802-70044786,novel_donor,0.0277,0.1384,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
GOLGA7B,chr10:97866951-97867732,none,0.0083,0.2389,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
GOLGA7B,chr10:97866951-97871066,novel_donor,0.0012,0.1727,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
GOLGA7B,chr10:97866951-97871066,novel_donor,7e-04,0.2079,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
FGF11,chr17:7438530-7441471,annotated,0.0485,0.2403,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
WASH7P,chr1:24891-29321,novel_donor,0.0277,0.1188,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ENSG00000291203,chr4:119494523-119499742,novel_acceptor,0.0423,0.184,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ICA1,chr7:8142055-8143875,annotated,0.0405,0.2628,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
ICA1,chr7:8141817-8141969,annotated,0.0322,0.2412,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
PLEKHA8P1,chr12:45174642-45176244,annotated,0.0067,0.1467,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
LRFN2,chr6:40433131-40453589,novel_donor,0.0493,0.2456,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CDON,chr11:125981314-125983872,novel_acceptor,0.0018,0.2912,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
SLC9A3,chr5:475671-476020,annotated,0.0213,0.129,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
SLC9A3,chr5:473382-475561,annotated,0.0251,0.1573,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CHGB,chr20:5911683-5912562,none,0.0174,0.1383,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
CHGB,chr20:5914713-5916326,annotated,0.001,0.1023,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
PPP6R1,chr19:55240492-55240944,none,0.0397,0.1517,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
EPB41L4A,chr5:112267284-112275326,novel_acceptor,2e-04,0.8247,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
EPB41L4A,chr5:112266330-112267210,novel_donor,2e-04,0.8329,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
ENSG00000198211,chr16:89920737-89932571,annotated,0.0399,0.1093,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
ENSG00000268361,chr19:43587692-43591635,none,0.002,0.1344,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
IQCE,chr7:2559217-2562526,novel_acceptor,4e-04,0.1194,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
IQCE,chr7:2559217-2564878,novel_acceptor,4e-04,0.7027,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
IQCE,chr7:2565071-2567116,novel_donor,9e-04,0.8175,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
DOCK7,chr1:62543745-62552732,annotated,0.0259,0.1484,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
DOCK7,chr1:62543745-62552732,annotated,0.0386,0.1646,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ATL2,chr2:38296113-38298144,annotated,0.023,0.1044,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ATL2,chr2:38296113-38298144,annotated,0.0321,0.1344,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
PILRB,chr7:100353270-100353895,annotated,0.044,0.1489,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
ZNF385D,chr3:21562095-21564574,annotated,0.0102,0.1483,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
LRP8,chr1:53271346-53274643,novel_donor,0.0055,0.242,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
LRP8,chr1:53274820-53275631,novel_acceptor,0.0181,0.1193,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,6
SEMA4D,chr9:89479825-89497919,novel_acceptor,0.0133,0.1239,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ZNF521,chr18:25160673-25195159,none,9e-04,0.328,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
ENSG00000272368,chr12:50112301-50165026,annotated,0.039,0.236,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
MON2,chr12:62543198-62544898,annotated,0.033,0.128,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
MON2,chr12:62543198-62544898,annotated,0.033,0.1279,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
DLGAP4,chr20:36499321-36499588,annotated,0.0298,0.1051,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
PPM1H,chr12:62689807-62693935,none,0.0165,0.2119,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
VPS29,chr12:110499546-110502049,annotated,0.0475,0.2065,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
VPS29,chr12:110496203-110499535,annotated,0.0376,0.1739,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CDO1,chr5:115813954-115816228,annotated,0.0068,0.3328,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,6
CDO1,chr5:115813258-115813898,annotated,0.0214,0.4941,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,6
DGKI,chr7:137521966-137552369,annotated,0.0201,0.1573,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ISLR2,chr15:74130666-74131080,none,0.0455,0.1336,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
EXOC1,chr4:55864386-55868336,annotated,0.0416,0.1614,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
EXOC1,chr4:55864386-55868336,annotated,0.0384,0.1462,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
CEP192,chr18:13019206-13048859,novel_exon_skip,0.0226,0.1247,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
NUP210,chr3:13366091-13375504,novel_exon_skip,0.0059,0.4025,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
NUP210,chr3:13366091-13375504,novel_exon_skip,0.0049,0.3432,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
NOL9,chr1:6533441-6549571,novel_exon_skip,0.0345,0.1454,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
FOXK1,chr7:4682868-4737318,novel_acceptor,2e-04,0.1094,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
FOXK1,chr7:4737421-4740838,novel_donor,3e-04,0.1491,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
CPNE7,chr16:89580627-89580789,none,0.0475,0.1227,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
RALGAPA2,chr20:20491001-20495117,novel_acceptor,0.0011,0.3388,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
RALGAPA2,chr20:20472956-20490914,novel_donor,0.0011,0.4692,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,3
RALGAPA2,chr20:20591315-20598678,none,0.0456,0.1088,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ZNF420,chr19:37078570-37127128,novel_exon_skip,0.0064,0.1151,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
ZNF420,chr19:37078570-37127128,novel_exon_skip,0.0093,0.1628,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
PSD,chr10:102418046-102418701,novel_acceptor,1e-04,0.3993,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,6
PSD,chr10:102417121-102417940,novel_donor,1e-04,0.2789,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
PLCB4,chr20:9403121-9405313,annotated,0.0331,0.1267,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
PUS7L,chr12:43755261-43758693,novel_exon_skip,0.004,0.1125,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
KIAA1109,chr4:122325917-122328104,annotated,0.0403,0.1763,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
G3BP1,chr5:151786715-151787765,annotated,0.0126,0.2416,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
G3BP1,chr5:151787794-151790323,annotated,0.0119,0.2481,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
PAOX,chr10:133389747-133390907,ambig_gene,0.0029,0.9281,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
CEP112,chr17:66030023-66062963,novel_exon_skip,0.0448,0.2053,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
POLR1C,chr6:43521048-43529249,annotated,0.0334,0.141,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
LRRN1,chr3:3799919-3801042,novel_acceptor,0.0232,0.1182,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
CHPT1,chr12:101716812-101720123,annotated,0.0387,0.1455,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
MBNL2,chr13:97334440-97338647,novel_acceptor,4e-04,0.2264,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
MBNL2,chr13:97334441-97343015,none,0.0241,0.2474,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
MBNL2,chr13:97334441-97343015,none,0.0242,0.2925,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
ASAP1,chr8:130159964-130167536,annotated,0.0484,0.1722,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CFAP20DC,chr3:58734558-58806395,novel_exon_skip,0.0467,0.1293,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
CEP83,chr12:94410679-94411697,novel_acceptor,0.0013,0.1593,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
CEP83,chr12:94403262-94410621,novel_donor,0.0083,0.1355,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
ENSG00000259692,chr15:81870705-81995205,none,0.0454,0.1145,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
SSH1,chr12:108823361-108857428,novel_exon_skip,0.0193,0.1214,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
SSH1,chr12:108823361-108857428,novel_exon_skip,0.0213,0.138,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
SORBS2,chr4:185666187-185668489,none,0.0196,0.1845,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
ISL2,chr15:76336941-76340276,novel_exon_skip,0.0071,0.2075,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
ISL2,chr15:76336941-76340276,novel_exon_skip,0.009,0.253,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
ZNF382,chr19:36605446-36607552,annotated,0.0183,0.1856,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
ZNF382,chr19:36605521-36607552,novel_donor,0.0044,0.2645,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
NADSYN1,chr11:71474526-71476033,annotated,0.0235,0.1008,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
NADSYN1,chr11:71485324-71485542,novel_donor,9e-04,0.1049,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
NADSYN1,chr11:71484448-71485541,none,0.0148,0.3443,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
GRM3,chr7:86644872-86786261,annotated,0.016,0.1854,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
MAPKAPK5,chr12:111894726-111896203,none,0.0084,0.1852,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
RANBP1,chr22:20122421-20122580,annotated,0.0013,0.1757,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
RANBP1,chr22:20122697-20125308,annotated,0.0019,0.185,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ZNF423,chr16:49640505-49730771,novel_acceptor,0.0013,0.3211,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
ZNF423,chr16:49638874-49640443,novel_donor,0.0011,0.3761,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
SHLD1,chr20:5773043-5773132,annotated,0.0361,0.1496,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ZNF529,chr19:36572392-36573043,novel_donor,0.0015,0.599,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
ZNF529,chr19:36572392-36573043,novel_donor,0.0016,0.6573,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,5
C1orf53,chr1:197903119-197905796,novel_donor,0.0349,0.1867,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
ARPC4-TTLL3,chr3:9827068-9828960,ambig_gene,0.0277,0.1016,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
AACSP1,chr5:178785308-178787068,novel_acceptor,0.0057,0.2911,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
AACSP1,chr5:178776276-178785269,novel_donor,6e-04,0.1973,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
RIN2,chr20:19968424-19970838,novel_donor,2e-04,0.1125,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
ANO3,chr11:26624498-26624943,novel_acceptor,0.0039,0.1049,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
FEZ1,chr11:125489822-125495836,annotated,0.0267,0.3174,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
SETD5,chr3:9466249-9467230,none,0.0424,0.1528,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
SETD5,chr3:9468615-9470459,novel_donor,0.001,0.2479,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,7
SETD5,chr3:9468616-9470458,none,0.0404,0.166,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
LRRC37B,chr17:32024783-32027768,none,0.0394,0.2521,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,3
TRRAP,chr7:98881250-98881695,novel_acceptor,2e-04,0.4488,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
TRRAP,chr7:98881736-98881975,novel_donor,2e-04,0.4225,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,5
MYO18A,chr17:29131442-29140340,novel_acceptor,0.001,0.5525,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
MYO18A,chr17:29131442-29165942,novel_acceptor,0.0015,0.4844,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
MYO18A,chr17:29122253-29131383,novel_exon_skip,0.0032,0.144,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
MYO18A,chr17:29124688-29131383,novel_exon_skip,0.0142,0.5939,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
MYO18A,chr17:29124688-29130372,novel_donor,0.0013,0.159,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
ARMH1,chr1:44704173-44723219,novel_acceptor,0.0289,0.7191,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,2
PLCXD2,chr3:111714129-111720722,none,0.0359,0.1249,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
ENSG00000273154,chr20:63709164-63732003,ambig_gene,2e-04,0.3345,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,6
ENSG00000273154,chr20:63732045-63733219,ambig_gene,3e-04,0.3901,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,6
IGSF21,chr1:18228010-18281081,novel_acceptor,6e-04,0.3921,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
IGSF21,chr1:18291987-18292545,novel_acceptor,0.0059,0.2241,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,1
IGSF21,chr1:18281170-18291866,novel_donor,3e-04,0.2594,controlvargaslmneuron-tdp43kdvargaslmneuron,+,TRUE,4
DST,chr6:56529774-56529974,annotated,0.0276,0.1487,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
DST,chr6:56609344-56610427,annotated,0.033,0.1241,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
DST,chr6:56528925-56529448,annotated,0.0379,0.1663,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,1
PTPRN2,chr7:158040550-158081298,novel_acceptor,4e-04,0.3002,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
PTPRN2,chr7:158100856-158110829,novel_acceptor,0.0211,0.1284,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,2
PTPRN2,chr7:158249647-158316819,novel_acceptor,7e-04,0.1335,controlvargaslmneuron-tdp43kdvargaslmneuron,-,TRUE,4
