paste_into_igv_junction,color_gene_name,Control_Control,Cycloheximide_Control,Control_TDP43KD,Cycloheximide_TDP43KD,normal_cryptic_chx,chx_cryptic,chx_effect,gene_name,gene_id,ensgene
chr10:77856892-77926217,non-NMD rescued,0.0058,0.0061,0.0731,0.1334,FALSE,TRUE,Dark cryptic,DLG5,ENSG00000151208.17,ENSG00000151208
chr10:77792543-77793165,NMD rescued,0.012,0.0038,0.1639,0.4483,TRUE,TRUE,NMD rescued,DLG5,ENSG00000151208.17,ENSG00000151208
chr10:77792544-77793164,non-NMD rescued,0.024,0.0051,0.2224,0.1128,TRUE,TRUE,non-NMD rescued,DLG5,ENSG00000151208.17,ENSG00000151208
chr4:129076657-129082306,non-NMD rescued,0.0063,0.0475,0.0505,0.1176,FALSE,TRUE,Dark cryptic,SCLT1,ENSG00000151466.12,ENSG00000151466
chr2:9350895-9356024,NMD rescued,0.0044,0.0327,0.0242,0.1498,FALSE,TRUE,Dark cryptic,ASAP2,ENSG00000151693.11,ENSG00000151693
chr4:183268740-183268971,non-NMD rescued,0.0093,0.0126,0.024,0.111,FALSE,TRUE,Dark cryptic,WWC2,ENSG00000151718.16,ENSG00000151718
chrX:38320634-38321027,NMD rescued,0.0122,0.0012,0.0045,0.1704,FALSE,TRUE,Dark cryptic,RPGR,ENSG00000156313.15,ENSG00000156313
chr1:174305127-174320503,non-NMD rescued,0.0455,0.029,0.1128,0.1004,TRUE,TRUE,non-NMD rescued,RABGAP1L,ENSG00000152061.24,ENSG00000152061
chr18:45916582-45922341,non-NMD rescued,0.0436,0.0417,0.3071,0.106,TRUE,TRUE,non-NMD rescued,EPG5,ENSG00000152223.15,ENSG00000152223
chrX:38318987-38320498,NMD rescued,0.0122,0.0012,0.0393,0.1748,FALSE,TRUE,Dark cryptic,RPGR,ENSG00000156313.15,ENSG00000156313
chr13:98436102-98437765,non-NMD rescued,0.0257,0.0406,0.0273,0.1177,FALSE,TRUE,Dark cryptic,FARP1,ENSG00000152767.17,ENSG00000152767
chr13:98439197-98439960,NMD rescued,0.0064,0.0358,0.0137,0.147,FALSE,TRUE,Dark cryptic,FARP1,ENSG00000152767.17,ENSG00000152767
chr13:98440837-98445152,NMD rescued,0.0055,0.0263,0.0013,0.1392,FALSE,TRUE,Dark cryptic,FARP1,ENSG00000152767.17,ENSG00000152767
chr13:98437859-98438803,non-NMD rescued,0.0259,0.0453,0.0301,0.1154,FALSE,TRUE,Dark cryptic,FARP1,ENSG00000152767.17,ENSG00000152767
chr2:111121188-111150044,non-NMD rescued,0.0279,0.041,0.1206,0.163,TRUE,TRUE,non-NMD rescued,BCL2L11,ENSG00000153094.24,ENSG00000153094
chr12:70644060-70656704,non-NMD rescued,0.0317,0.0461,0.0918,0.1184,FALSE,TRUE,non-NMD rescued,PTPRR,ENSG00000153233.13,ENSG00000153233
chr12:70698349-70699858,NMD rescued,0.0048,0.0331,8e-04,0.1142,FALSE,TRUE,Dark cryptic,PTPRR,ENSG00000153233.13,ENSG00000153233
chr8:130361788-130401885,non-NMD rescued,0.0141,0.0296,0.0561,0.1257,FALSE,TRUE,Dark cryptic,ASAP1,ENSG00000153317.15,ENSG00000153317
chr16:81672070-81691775,NMD rescued,0.006,0.0162,0.0271,0.1608,FALSE,TRUE,Dark cryptic,CMIP,ENSG00000153815.17,ENSG00000153815
chr19:33798766-33800138,NMD rescued,0.0012,3e-04,0.1201,0.2447,TRUE,TRUE,NMD rescued,KCTD15,ENSG00000153885.15,ENSG00000153885
chr19:33800186-33800428,non-NMD rescued,0.0011,2e-04,0.0982,0.1819,FALSE,TRUE,Dark cryptic,KCTD15,ENSG00000153885.15,ENSG00000153885
chr19:33800188-33800428,non-NMD rescued,0.0011,2e-04,0.0786,0.1608,FALSE,TRUE,Dark cryptic,KCTD15,ENSG00000153885.15,ENSG00000153885
chr3:17081424-17089733,non-NMD rescued,0.0263,0.0234,0.0049,0.1025,FALSE,TRUE,Dark cryptic,PLCL2,ENSG00000154822.18,ENSG00000154822
chr2:99167712-99169550,non-NMD rescued,0.0472,0.0108,0.1624,0.1144,TRUE,TRUE,non-NMD rescued,MITD1,ENSG00000158411.11,ENSG00000158411
chr7:157875627-157898673,NMD rescued,0.0411,0.001,0.0206,0.1757,FALSE,TRUE,Dark cryptic,PTPRN2,ENSG00000155093.19,ENSG00000155093
chr7:158249647-158316819,non-NMD rescued,0.0022,9e-04,0.0682,0.1401,FALSE,TRUE,Dark cryptic,PTPRN2,ENSG00000155093.19,ENSG00000155093
chr7:158110915-158126814,non-NMD rescued,0.0027,7e-04,0.1641,0.2235,TRUE,TRUE,NMD rescued,PTPRN2,ENSG00000155093.19,ENSG00000155093
chr7:158205273-158249607,non-NMD rescued,0.0014,6e-04,0.099,0.1778,FALSE,TRUE,Dark cryptic,PTPRN2,ENSG00000155093.19,ENSG00000155093
chr6:110622912-110623363,NMD rescued,0.0075,0.0371,0.0705,0.2495,FALSE,TRUE,Dark cryptic,CDK19,ENSG00000155111.15,ENSG00000155111
chr21:32688367-32693172,NMD rescued,0.0132,0.0497,0.0071,0.1097,FALSE,TRUE,Dark cryptic,SYNJ1,ENSG00000159082.18,ENSG00000159082
chr8:94739790-94761700,non-NMD rescued,0.0178,0.0403,0.0398,0.1021,FALSE,TRUE,Dark cryptic,DPY19L4,ENSG00000156162.16,ENSG00000156162
chr21:36900640-36930251,NMD rescued,0.0473,0.0388,0.0048,0.1227,FALSE,TRUE,Dark cryptic,HLCS,ENSG00000159267.17,ENSG00000159267
chr21:36897131-36900592,NMD rescued,0.006,0.0441,0.001,0.1208,FALSE,TRUE,Dark cryptic,HLCS,ENSG00000159267.17,ENSG00000159267
chr3:126914750-126953025,NMD rescued,0.0026,0.0306,8e-04,0.1054,FALSE,TRUE,Dark cryptic,CHCHD6,ENSG00000159685.11,ENSG00000159685
chr21:42759418-42760328,NMD rescued,0.0078,0.0016,0.0209,0.279,FALSE,TRUE,Dark cryptic,PDE9A,ENSG00000160191.18,ENSG00000160191
chr21:42759419-42760327,non-NMD rescued,0.0078,0.0016,0.4728,0.2404,TRUE,TRUE,non-NMD rescued,PDE9A,ENSG00000160191.18,ENSG00000160191
chr21:44337667-44339122,non-NMD rescued,0.0148,0.0096,0.0147,0.1102,FALSE,TRUE,Dark cryptic,CFAP410,ENSG00000160226.16,ENSG00000160226
chr5:141854436-141863232,non-NMD rescued,0.0057,0.0154,0.0301,0.1021,FALSE,TRUE,Dark cryptic,PCDH1,ENSG00000156453.14,ENSG00000156453
chr8:96245931-96250906,NMD rescued,0.0222,0.0188,0.029,0.1872,FALSE,TRUE,Dark cryptic,MTERF3,ENSG00000156469.9,ENSG00000156469
chr21:46556091-46556403,non-NMD rescued,0.0238,0.0417,0.2653,0.1398,TRUE,TRUE,non-NMD rescued,DIP2A,ENSG00000160305.18,ENSG00000160305
chr16:30751259-30751549,non-NMD rescued,0.0014,0.0314,0.0064,0.1035,FALSE,TRUE,Dark cryptic,PHKG2,ENSG00000156873.16,ENSG00000156873
chr1:53271346-53274643,NMD rescued,0.029,0.0132,0.0704,0.204,FALSE,TRUE,Dark cryptic,LRP8,ENSG00000157193.18,ENSG00000157193
chr1:53271346-53274483,NMD rescued,0.0018,6e-04,0.04,0.1644,FALSE,TRUE,Dark cryptic,LRP8,ENSG00000157193.18,ENSG00000157193
chr3:46989593-46991840,non-NMD rescued,0.0103,0.0487,0.049,0.1351,FALSE,TRUE,Dark cryptic,NBEAL2,ENSG00000160796.18,ENSG00000160796
chr8:144512062-144512144,non-NMD rescued,0.0182,0.0389,0.0229,0.1051,FALSE,TRUE,Dark cryptic,RECQL4,ENSG00000160957.14,ENSG00000160957
chr7:139231952-139232290,NMD rescued,0.0215,0.0247,0.0028,0.1082,FALSE,TRUE,Dark cryptic,UBN2,ENSG00000157741.15,ENSG00000157741
chr2:152633651-152636427,NMD rescued,0.0038,0.0098,0.0012,0.1086,FALSE,TRUE,Dark cryptic,FMNL2,ENSG00000157827.20,ENSG00000157827
chr9:95111638-95114134,non-NMD rescued,0.0112,0.0087,0.0611,0.139,FALSE,TRUE,Dark cryptic,FANCC,ENSG00000158169.13,ENSG00000158169
chr9:95114711-95117314,non-NMD rescued,0.0132,0.0204,0.0666,0.1551,FALSE,TRUE,Dark cryptic,FANCC,ENSG00000158169.13,ENSG00000158169
chr19:48342809-48343253,NMD rescued,0.0123,0.0288,0.0032,0.144,FALSE,TRUE,Dark cryptic,TMEM143,ENSG00000161558.11,ENSG00000161558
chr1:161118150-161122080,NMD rescued,0.003,0.0235,6e-04,0.1123,FALSE,TRUE,Dark cryptic,NIT1,ENSG00000158793.14,ENSG00000158793
chr15:76336941-76340276,NMD rescued,0.0278,0.0396,0.237,0.6369,TRUE,TRUE,NMD rescued,ISL2,ENSG00000159556.10,ENSG00000159556
chr4:1213605-1215991,NMD rescued,0.0015,0.0436,0.0126,0.1317,FALSE,TRUE,Dark cryptic,CTBP1,ENSG00000159692.16,ENSG00000159692
chr1:55078651-55081322,NMD rescued,0.0083,0.0151,0.1538,0.2698,TRUE,TRUE,NMD rescued,USP24,ENSG00000162402.14,ENSG00000162402
chr1:77979293-78005080,NMD rescued,0.0072,0.0364,0.0246,0.1624,FALSE,TRUE,Dark cryptic,DNAJB4,ENSG00000162616.9,ENSG00000162616
chr1:98662803-98674309,non-NMD rescued,0.0058,0.0329,0.0072,0.1044,FALSE,TRUE,Dark cryptic,SNX7,ENSG00000162627.17,ENSG00000162627
chr1:162770512-162771855,non-NMD rescued,0.0157,0.0481,0.0149,0.1128,FALSE,TRUE,Dark cryptic,DDR2,ENSG00000162733.19,ENSG00000162733
chr4:1213605-1215991,non-NMD rescued,0.001,0.0408,0.0125,0.1079,FALSE,TRUE,Dark cryptic,CTBP1,ENSG00000159692.16,ENSG00000159692
chr16:67401068-67416171,non-NMD rescued,0.0143,0.0037,0.1609,0.2043,TRUE,TRUE,non-NMD rescued,ZDHHC1,ENSG00000159714.12,ENSG00000159714
chr16:67401065-67416171,non-NMD rescued,0.0143,0.0037,0.1423,0.1694,TRUE,TRUE,non-NMD rescued,ZDHHC1,ENSG00000159714.12,ENSG00000159714
chr16:67654010-67654149,non-NMD rescued,0.0055,0.0409,0.0021,0.1018,FALSE,TRUE,Dark cryptic,CARMIL2,ENSG00000159753.14,ENSG00000159753
chr2:73263308-73263938,non-NMD rescued,0.0118,0.0339,0.0496,0.1144,FALSE,TRUE,Dark cryptic,FBXO41,ENSG00000163013.12,ENSG00000163013
chr21:46388884-46390670,NMD rescued,0.0143,0.0457,0.022,0.1339,FALSE,TRUE,Dark cryptic,PCNT,ENSG00000160299.17,ENSG00000160299
chr17:29534300-29534874,non-NMD rescued,0.0048,5e-04,0.1817,0.2309,TRUE,TRUE,non-NMD rescued,TAOK1,ENSG00000160551.12,ENSG00000160551
chr17:29534928-29542561,non-NMD rescued,0.0072,7e-04,0.1646,0.228,TRUE,TRUE,NMD rescued,TAOK1,ENSG00000160551.12,ENSG00000160551
chr8:144500761-144501129,NMD rescued,0.0116,0.0464,0.0021,0.1258,FALSE,TRUE,Dark cryptic,PPP1R16A,ENSG00000160972.10,ENSG00000160972
chr3:129483682-129483926,NMD rescued,0.0155,0.0022,0.5432,0.8347,TRUE,TRUE,NMD rescued,IFT122,ENSG00000163913.13,ENSG00000163913
chr3:129469938-129476315,non-NMD rescued,0.0082,0.0421,0.0231,0.1161,FALSE,TRUE,Dark cryptic,IFT122,ENSG00000163913.13,ENSG00000163913
chr19:50689279-50689705,non-NMD rescued,0.0071,8e-04,0.039,0.1167,FALSE,TRUE,Dark cryptic,SHANK1,ENSG00000161681.16,ENSG00000161681
chr17:7440935-7441471,non-NMD rescued,0.0053,0.0375,0.0684,0.102,FALSE,TRUE,non-NMD rescued,FGF11,ENSG00000161958.11,ENSG00000161958
chr16:655703-656732,NMD rescued,0.0227,0.0146,0.0037,0.158,FALSE,TRUE,Dark cryptic,WDR90,ENSG00000161996.19,ENSG00000161996
chr3:48410383-48410455,non-NMD rescued,0.0049,0.0379,0.0834,0.1024,FALSE,TRUE,non-NMD rescued,PLXNB1,ENSG00000164050.13,ENSG00000164050
chr3:48413169-48413458,NMD rescued,0.0174,0.02,0.0346,0.2747,FALSE,TRUE,Dark cryptic,PLXNB1,ENSG00000164050.13,ENSG00000164050
chr11:64362002-64368132,NMD rescued,0.0125,0.0491,0.0589,0.1748,FALSE,TRUE,Dark cryptic,RPS6KA4,ENSG00000162302.13,ENSG00000162302
chr11:64362002-64368132,non-NMD rescued,0.0171,0.0341,0.0496,0.1108,FALSE,TRUE,Dark cryptic,RPS6KA4,ENSG00000162302.13,ENSG00000162302
chr3:49699772-49700472,NMD rescued,0.0143,0.0454,0.009,0.1216,FALSE,TRUE,Dark cryptic,RNF123,ENSG00000164068.16,ENSG00000164068
chr4:152882880-152885399,NMD rescued,0.0254,0.0498,0.0224,0.1312,FALSE,TRUE,Dark cryptic,ARFIP1,ENSG00000164144.16,ENSG00000164144
chr5:96784080-96785823,non-NMD rescued,0.0098,0.0298,0.0352,0.1069,FALSE,TRUE,Dark cryptic,ERAP1,ENSG00000164307.13,ENSG00000164307
chr5:38964892-38965986,non-NMD rescued,0.0455,0.0271,0.0118,0.1024,FALSE,TRUE,Dark cryptic,RICTOR,ENSG00000164327.13,ENSG00000164327
chr1:246634587-246647139,non-NMD rescued,0.0069,6e-04,0.0882,0.1121,FALSE,TRUE,non-NMD rescued,CNST,ENSG00000162852.14,ENSG00000162852
chr7:43619723-43623762,non-NMD rescued,0.0229,0.0335,0.1039,0.1303,TRUE,TRUE,non-NMD rescued,STK17A,ENSG00000164543.7,ENSG00000164543
chr7:45622743-45625299,NMD rescued,0.0035,0.0036,0.6764,0.7917,TRUE,TRUE,NMD rescued,ADCY1,ENSG00000164742.16,ENSG00000164742
chr7:45625377-45648670,non-NMD rescued,0.0013,0.0013,0.47,0.5341,TRUE,TRUE,NMD rescued,ADCY1,ENSG00000164742.16,ENSG00000164742
chr7:45625430-45648670,non-NMD rescued,0.0013,0.0013,0.2509,0.2107,TRUE,TRUE,non-NMD rescued,ADCY1,ENSG00000164742.16,ENSG00000164742
chr4:83421736-83423358,NMD rescued,0.0208,0.0356,0.0046,0.1345,FALSE,TRUE,Dark cryptic,HELQ,ENSG00000163312.11,ENSG00000163312
chr7:1444874-1446713,NMD rescued,0.0109,0.0272,0.0024,0.1784,FALSE,TRUE,Dark cryptic,MICALL2,ENSG00000164877.19,ENSG00000164877
chr7:4682868-4737318,NMD rescued,0.0132,0.0031,0.1068,0.3968,TRUE,TRUE,NMD rescued,FOXK1,ENSG00000164916.11,ENSG00000164916
chr7:4737421-4740838,NMD rescued,0.0132,0.0031,0.19,0.4914,TRUE,TRUE,NMD rescued,FOXK1,ENSG00000164916.11,ENSG00000164916
chr3:108585749-108587446,non-NMD rescued,0.0208,0.0389,0.1727,0.1362,TRUE,TRUE,non-NMD rescued,CIP2A,ENSG00000163507.14,ENSG00000163507
chr4:84879494-84896911,non-NMD rescued,0.0357,0.0376,0.1985,0.1399,TRUE,TRUE,non-NMD rescued,WDFY3,ENSG00000163625.16,ENSG00000163625
chr4:86672543-86674457,non-NMD rescued,0.0371,0.0034,0.1755,0.1998,TRUE,TRUE,non-NMD rescued,PTPN13,ENSG00000163629.13,ENSG00000163629
chrX:15328313-15331216,non-NMD rescued,0.0256,0.0472,0.2118,0.1466,TRUE,TRUE,non-NMD rescued,PIGA,ENSG00000165195.16,ENSG00000165195
chr10:49386858-49388969,NMD rescued,0.0061,0.0475,0.0081,0.1092,FALSE,TRUE,Dark cryptic,DRGX,ENSG00000165606.10,ENSG00000165606
chr4:1366431-1380047,NMD rescued,0.0278,0.0445,0.0038,0.1128,FALSE,TRUE,Dark cryptic,UVSSA,ENSG00000163945.19,ENSG00000163945
chr3:196483891-196486533,non-NMD rescued,0.011,0.0288,0.005,0.1009,FALSE,TRUE,Dark cryptic,RNF168,ENSG00000163961.4,ENSG00000163961
chr4:174318665-174331482,NMD rescued,0.0064,0.0462,0.055,0.2346,FALSE,TRUE,Dark cryptic,CEP44,ENSG00000164118.13,ENSG00000164118
chr6:107225064-107245548,non-NMD rescued,0.0185,0.0028,0.0055,0.1001,FALSE,TRUE,Dark cryptic,PDSS2,ENSG00000164494.12,ENSG00000164494
chr8:80798827-80821374,NMD rescued,9e-04,0.0477,0.0199,0.1619,FALSE,TRUE,Dark cryptic,ZNF704,ENSG00000164684.13,ENSG00000164684
chr7:892418-895334,non-NMD rescued,0.0016,0.0031,0.0435,0.1015,FALSE,TRUE,Dark cryptic,SUN1,ENSG00000164828.18,ENSG00000164828
chr7:892418-895334,non-NMD rescued,0.0016,0.0031,0.0435,0.1015,FALSE,TRUE,Dark cryptic,GET4,ENSG00000239857.7,ENSG00000239857
chr11:8776402-8811247,non-NMD rescued,0.0026,5e-04,0.0981,0.1148,FALSE,TRUE,non-NMD rescued,DENND2B,ENSG00000166444.19,ENSG00000166444
chr8:124330792-124344898,non-NMD rescued,0.0146,0.0379,0.0034,0.1014,FALSE,TRUE,Dark cryptic,TMEM65,ENSG00000164983.8,ENSG00000164983
chr6:18213781-18214506,non-NMD rescued,0.0035,0.0015,0.0816,0.1688,FALSE,TRUE,Dark cryptic,KDM1B,ENSG00000165097.16,ENSG00000165097
chr6:18213781-18214509,NMD rescued,0.0035,0.0015,0.0246,0.2168,FALSE,TRUE,Dark cryptic,KDM1B,ENSG00000165097.16,ENSG00000165097
chr6:18214678-18215007,NMD rescued,0.0035,0.0015,0.002,0.3599,FALSE,TRUE,Dark cryptic,KDM1B,ENSG00000165097.16,ENSG00000165097
chr9:36599486-36604015,non-NMD rescued,0.0128,0.0402,0.0249,0.1132,FALSE,TRUE,Dark cryptic,MELK,ENSG00000165304.8,ENSG00000165304
chr9:36604116-36607579,NMD rescued,0.0194,0.0465,0.0601,0.168,FALSE,TRUE,Dark cryptic,MELK,ENSG00000165304.8,ENSG00000165304
chr7:100489666-100490173,non-NMD rescued,0.004,0.0299,0.0443,0.1003,FALSE,TRUE,Dark cryptic,NYAP1,ENSG00000166924.9,ENSG00000166924
chr17:50461686-50461820,non-NMD rescued,0.0217,0.0038,0.8393,0.8924,TRUE,TRUE,NMD rescued,ACSF2,ENSG00000167107.13,ENSG00000167107
chr17:50461885-50462184,non-NMD rescued,0.0217,0.0038,0.8988,0.8745,TRUE,TRUE,non-NMD rescued,ACSF2,ENSG00000167107.13,ENSG00000167107
chrX:341479-341926,NMD rescued,0.025,0.0182,0.009,0.2283,FALSE,TRUE,Dark cryptic,PPP2R3B,ENSG00000167393.18,ENSG00000167393
chr12:49041990-49042561,NMD rescued,0.0045,0.0493,0.0066,0.1232,FALSE,TRUE,Dark cryptic,KMT2D,ENSG00000167548.17,ENSG00000167548
chr19:4491835-4492015,non-NMD rescued,8e-04,2e-04,0.5612,0.3993,TRUE,TRUE,non-NMD rescued,HDGFL2,ENSG00000167674.15,ENSG00000167674
chr19:4492152-4493703,non-NMD rescued,8e-04,2e-04,0.5347,0.423,TRUE,TRUE,non-NMD rescued,HDGFL2,ENSG00000167674.15,ENSG00000167674
chr10:70816126-70844473,non-NMD rescued,0.034,0.0247,0.0552,0.1185,FALSE,TRUE,Dark cryptic,SGPL1,ENSG00000166224.17,ENSG00000166224
chr11:6641733-6645488,NMD rescued,0.0083,0.0067,0.0621,0.2388,FALSE,TRUE,Dark cryptic,DCHS1,ENSG00000166341.9,ENSG00000166341
chr17:76937368-76937988,non-NMD rescued,0.0023,0.0012,0.9,0.9535,TRUE,TRUE,NMD rescued,MGAT5B,ENSG00000167889.13,ENSG00000167889
chr11:8097425-8097584,NMD rescued,0.0031,0.0159,0.0252,0.1471,FALSE,TRUE,Dark cryptic,TUB,ENSG00000166402.9,ENSG00000166402
chr11:8100997-8103495,non-NMD rescued,0.0014,0.0285,0.0098,0.1004,FALSE,TRUE,Dark cryptic,TUB,ENSG00000166402.9,ENSG00000166402
chr11:74845395-74848115,NMD rescued,0.0185,0.0194,0.0359,0.1845,FALSE,TRUE,Dark cryptic,XRRA1,ENSG00000166435.16,ENSG00000166435
chr11:74851203-74852034,non-NMD rescued,0.0202,0.023,0.1198,0.1073,TRUE,TRUE,non-NMD rescued,XRRA1,ENSG00000166435.16,ENSG00000166435
chr16:71807847-71808015,non-NMD rescued,0.0167,0.0023,0.0439,0.1339,FALSE,TRUE,Dark cryptic,AP1G1,ENSG00000166747.13,ENSG00000166747
chr2:241668685-241668875,NMD rescued,0.0026,3e-04,0.3165,0.5524,TRUE,TRUE,NMD rescued,ATG4B,ENSG00000168397.17,ENSG00000168397
chr2:241668985-241670726,NMD rescued,0.0208,0.0081,0.4926,0.8495,TRUE,TRUE,NMD rescued,ATG4B,ENSG00000168397.17,ENSG00000168397
chr7:101174811-101176929,non-NMD rescued,0.0315,0.0293,0.151,0.1517,TRUE,TRUE,non-NMD rescued,NAT16,ENSG00000167011.9,ENSG00000167011
chr17:50116090-50124917,NMD rescued,0.0035,0.0016,0.0295,0.1349,FALSE,TRUE,Dark cryptic,SAMD14,ENSG00000167100.15,ENSG00000167100
chr15:74130665-74131207,NMD rescued,9e-04,5e-04,0.1636,0.2773,TRUE,TRUE,NMD rescued,ISLR2,ENSG00000167178.16,ENSG00000167178
chr19:23362739-23373742,NMD rescued,0.0289,0.0088,0.0681,0.1794,FALSE,TRUE,Dark cryptic,ZNF91,ENSG00000167232.14,ENSG00000167232
chr19:23362739-23373742,non-NMD rescued,0.029,0.0092,0.0645,0.1628,FALSE,TRUE,Dark cryptic,ZNF91,ENSG00000167232.14,ENSG00000167232
chr16:68025494-68030757,non-NMD rescued,0.0104,0.0276,0.1841,0.1621,TRUE,TRUE,non-NMD rescued,DUS2,ENSG00000167264.18,ENSG00000167264
chrY:1413237-1417972,non-NMD rescued,0.0077,0.0012,0.1864,0.1183,TRUE,TRUE,non-NMD rescued,ASMTL,ENSG00000169093.16_PAR_Y,ENSG00000169093
chr19:49931230-49932421,non-NMD rescued,0.0212,0.0193,0.1038,0.1175,TRUE,TRUE,non-NMD rescued,ATF5,ENSG00000169136.12,ENSG00000169136
chrX:15769511-15772496,NMD rescued,0.0136,0.0018,0.0039,0.1718,FALSE,TRUE,Dark cryptic,CA5B,ENSG00000169239.13,ENSG00000169239
chr8:140297215-140300469,NMD rescued,0.0068,8e-04,0.0222,0.158,FALSE,TRUE,Dark cryptic,TRAPPC9,ENSG00000167632.18,ENSG00000167632
chr8:139732202-139784837,NMD rescued,0.0037,0.0273,0.0019,0.1193,FALSE,TRUE,Dark cryptic,TRAPPC9,ENSG00000167632.18,ENSG00000167632
chr8:140291078-140297119,NMD rescued,0.0068,8e-04,0.0228,0.1816,FALSE,TRUE,Dark cryptic,TRAPPC9,ENSG00000167632.18,ENSG00000167632
chr2:110641205-110641642,non-NMD rescued,0.0031,0.0213,0.0079,0.1079,FALSE,TRUE,Dark cryptic,BUB1,ENSG00000169679.15,ENSG00000169679
chr17:1583336-1590802,non-NMD rescued,0.0045,0.0472,0.0034,0.1025,FALSE,TRUE,Dark cryptic,SLC43A2,ENSG00000167703.15,ENSG00000167703
chr3:78746900-79018407,non-NMD rescued,0.0074,0.0056,0.0588,0.141,FALSE,TRUE,Dark cryptic,ROBO1,ENSG00000169855.20,ENSG00000169855
chr3:78746900-79018407,NMD rescued,0.0074,0.0075,0.0556,0.1558,FALSE,TRUE,Dark cryptic,ROBO1,ENSG00000169855.20,ENSG00000169855
chr3:40167687-40169950,NMD rescued,0.0068,0.0178,0.0076,0.1477,FALSE,TRUE,Dark cryptic,MYRIP,ENSG00000170011.14,ENSG00000170011
chr11:72826589-72827188,non-NMD rescued,0.0165,0.0039,0.0083,0.1006,FALSE,TRUE,Dark cryptic,ATG16L2,ENSG00000168010.11,ENSG00000168010
chr3:9468615-9470459,NMD rescued,0.0019,0.0089,0.5456,0.7027,TRUE,TRUE,NMD rescued,SETD5,ENSG00000168137.19,ENSG00000168137
chr4:183705070-183708407,NMD rescued,0.0058,0.0011,0.0316,0.2329,FALSE,TRUE,Dark cryptic,TRAPPC11,ENSG00000168538.16,ENSG00000168538
chr11:31429880-31430271,non-NMD rescued,0.0076,0.0494,0.0633,0.1536,FALSE,TRUE,Dark cryptic,DNAJC24,ENSG00000170946.15,ENSG00000170946
chr5:124746283-124748533,non-NMD rescued,0.0125,0.0209,0.4611,0.3054,TRUE,TRUE,non-NMD rescued,ZNF608,ENSG00000168916.16,ENSG00000168916
chr9:91883383-91949867,non-NMD rescued,0.0093,0.047,0.2879,0.1639,TRUE,TRUE,non-NMD rescued,ROR2,ENSG00000169071.15,ENSG00000169071
chr11:28211198-28228871,NMD rescued,0.0278,0.0222,0.0044,0.1238,FALSE,TRUE,Dark cryptic,METTL15,ENSG00000169519.21,ENSG00000169519
chr1:6467898-6469042,NMD rescued,0.0041,0.0366,0.0081,0.1132,FALSE,TRUE,Dark cryptic,PLEKHG5,ENSG00000171680.23,ENSG00000171680
chr10:132406289-132409762,non-NMD rescued,0.0038,0.0342,0.0479,0.1315,FALSE,TRUE,Dark cryptic,PWWP2B,ENSG00000171813.14,ENSG00000171813
chr1:179848348-179850845,NMD rescued,0.0029,0.0351,0.0022,0.1269,FALSE,TRUE,Dark cryptic,TOR1AIP2,ENSG00000169905.13,ENSG00000169905
chr1:179847636-179848225,NMD rescued,0.0039,0.0457,0.0024,0.1256,FALSE,TRUE,Dark cryptic,TOR1AIP2,ENSG00000169905.13,ENSG00000169905
chr2:3457693-3458462,NMD rescued,0.0021,2e-04,0.3574,0.698,TRUE,TRUE,NMD rescued,TRAPPC12,ENSG00000171853.16,ENSG00000171853
chr2:3458515-3460263,non-NMD rescued,0.0036,0.0046,0.9598,0.9993,TRUE,TRUE,PSI > 95% at baseline,TRAPPC12,ENSG00000171853.16,ENSG00000171853
chr10:87925557-87927548,non-NMD rescued,0.0042,0.044,0.0518,0.1015,FALSE,TRUE,non-NMD rescued,PTEN,ENSG00000171862.11,ENSG00000171862
chr10:87927599-87931046,NMD rescued,0.0026,0.0498,0.0445,0.1474,FALSE,TRUE,Dark cryptic,PTEN,ENSG00000171862.11,ENSG00000171862
chr4:150198103-150220703,NMD rescued,0.0036,0.0395,0.0012,0.1039,FALSE,TRUE,Dark cryptic,DCLK2,ENSG00000170390.16,ENSG00000170390
chr2:172080208-172080328,non-NMD rescued,0.0477,0.0428,0.0633,0.1004,FALSE,TRUE,non-NMD rescued,METAP1D,ENSG00000172878.14,ENSG00000172878
chr2:29480787-29531915,non-NMD rescued,0.0031,0.015,0.1145,0.1218,TRUE,TRUE,non-NMD rescued,ALK,ENSG00000171094.18,ENSG00000171094
chr2:203441413-203441823,NMD rescued,0.0139,0.013,0.0057,0.1737,FALSE,TRUE,Dark cryptic,RAPH1,ENSG00000173166.18,ENSG00000173166
chr1:15152784-15219326,NMD rescued,0.037,0.0056,0.0049,0.1134,FALSE,TRUE,Dark cryptic,TMEM51,ENSG00000171729.14,ENSG00000171729
chr21:45511223-45525817,non-NMD rescued,0.0083,5e-04,0.0629,0.1326,FALSE,TRUE,Dark cryptic,SLC19A1,ENSG00000173638.19,ENSG00000173638
chr17:63524369-63524497,NMD rescued,0.0227,0.0036,0.0584,0.2411,FALSE,TRUE,Dark cryptic,KCNH6,ENSG00000173826.15,ENSG00000173826
chr15:62740769-62750402,NMD rescued,0.0185,0.012,0.0573,0.2552,FALSE,TRUE,Dark cryptic,TLN2,ENSG00000171914.16,ENSG00000171914
chr16:88065332-88071821,NMD rescued,0.0278,0.0279,0.0535,0.1769,FALSE,TRUE,Dark cryptic,BANP,ENSG00000172530.21,ENSG00000172530
