gene_name,paste_into_igv_junction,group,auc,fpr_value,tpr_value,value_not_path,value_tdp_path,frac_ob_not_path,frac_ob_tdp_path,n_samples_not_path,n_samples_tdp_path,true_dark,strand,datasets_detected,new_cate,tdp43_sensitivity_be2,tdp43_sensitivity_sh,chx_effect,upf1_effect,smg1_effect
ENSG00000272305,chr3:53087853-53092369,RiMOD,0.543518518518519,0.148148148148148,0.25,2,0,0.0740740740740741,0,27,20,,-,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291201,chr4:118612358-118617996,Cord,0.506090314913844,0.0130718954248366,0.0255681818181818,2,3,0.0130718954248366,0.00426136363636364,153,704,,+,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291201,chr4:118612358-118617996,FTD frontal/temporal,0.503351648351648,0.00769230769230767,0.0142857142857143,0,1,0,0.0142857142857143,130,70,,+,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291201,chr4:118612358-118617996,Motor Cortex,0.504494382022472,0,0.00898876404494382,0,1,0,0.00224719101123596,89,445,,+,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291215,chr1:735613-736713,Cord,0.531820967023173,0.418300653594771,0.451704545454546,117,529,0.764705882352941,0.751420454545455,153,704,,-,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291215,chr1:735613-736713,FTD frontal/temporal,0.607252747252747,0.538461538461538,0.685714285714286,95,43,0.730769230769231,0.614285714285714,130,70,,-,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291215,chr1:735613-736713,Motor Cortex,0.599053149854817,0.292134831460674,0.451685393258427,53,297,0.595505617977528,0.667415730337079,89,445,,-,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291215,chr1:735613-736713,RiMOD,0.535185185185185,0.333333333333333,0.35,22,16,0.814814814814815,0.8,27,20,,-,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000280441,chr21:8400398-8444637,Cord,0.500710227272727,0,0.00142045454545455,0,0,0,0,153,704,,+,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000274276,chr21:6460293-6461835,Cord,0.501420454545455,0,0.00284090909090909,0,1,0,0.00142045454545455,153,704,,-,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291060,chr16:22444063-22451620,Cord,0.559013851752823,0.444444444444444,0.568181818181818,153,695,1,0.987215909090909,153,704,,+,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291060,chr16:22444063-22451620,FTD frontal/temporal,0.757417582417582,0.338461538461539,0.757142857142857,129,70,0.992307692307692,1,130,70,,+,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291060,chr16:22444063-22451620,Motor Cortex,0.520098472415099,0.48314606741573,0.485393258426966,87,441,0.97752808988764,0.991011235955056,89,445,,+,SMG1i -SHY5Y,"","","","","",Dark cryptic
ENSG00000291060,chr16:22444063-22451620,RiMOD,0.635185185185185,0.407407407407407,0.7,27,20,1,1,27,20,,+,SMG1i -SHY5Y,"","","","","",Dark cryptic
ABCA2,chr9:137023840-137024143,Cord,0.504270647653001,0.549019607843137,0.569602272727273,153,702,1,0.997159090909091,153,704,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
ABCA2,chr9:137023840-137024143,FTD frontal/temporal,0.636593406593407,0.484615384615385,0.685714285714286,123,70,0.946153846153846,1,130,70,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
ABCA2,chr9:137023840-137024143,Motor Cortex,0.581870975886883,0.539325842696629,0.701123595505618,84,405,0.943820224719101,0.910112359550562,89,445,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
ABCA2,chr9:137023840-137024143,RiMOD,0.535185185185185,0.592592592592593,0.55,27,20,1,1,27,20,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
ABI1,chr10:26755741-26759062,Cord,0.566106840463458,0.379084967320261,0.494318181818182,153,704,1,1,153,704,,-,curve_experiments,Early,Early,Early,"","",""
ABI1,chr10:26755741-26759062,FTD frontal/temporal,0.641483516483517,0.423076923076923,0.585714285714286,130,70,1,1,130,70,,-,curve_experiments,Early,Early,Early,"","",""
ABI1,chr10:26755741-26759062,Motor Cortex,0.554159828304507,0.415730337078652,0.507865168539326,89,445,1,1,89,445,,-,curve_experiments,Early,Early,Early,"","",""
ABI1,chr10:26755741-26759062,RiMOD,0.593518518518518,0.333333333333333,0.5,27,20,1,1,27,20,,-,curve_experiments,Early,Early,Early,"","",""
ABI1,chr10:26751783-26755655,Cord,0.548875705585265,0.405228758169935,0.488636363636364,153,704,1,1,153,704,,-,curve_experiments,Early,Early,Early,"","",""
ABI1,chr10:26751783-26755655,FTD frontal/temporal,0.582637362637363,0.461538461538462,0.528571428571429,130,70,1,1,130,70,,-,curve_experiments,Early,Early,Early,"","",""
ABI1,chr10:26751783-26755655,Motor Cortex,0.458830955687414,0.460674157303371,0.478651685393258,89,445,1,1,89,445,,-,curve_experiments,Early,Early,Early,"","",""
ABI1,chr10:26751783-26755655,RiMOD,0.662962962962963,0.444444444444444,0.65,27,20,1,1,27,20,,-,curve_experiments,Early,Early,Early,"","",""
ABI2,chr2:203380384-203382189,Cord,0.500756647355912,0.339869281045752,0.387784090909091,120,542,0.784313725490196,0.769886363636364,153,704,,+,curve_experiments,Late,"",Late,"","",""
ABI2,chr2:203380384-203382189,FTD frontal/temporal,0.668241758241758,0.361538461538462,0.628571428571429,130,70,1,1,130,70,,+,curve_experiments,Late,"",Late,"","",""
ABI2,chr2:203380384-203382189,Motor Cortex,0.592589319530362,0.50561797752809,0.635955056179775,89,445,1,1,89,445,,+,curve_experiments,Late,"",Late,"","",""
ABI2,chr2:203380384-203382189,RiMOD,0.648148148148148,0.259259259259259,0.55,27,20,1,1,27,20,,+,curve_experiments,Late,"",Late,"","",""
ABI2,chr2:203382206-203391046,Cord,0.514687314319667,0.359477124183007,0.393465909090909,121,584,0.790849673202614,0.829545454545455,153,704,,+,curve_experiments,Late,"",Late,"","",""
ABI2,chr2:203382206-203391046,FTD frontal/temporal,0.671648351648352,0.369230769230769,0.614285714285714,130,70,1,1,130,70,,+,curve_experiments,Late,"",Late,"","",""
ABI2,chr2:203382206-203391046,Motor Cortex,0.587754071455625,0.528089887640449,0.620224719101124,89,445,1,1,89,445,,+,curve_experiments,Late,"",Late,"","",""
ABI2,chr2:203382206-203391046,RiMOD,0.633333333333333,0.333333333333333,0.55,27,20,1,1,27,20,,+,curve_experiments,Late,"",Late,"","",""
ABR,chr17:1073677-1079330,Cord,0.53299075311943,0.444444444444444,0.529829545454545,153,704,1,1,153,704,,-,curve_experiments,Early,"",Early,"","",""
ABR,chr17:1073677-1079330,FTD frontal/temporal,0.668351648351649,0.469230769230769,0.657142857142857,130,70,1,1,130,70,,-,curve_experiments,Early,"",Early,"","",""
ABR,chr17:1073677-1079330,Motor Cortex,0.529857341244792,0.449438202247191,0.519101123595506,89,445,1,1,89,445,,-,curve_experiments,Early,"",Early,"","",""
ABR,chr17:1073677-1079330,RiMOD,0.492592592592593,0.407407407407407,0.55,27,20,1,1,27,20,,-,curve_experiments,Early,"",Early,"","",""
ACAD10,chr12:111690553-111691059,Never observed,,,,0,0,0,0,,,,+,curve_experiments,Early,Early,"","","",""
ACAP2,chr3:195320813-195325444,Cord,0.510709113190731,0.588235294117647,0.637784090909091,73,336,0.477124183006536,0.477272727272727,153,704,,-,curve_experiments,Late,"",Late,"","",""
ACAP2,chr3:195320813-195325444,FTD frontal/temporal,0.642527472527473,0.438461538461539,0.642857142857143,130,70,1,1,130,70,,-,curve_experiments,Late,"",Late,"","",""
ACAP2,chr3:195320813-195325444,Motor Cortex,0.549223582880949,0.449438202247191,0.530337078651685,84,440,0.943820224719101,0.98876404494382,89,445,,-,curve_experiments,Late,"",Late,"","",""
ACAP2,chr3:195320813-195325444,RiMOD,0.62962962962963,0.481481481481482,0.65,26,20,0.962962962962963,1,27,20,,-,curve_experiments,Late,"",Late,"","",""
ACOT11,chr1:54599415-54600963,Cord,0.528232694592989,0.34640522875817,0.416193181818182,45,229,0.294117647058824,0.325284090909091,153,704,,+,curve_experiments,Early,Early,"","","",""
ACOT11,chr1:54599415-54600963,FTD frontal/temporal,0.648461538461538,0.346153846153846,0.528571428571429,41,40,0.315384615384615,0.571428571428571,130,70,,+,curve_experiments,Early,Early,"","","",""
ACOT11,chr1:54599415-54600963,Motor Cortex,0.531713167529352,0.348314606741573,0.415730337078652,20,114,0.224719101123596,0.256179775280899,89,445,,+,curve_experiments,Early,Early,"","","",""
ACOT11,chr1:54599415-54600963,RiMOD,0.707407407407407,0.296296296296296,0.55,10,17,0.37037037037037,0.85,27,20,,+,curve_experiments,Early,Early,"","","",""
ACTN4,chr19:38710342-38714469,Cord,0.581072675282234,0.34640522875817,0.502840909090909,153,704,1,1,153,704,,+,curve_experiments,Late,Late,"","","",""
ACTN4,chr19:38710342-38714469,FTD frontal/temporal,0.764395604395605,0.246153846153846,0.628571428571429,130,70,1,1,130,70,,+,curve_experiments,Late,Late,"","","",""
ACTN4,chr19:38710342-38714469,Motor Cortex,0.518394142153769,0.393258426966292,0.426966292134831,89,445,1,1,89,445,,+,curve_experiments,Late,Late,"","","",""
ACTN4,chr19:38710342-38714469,RiMOD,0.748148148148148,0.333333333333333,0.7,27,20,1,1,27,20,,+,curve_experiments,Late,Late,"","","",""
ACVR1B,chr12:51960187-51975265,Cord,0.517648915626857,0.0588235294117647,0.09375,2,11,0.0130718954248366,0.015625,153,704,,+,curve_experiments,Early,"",Early,"","",""
ACVR1B,chr12:51960187-51975265,FTD frontal/temporal,0.472472527472528,0.115384615384615,0.0571428571428571,3,0,0.0230769230769231,0,130,70,,+,curve_experiments,Early,"",Early,"","",""
ACVR1B,chr12:51960187-51975265,Motor Cortex,0.468652947860119,0.134831460674157,0.0719101123595506,2,6,0.0224719101123596,0.0134831460674157,89,445,,+,curve_experiments,Early,"",Early,"","",""
ACVR1B,chr12:51960187-51975265,RiMOD,0.531481481481482,0.0370370370370371,0.1,1,1,0.037037037037037,0.05,27,20,,+,curve_experiments,Early,"",Early,"","",""
ADCYAP1R1,chr7:31100210-31103237,Cord,0.504256721628045,0.372549019607843,0.40625,144,678,0.941176470588235,0.963068181818182,153,704,,+,curve_experiments,Intermediate,"",Intermediate,"","",""
ADCYAP1R1,chr7:31100210-31103237,FTD frontal/temporal,0.693956043956044,0.407692307692308,0.714285714285714,130,70,1,1,130,70,,+,curve_experiments,Intermediate,"",Intermediate,"","",""
ADCYAP1R1,chr7:31100210-31103237,Motor Cortex,0.544110592096958,0.49438202247191,0.521348314606742,89,444,1,0.997752808988764,89,445,,+,curve_experiments,Intermediate,"",Intermediate,"","",""
ADCYAP1R1,chr7:31100210-31103237,RiMOD,0.705555555555556,0.37037037037037,0.7,27,20,1,1,27,20,,+,curve_experiments,Intermediate,"",Intermediate,"","",""
ADCYAP1R1,chr7:31078098-31084141,Cord,0.521385732323232,0.535947712418301,0.541193181818182,153,704,1,1,153,704,,+,curve_experiments,Early,"",Early,"","",""
ADCYAP1R1,chr7:31078098-31084141,FTD frontal/temporal,0.639945054945055,0.515384615384615,0.671428571428571,130,70,1,1,130,70,,+,curve_experiments,Early,"",Early,"","",""
ADCYAP1R1,chr7:31078098-31084141,Motor Cortex,0.602386062365863,0.426966292134832,0.591011235955056,89,445,1,1,89,445,,+,curve_experiments,Early,"",Early,"","",""
ADCYAP1R1,chr7:31078098-31084141,RiMOD,0.570370370370371,0.444444444444444,0.75,27,20,1,1,27,20,,+,curve_experiments,Early,"",Early,"","",""
ADGRB2,chr1:31728081-31728182,Cord,0.561929032976827,0.366013071895425,0.495738636363636,153,704,1,1,153,704,,-,curve_experiments,Late,"",Late,"","",""
ADGRB2,chr1:31728081-31728182,FTD frontal/temporal,0.551923076923077,0.461538461538462,0.514285714285714,130,70,1,1,130,70,,-,curve_experiments,Late,"",Late,"","",""
ADGRB2,chr1:31728081-31728182,Motor Cortex,0.56881706855195,0.393258426966292,0.48314606741573,89,445,1,1,89,445,,-,curve_experiments,Late,"",Late,"","",""
ADGRB2,chr1:31728081-31728182,RiMOD,0.507407407407407,0.444444444444444,0.5,27,20,1,1,27,20,,-,curve_experiments,Late,"",Late,"","",""
ADGRB2,chr1:31727605-31728025,Cord,0.514102421271539,0.509803921568627,0.518465909090909,153,704,1,1,153,704,,-,curve_experiments,Late,"",Late,"","",""
ADGRB2,chr1:31727605-31728025,FTD frontal/temporal,0.685604395604395,0.353846153846154,0.7,130,70,1,1,130,70,,-,curve_experiments,Late,"",Late,"","",""
ADGRB2,chr1:31727605-31728025,Motor Cortex,0.524870597146825,0.460674157303371,0.539325842696629,89,445,1,1,89,445,,-,curve_experiments,Late,"",Late,"","",""
ADGRB2,chr1:31727605-31728025,RiMOD,0.592592592592593,0.444444444444444,0.5,27,20,1,1,27,20,,-,curve_experiments,Late,"",Late,"","",""
ADGRB3,chr6:69076038-69233290,Never observed,,,,0,0,0,0,,,,+,curve_experiments,Early,"",Early,"","",""
ADGRL2,chr1:81952142-81952987,Cord,0.51852625519905,0.542483660130719,0.539772727272727,134,628,0.875816993464052,0.892045454545455,153,704,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81952142-81952987,FTD frontal/temporal,0.642637362637363,0.238461538461539,0.4,129,70,0.992307692307692,1,130,70,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81952142-81952987,Motor Cortex,0.533783613180155,0.50561797752809,0.573033707865169,89,445,1,1,89,445,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81952142-81952987,RiMOD,0.624074074074074,0.444444444444444,0.5,27,20,1,1,27,20,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81942045-81942969,Cord,0.539563836898396,0.379084967320261,0.440340909090909,76,389,0.496732026143791,0.552556818181818,153,704,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81942045-81942969,FTD frontal/temporal,0.656978021978022,0.315384615384615,0.571428571428571,128,65,0.984615384615385,0.928571428571429,130,70,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81942045-81942969,Motor Cortex,0.596629213483146,0.471910112359551,0.582022471910112,87,442,0.97752808988764,0.993258426966292,89,445,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81942045-81942969,RiMOD,0.575,0.259259259259259,0.4,27,20,1,1,27,20,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81953025-81955877,Cord,0.552788918597743,0.444444444444444,0.546875,136,619,0.888888888888889,0.879261363636364,153,704,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81953025-81955877,FTD frontal/temporal,0.589285714285714,0.315384615384615,0.414285714285714,129,69,0.992307692307692,0.985714285714286,130,70,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81953025-81955877,Motor Cortex,0.489130160333291,0.382022471910112,0.377528089887641,86,444,0.966292134831461,0.997752808988764,89,445,,+,curve_experiments,Late,"",Late,"","",""
ADGRL2,chr1:81953025-81955877,RiMOD,0.486111111111111,0.518518518518519,0.5,27,20,1,1,27,20,,+,curve_experiments,Late,"",Late,"","",""
AGFG2,chr7:100555735-100556594,Cord,0.561320929887107,0.464052287581699,0.536931818181818,153,703,1,0.998579545454545,153,704,,+,curve_experiments,Early,Early,"","","",""
AGFG2,chr7:100555735-100556594,FTD frontal/temporal,0.60043956043956,0.492307692307692,0.671428571428571,130,70,1,1,130,70,,+,curve_experiments,Early,Early,"","","",""
AGFG2,chr7:100555735-100556594,Motor Cortex,0.579333417497791,0.404494382022472,0.555056179775281,89,442,1,0.993258426966292,89,445,,+,curve_experiments,Early,Early,"","","",""
AGFG2,chr7:100555735-100556594,RiMOD,0.526851851851852,0.444444444444444,0.55,27,20,1,1,27,20,,+,curve_experiments,Early,Early,"","","",""
AKAP13,chr15:85496974-85521428,Never observed,,,,0,0,0,0,,,,+,curve_experiments,Intermediate,"",Intermediate,"","",""
ALX1,chr12:85286981-85295668,Never observed,,,,0,0,0,0,,,,+,curve_experiments,Early,"",Early,"","",""
AMZ2P1,chr17:64974641-64975560,Cord,0.571918634878193,0.477124183006536,0.583806818181818,120,534,0.784313725490196,0.758522727272727,153,704,,-,curve_experiments,Early,"",Early,"","",""
AMZ2P1,chr17:64974641-64975560,FTD frontal/temporal,0.622967032967033,0.530769230769231,0.742857142857143,76,28,0.584615384615385,0.4,130,70,,-,curve_experiments,Early,"",Early,"","",""
AMZ2P1,chr17:64974641-64975560,Motor Cortex,0.557050877414468,0.370786516853933,0.413483146067416,48,284,0.539325842696629,0.638202247191011,89,445,,-,curve_experiments,Early,"",Early,"","",""
AMZ2P1,chr17:64974641-64975560,RiMOD,0.457407407407407,0.444444444444444,0.35,17,13,0.62962962962963,0.65,27,20,,-,curve_experiments,Early,"",Early,"","",""
ANK2,chr4:113149205-113151080,RiMOD,0.466666666666667,0.111111111111111,0.05,3,0,0.111111111111111,0,27,20,,+,curve_experiments,Early,Early,"","","",""
ANKRD36C,chr2:95908697-95910373,Cord,0.54666146761735,0.464052287581699,0.515625,153,704,1,1,153,704,,-,curve_experiments,Early,Early,"","","",""
ANKRD36C,chr2:95908697-95910373,FTD frontal/temporal,0.515714285714286,0.469230769230769,0.542857142857143,130,70,1,1,130,70,,-,curve_experiments,Early,Early,"","","",""
ANKRD36C,chr2:95908697-95910373,Motor Cortex,0.487741446787022,0.49438202247191,0.514606741573034,89,445,1,1,89,445,,-,curve_experiments,Early,Early,"","","",""
ANKRD36C,chr2:95908697-95910373,RiMOD,0.714814814814815,0.222222222222222,0.65,27,20,1,1,27,20,,-,curve_experiments,Early,Early,"","","",""
ANKRD9,chr14:102508549-102508641,Cord,0.589219399881164,0.372549019607843,0.524147727272727,153,704,1,1,153,704,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
ANKRD9,chr14:102508549-102508641,FTD frontal/temporal,0.551758241758242,0.453846153846154,0.514285714285714,130,70,1,1,130,70,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
ANKRD9,chr14:102508549-102508641,Motor Cortex,0.55535917182174,0.438202247191011,0.521348314606742,89,445,1,1,89,445,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
ANKRD9,chr14:102508549-102508641,RiMOD,0.52962962962963,0.481481481481482,0.5,27,20,1,1,27,20,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
AP1G1,chr16:71808150-71808505,Cord,0.587850007427214,0.464052287581699,0.573863636363636,148,683,0.967320261437908,0.970170454545455,153,704,,-,curve_experiments,Early,Early,"","","",""
AP1G1,chr16:71808150-71808505,FTD frontal/temporal,0.553406593406594,0.415384615384615,0.485714285714286,128,67,0.984615384615385,0.957142857142857,130,70,,-,curve_experiments,Early,Early,"","","",""
AP1G1,chr16:71808150-71808505,Motor Cortex,0.487880318141649,0.48314606741573,0.453932584269663,85,438,0.955056179775281,0.984269662921348,89,445,,-,curve_experiments,Early,Early,"","","",""
AP1G1,chr16:71808150-71808505,RiMOD,0.510185185185185,0.555555555555556,0.7,27,20,1,1,27,20,,-,curve_experiments,Early,Early,"","","",""
AP1G2,chr14:23567319-23567597,Cord,0.543008207070707,0.535947712418301,0.616477272727273,64,252,0.418300653594771,0.357954545454545,153,704,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
AP1G2,chr14:23567319-23567597,FTD frontal/temporal,0.481153846153846,0.523076923076923,0.585714285714286,59,41,0.453846153846154,0.585714285714286,130,70,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
AP1G2,chr14:23567319-23567597,Motor Cortex,0.47762908723646,0.426966292134832,0.348314606741573,18,82,0.202247191011236,0.184269662921348,89,445,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
AP1G2,chr14:23567319-23567597,RiMOD,0.510185185185185,0.296296296296296,0.45,14,12,0.518518518518519,0.6,27,20,,-,curve_experiments,Intermediate,"",Intermediate,"","",""
ASAP2,chr2:9335179-9336036,Cord,0.492108585858586,0.0588235294117647,0.0440340909090909,1,8,0.0065359477124183,0.0113636363636364,153,704,,+,curve_experiments,Late,"",Late,"","",""
ASAP2,chr2:9335179-9336036,FTD frontal/temporal,0.567967032967033,0.223076923076923,0.385714285714286,12,8,0.0923076923076923,0.114285714285714,130,70,,+,curve_experiments,Late,"",Late,"","",""
ASAP2,chr2:9335179-9336036,Motor Cortex,0.499267769221058,0.292134831460674,0.285393258426966,7,37,0.0786516853932584,0.0831460674157303,89,445,,+,curve_experiments,Late,"",Late,"","",""
ASAP2,chr2:9335179-9336036,RiMOD,0.707407407407407,0.259259259259259,0.65,27,20,1,1,27,20,,+,curve_experiments,Late,"",Late,"","",""
ASAP2,chr2:9336044-9344532,Cord,0.502251374034462,0.0522875816993464,0.0568181818181818,2,2,0.0130718954248366,0.00284090909090909,153,704,,+,curve_experiments,Late,"",Late,"","",""
ASAP2,chr2:9336044-9344532,FTD frontal/temporal,0.407032967032967,0.323076923076923,0.142857142857143,14,3,0.107692307692308,0.0428571428571429,130,70,,+,curve_experiments,Late,"",Late,"","",""
ASAP2,chr2:9336044-9344532,Motor Cortex,0.513685140765055,0.303370786516854,0.346067415730337,11,42,0.123595505617978,0.0943820224719101,89,445,,+,curve_experiments,Late,"",Late,"","",""
ASAP2,chr2:9336044-9344532,RiMOD,0.672222222222222,0.259259259259259,0.55,27,20,1,1,27,20,,+,curve_experiments,Late,"",Late,"","",""
ASIC4,chr2:219532939-219535171,Cord,0.565071672608438,0.411764705882353,0.487215909090909,97,534,0.633986928104575,0.758522727272727,153,704,,+,curve_experiments,Intermediate,Intermediate,"","","",""
ASIC4,chr2:219532939-219535171,FTD frontal/temporal,0.611043956043956,0.5,0.642857142857143,123,66,0.946153846153846,0.942857142857143,130,70,,+,curve_experiments,Intermediate,Intermediate,"","","",""
ASIC4,chr2:219532939-219535171,Motor Cortex,0.52778689559399,0.49438202247191,0.501123595505618,81,383,0.910112359550562,0.860674157303371,89,445,,+,curve_experiments,Intermediate,Intermediate,"","","",""
ASIC4,chr2:219532939-219535171,RiMOD,0.60462962962963,0.407407407407407,0.5,25,20,0.925925925925926,1,27,20,,+,curve_experiments,Intermediate,Intermediate,"","","",""
ATG4B,chr2:241651335-241653307,Cord,0.482416072489602,0.450980392156863,0.443181818181818,118,523,0.77124183006536,0.742897727272727,153,704,,+,curve_experiments,Early,"",Early,"","",""
ATG4B,chr2:241651335-241653307,FTD frontal/temporal,0.673571428571429,0.315384615384615,0.514285714285714,62,51,0.476923076923077,0.728571428571429,130,70,,+,curve_experiments,Early,"",Early,"","",""
ATG4B,chr2:241651335-241653307,Motor Cortex,0.487286958717334,0.426966292134832,0.438202247191011,41,213,0.460674157303371,0.478651685393258,89,445,,+,curve_experiments,Early,"",Early,"","",""
ATG4B,chr2:241651335-241653307,RiMOD,0.590740740740741,0.444444444444444,0.6,26,15,0.962962962962963,0.75,27,20,,+,curve_experiments,Early,"",Early,"","",""
ATP9B,chr18:79277196-79303604,Cord,0.613775623885918,0.379084967320261,0.559659090909091,153,704,1,1,153,704,,+,curve_experiments,Early,"",Early,"","",""
ATP9B,chr18:79277196-79303604,FTD frontal/temporal,0.661428571428572,0.415384615384615,0.657142857142857,130,70,1,1,130,70,,+,curve_experiments,Early,"",Early,"","",""
ATP9B,chr18:79277196-79303604,Motor Cortex,0.587324832723141,0.382022471910112,0.534831460674157,89,445,1,1,89,445,,+,curve_experiments,Early,"",Early,"","",""
ATP9B,chr18:79277196-79303604,RiMOD,0.537037037037037,0.518518518518519,0.55,27,20,1,1,27,20,,+,curve_experiments,Early,"",Early,"","",""
AUTS2,chr7:70766355-70768024,Cord,0.521023655674391,0.522875816993464,0.535511363636364,149,669,0.973856209150327,0.950284090909091,153,704,,+,curve_experiments,Intermediate,"",Intermediate,"","",""
AUTS2,chr7:70766355-70768024,FTD frontal/temporal,0.554505494505495,0.5,0.614285714285714,116,64,0.892307692307692,0.914285714285714,130,70,,+,curve_experiments,Intermediate,"",Intermediate,"","",""
AUTS2,chr7:70766355-70768024,Motor Cortex,0.579156672137357,0.460674157303371,0.575280898876405,76,340,0.853932584269663,0.764044943820225,89,445,,+,curve_experiments,Intermediate,"",Intermediate,"","",""
AUTS2,chr7:70766355-70768024,RiMOD,0.57037037037037,0.518518518518519,0.65,7,6,0.259259259259259,0.3,27,20,,+,curve_experiments,Intermediate,"",Intermediate,"","",""
AUTS2,chr7:70435781-70698569,Never observed,,,,0,0,0,0,,,,+,curve_experiments,Late,"",Late,"","",""
BACH1,chr21:29194260-29218861,Cord,0.534244095365419,0.065359477124183,0.133522727272727,2,15,0.0130718954248366,0.0213068181818182,153,704,,+,curve_experiments,Early,Early,"","","",""
BACH1,chr21:29194260-29218861,FTD frontal/temporal,0.523681318681319,0.0538461538461539,0.1,1,1,0.00769230769230769,0.0142857142857143,130,70,,+,curve_experiments,Early,Early,"","","",""
BACH1,chr21:29194260-29218861,Motor Cortex,0.483827799520263,0.0674157303370787,0.0337078651685393,0,2,0,0.00449438202247191,89,445,,+,curve_experiments,Early,Early,"","","",""
BACH1,chr21:29194260-29218861,RiMOD,0.52962962962963,0.0370370370370371,0.1,1,0,0.037037037037037,0,27,20,,+,curve_experiments,Early,Early,"","","",""
BCL9L,chr11:118910015-118918826,Cord,0.493914327094475,0.516339869281046,0.507102272727273,153,698,1,0.991477272727273,153,704,,-,curve_experiments,Early,"",Early,"","",""
BCL9L,chr11:118910015-118918826,FTD frontal/temporal,0.531593406593407,0.469230769230769,0.514285714285714,130,70,1,1,130,70,,-,curve_experiments,Early,"",Early,"","",""
BCL9L,chr11:118910015-118918826,Motor Cortex,0.513861886125489,0.471910112359551,0.51685393258427,89,435,1,0.97752808988764,89,445,,-,curve_experiments,Early,"",Early,"","",""
BCL9L,chr11:118910015-118918826,RiMOD,0.558333333333333,0.407407407407407,0.6,27,20,1,1,27,20,,-,curve_experiments,Early,"",Early,"","",""
BICC1,chr10:58798560-58800194,Cord,0.496267825311943,0.0130718954248366,0.00568181818181818,1,0,0.0065359477124183,0,153,704,,+,curve_experiments,Early,Intermediate,Early,"","",""
BICC1,chr10:58798560-58800194,FTD frontal/temporal,0.492307692307692,0.0153846153846153,0,0,0,0,0,130,70,,+,curve_experiments,Early,Intermediate,Early,"","",""
BICC1,chr10:58798560-58800194,Motor Cortex,0.515730337078652,0,0.0314606741573034,0,1,0,0.00224719101123596,89,445,,+,curve_experiments,Early,Intermediate,Early,"","",""
BICC1,chr10:58798560-58800194,RiMOD,0.444444444444444,0.111111111111111,0,1,0,0.037037037037037,0,27,20,,+,curve_experiments,Early,Intermediate,Early,"","",""
BPTF,chr17:67875020-67886128,Cord,0.504428475935829,0.549019607843137,0.580965909090909,49,195,0.320261437908497,0.276988636363636,153,704,,+,curve_experiments,Intermediate,Intermediate,"","","",""
BPTF,chr17:67875020-67886128,FTD frontal/temporal,0.500989010989011,0.223076923076923,0.214285714285714,11,9,0.0846153846153846,0.128571428571429,130,70,,+,curve_experiments,Intermediate,Intermediate,"","","",""
BPTF,chr17:67875020-67886128,Motor Cortex,0.469006438580987,0.280898876404494,0.215730337078652,7,21,0.0786516853932584,0.0471910112359551,89,445,,+,curve_experiments,Intermediate,Intermediate,"","","",""
BPTF,chr17:67875020-67886128,RiMOD,0.546296296296297,0.185185185185185,0.3,2,3,0.0740740740740741,0.15,27,20,,+,curve_experiments,Intermediate,Intermediate,"","","",""
BRD2,chr6:32974765-32975021,Cord,0.528566919191919,0.431372549019608,0.505681818181818,153,704,1,1,153,704,,+,curve_experiments,Late,Late,Late,"","",""
BRD2,chr6:32974765-32975021,FTD frontal/temporal,0.648351648351648,0.392307692307692,0.6,130,70,1,1,130,70,,+,curve_experiments,Late,Late,Late,"","",""
